,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,Sprachebene,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
404,chim,,mierten,,,,LSch,positiv,57584,CATMA_8283B5BE-F788-448D-9613-9650F3DD54A0,11,Emotionen der Zuneigung,positiv,57521,Verehrung,Von welcher Gattung sollen wir den Becher wieder füllen lassen?,"['Von', 'welcher', 'Gattung', 'sollen', 'wir', 'den', 'Becher', 'wieder', 'füllen', 'lassen', '?']"
405,,,mierten,,,,LSch,positiv,57712,CATMA_3BB27282-FAD7-40D7-A590-2B871F1ED13B,10,Emotionen der Zuneigung,positiv,57659,Verehrung,"So will ich auch meinen Becher wieder füllen lassen.
","['So', 'will', 'ich', 'auch', 'meinen', 'Becher', 'wieder', 'füllen', 'lassen', '.']"
406,robert,,,,,,LSch,positiv,57894,CATMA_FA27854C-75BC-4ADA-8552-80D5CAF674B2,17,Emotionen der Zuneigung,positiv,57818,Verehrung,Ihr. Gnaden / wollen sie nicht so gut seyn / und das Kleid vollends anlegen?,"['Ihr', '.', 'Gnaden', '/', 'wollen', 'sie', 'nicht', 'so', 'gut', 'seyn', '/', 'und', 'das', 'Kleid', 'vollends', 'anlegen', '?']"
407,,,,,,,LSch,Emotionale Bewegtheit,57998,CATMA_C02CC101-A0DB-4C25-A575-B1586DD1A697,21,Emotionale Bewegtheit,Emotionale Bewegtheit,57905,Emotionale Bewegtheit,"Herr / ihr seyd wol der redlichste Mensch auff der Welt / sagt mirs doch / was bin ich denn?
","['Herr', '/', 'ihr', 'seyd', 'wol', 'der', 'redlichste', 'Mensch', 'auff', 'der', 'Welt', '/', 'sagt', 'mirs', 'doch', '/', 'was', 'bin', 'ich', 'denn', '?']"
408,,,,,,,LSch,positiv,58154,CATMA_59DE3FB4-F7D2-42F4-9C9E-014AC41EFDC2,15,Emotionen der Zuneigung,positiv,58089,Verehrung,Bin ich derselbe Fürste / je drum thut ihr wohl so erbar mit mir.,"['Bin', 'ich', 'derselbe', 'Fürste', '/', 'je', 'drum', 'thut', 'ihr', 'wohl', 'so', 'erbar', 'mit', 'mir', '.']"
409,robert,,,,,,LSch,positiv,58232,CATMA_7FEC15B3-B4C2-4DE1-8431-FEA4BF98FBD9,12,Emotionen der Zuneigung,positiv,58164,Verehrung,Freylich ist das meine Schuldigkeit / Sie lassen sich nur ankleiden.,"['Freylich', 'ist', 'das', 'meine', 'Schuldigkeit', '/', 'Sie', 'lassen', 'sich', 'nur', 'ankleiden', '.']"
410,mierten,,,,,,LSch,Emotionale Bewegtheit,58310,CATMA_EAFAF052-47EA-4742-AED9-9D756C798A78,12,Emotionale Bewegtheit,Emotionale Bewegtheit,58243,Emotionale Bewegtheit,Je was stecken doch vor Fürstliche Gedancken in einem Becher Weine.,"['Je', 'was', 'stecken', 'doch', 'vor', 'Fürstliche', 'Gedancken', 'in', 'einem', 'Becher', 'Weine', '.']"
411,cornelis,,,,,,LSch,positiv,58373,CATMA_1C7AFE2B-63B1-4A50-8FA2-9B85D8D7A585,6,Emotionen der Zuneigung,positiv,58345,Verehrung,Ihr Gnaden was befehlen sie?,"['Ihr', 'Gnaden', 'was', 'befehlen', 'sie', '?']"
412,,,,,,,LSch,Emotionale Bewegtheit,58433,CATMA_55808F52-0E39-4A0E-AF43-7A9CE4CFAA62,12,Emotionale Bewegtheit,Emotionale Bewegtheit,58384,Emotionale Bewegtheit,Komm her auff die Seite und sage mir wer ich bin?,"['Komm', 'her', 'auff', 'die', 'Seite', 'und', 'sage', 'mir', 'wer', 'ich', 'bin', '?']"
413,leo,,,,,,LSch,positiv,58618,CATMA_8779DC2A-CC1C-4098-81BB-98D6EFF3ED40,5,Emotionen der Zuneigung,positiv,58593,Verehrung,Was schaffen Ihre Gnaden?,"['Was', 'schaffen', 'Ihre', 'Gnaden', '?']"
414,,,,,,,LSch,Emotionale Bewegtheit,58655,CATMA_440D8A4E-2525-4E51-83F6-ED4B0E76913D,7,Emotionale Bewegtheit,Emotionale Bewegtheit,58629,Emotionale Bewegtheit,Sagt mir wer bin ich denn?,"['Sagt', 'mir', 'wer', 'bin', 'ich', 'denn', '?']"
415,,,,,,,LSch,positiv,58806,CATMA_9A85B800-D103-4107-A269-F848437A6942,17,Emotionen der Freude,positiv,58735,Freude,Aber ich höre es so gerne / wenn andre Leute auch wissen / wer ich bin.,"['Aber', 'ich', 'höre', 'es', 'so', 'gerne', '/', 'wenn', 'andre', 'Leute', 'auch', 'wissen', '/', 'wer', 'ich', 'bin', '.']"
416,,,,,,,LSch,Emotionale Bewegtheit,59247,CATMA_0D0C2002-5888-4DC4-95EF-F77D484B6059,64,Emotionale Bewegtheit,Emotionale Bewegtheit,58914,Emotionale Bewegtheit,Nun aus dreyer Zeugen Munde bestehet die Wahrheit. Bin ich nicht ein Hunds - - - daß ich mich selber nicht kenne. Ich halte die Fürsten haben den Gebrauch / daß Sie alles den ändern Tag vergessen / was geschehen ist. Ich weiß wohl / unserm Dorffschencken verehrte ich einmahl einen grosen Käse / aber er hats hübsch wieder vergessen.,"['Nun', 'aus', 'dreyer', 'Zeugen', 'Munde', 'bestehet', 'die', 'Wahrheit', '.', 'Bin', 'ich', 'nicht', 'ein', 'Hunds', '-', '-', '-', 'daß', 'ich', 'mich', 'selber', 'nicht', 'kenne', '.', 'Ich', 'halte', 'die', 'Fürsten', 'haben', 'den', 'Gebrauch', '/', 'daß', 'Sie', 'alles', 'den', 'ändern', 'Tag', 'vergessen', '/', 'was', 'geschehen', 'ist', '.', 'Ich', 'weiß', 'wohl', '/', 'unserm', 'Dorffschencken', 'verehrte', 'ich', 'einmahl', 'einen', 'grosen', 'Käse', '/', 'aber', 'er', 'hats', 'hübsch', 'wieder', 'vergessen', '.']"
417,robert,,,,,,LSch,positiv,59631,CATMA_5340A48E-2D6C-4799-9C39-D1F68F111DEA,15,Emotionen der Freude,positiv,59555,Schadenfreude,Der Trunck hat ihn muthig gemacht / er soll sich nun wohl gebrauchen lassen.,"['Der', 'Trunck', 'hat', 'ihn', 'muthig', 'gemacht', '/', 'er', 'soll', 'sich', 'nun', 'wohl', 'gebrauchen', 'lassen', '.']"
418,,leo,,,,,LSch,positiv,59744,CATMA_808DDBF8-7CD2-4A3D-9067-99FA883F7460,22,Emotionen der Freude,positiv,59638,Schadenfreude,Aber er darff nicht zu viel trincken / ehe es Zeit wird / sonsten macht er uns die Kurtzweile zu schänden.,"['Aber', 'er', 'darff', 'nicht', 'zu', 'viel', 'trincken', '/', 'ehe', 'es', 'Zeit', 'wird', '/', 'sonsten', 'macht', 'er', 'uns', 'die', 'Kurtzweile', 'zu', 'schänden', '.']"
419,,robert,,,,,LSch,positiv,59874,CATMA_0F84569A-19A6-4964-86CB-8C660F634B1A,22,Emotionen der Freude,positiv,59754,Freude,Wenn er die Herrligkeit in halb voller Weise gemessen soll / so wird hernach die Lust einem Traume desto ähnlicher seyn.,"['Wenn', 'er', 'die', 'Herrligkeit', 'in', 'halb', 'voller', 'Weise', 'gemessen', 'soll', '/', 'so', 'wird', 'hernach', 'die', 'Lust', 'einem', 'Traume', 'desto', 'ähnlicher', 'seyn', '.']"
420,,leo,,,,,LSch,Emotionale Bewegtheit,60007,CATMA_21DB693E-2955-4609-8CE6-AA92A1B94AD1,25,Emotionale Bewegtheit,Emotionale Bewegtheit,59881,Emotionale Bewegtheit,"Sonderlich wo er das Reissen im Kopffe davon bekommt /so wird er sich wundern / was die Traume heut zu tage vor Effect haben.
","['Sonderlich', 'wo', 'er', 'das', 'Reissen', 'im', 'Kopffe', 'davon', 'bekommt', '/so', 'wird', 'er', 'sich', 'wundern', '/', 'was', 'die', 'Traume', 'heut', 'zu', 'tage', 'vor', 'Effect', 'haben', '.']"
421,,wilhelm,,,,,LSch,negativ,60828,CATMA_3FC6866B-910C-4B1B-960D-C20D0610E0FD,21,Emotionen des Leids,negativ,60722,Leid,Das ist der beste Trost wieder das Armuth; Wenn man sich volltrincken kan / so vergist man seines Elendes.,"['Das', 'ist', 'der', 'beste', 'Trost', 'wieder', 'das', 'Armuth', ';', 'Wenn', 'man', 'sich', 'volltrincken', 'kan', '/', 'so', 'vergist', 'man', 'seines', 'Elendes', '.']"
422,,heinrich,,,,,LSch,negativ,60989,CATMA_2FAF28B6-7DA6-4A06-B266-EF68CA1A001D,31,Emotionen des Leids,negativ,60840,Leid,Ja wohl / der Wein ist die beste Artzney wieder die Armuth und Bekümmernüß / aber wer sie am meisten von Nöthen hat / der kan sie am wenigsten haben.,"['Ja', 'wohl', '/', 'der', 'Wein', 'ist', 'die', 'beste', 'Artzney', 'wieder', 'die', 'Armuth', 'und', 'Bekümmernüß', '/', 'aber', 'wer', 'sie', 'am', 'meisten', 'von', 'Nöthen', 'hat', '/', 'der', 'kan', 'sie', 'am', 'wenigsten', 'haben', '.']"
423,,,,,,,LSch,positiv,61530,CATMA_F54E1BA4-01B2-4A86-95E6-27CA9528671A,33,Emotionen der Zuneigung,positiv,61359,Freundschaft,"Ich weiß einen guten Freund / der hat die Gedancken niemahls in der Ordnung / so hat er bey der scharffsten debauche keine Sorge / daß ihm etwas in Kopffe verrücket wird.
","['Ich', 'weiß', 'einen', 'guten', 'Freund', '/', 'der', 'hat', 'die', 'Gedancken', 'niemahls', 'in', 'der', 'Ordnung', '/', 'so', 'hat', 'er', 'bey', 'der', 'scharffsten', 'debauche', 'keine', 'Sorge', '/', 'daß', 'ihm', 'etwas', 'in', 'Kopffe', 'verrücket', 'wird', '.']"
424,,,,,,,LSch,positiv,61628,CATMA_3B53156E-8096-478D-AC75-89BABAECF16F,15,Emotionen der Freude,positiv,61540,Freude,"Es ist eine Glückseeligkeit / darinne ich nicht eine halbe vierthel Stunde leben wolte.
","['Es', 'ist', 'eine', 'Glückseeligkeit', '/', 'darinne', 'ich', 'nicht', 'eine', 'halbe', 'vierthel', 'Stunde', 'leben', 'wolte', '.']"
425,,heinrich,,,,,LSch,positiv,62058,CATMA_8879D4EA-5B93-47B5-B36A-79A75002585C,27,Emotionen der Freude,positiv,61913,Freude,"Der Tag ist zu lustig vor die ernsthafften Dis curse, wir wolten lieber sehn / daß wir gegen den frembden Fürsten mit unser CoMPLiMENte bestehen.","['Der', 'Tag', 'ist', 'zu', 'lustig', 'vor', 'die', 'ernsthafften', 'Dis', 'curse', ',', 'wir', 'wolten', 'lieber', 'sehn', '/', 'daß', 'wir', 'gegen', 'den', 'frembden', 'Fürsten', 'mit', 'unser', 'CoMPLiMENte', 'bestehen', '.']"
426,,mierten,,,,,LSch,positiv,62268,CATMA_F711BE1E-02A2-41F3-AF23-234143F59051,22,Emotionen der Freude,positiv,62162,Freude,Es ist wohl ein hübsch thun um den Fürsten-Stand / wenn man lauter gut Ding zu fressen und zu sauffen hat:,"['Es', 'ist', 'wohl', 'ein', 'hübsch', 'thun', 'um', 'den', 'Fürsten-Stand', '/', 'wenn', 'man', 'lauter', 'gut', 'Ding', 'zu', 'fressen', 'und', 'zu', 'sauffen', 'hat', ':']"
427,,,,,,,LSch,negativ,62511,CATMA_EB3BD15C-927B-4750-A81B-99525860FCE6,45,Emotionen des Leids,negativ,62269,Leid,"Aber die Kleider spannen so trefflich / ich wills keinen Menschen klagen wohin mich die Hosen drücken / und ich dachte immer ein Zippel-Peltz wäre gätli- cher als die Jacke. Nun mein jetziger Stand bringts so mit / ich muß nur geduldig seyn.
","['Aber', 'die', 'Kleider', 'spannen', 'so', 'trefflich', '/', 'ich', 'wills', 'keinen', 'Menschen', 'klagen', 'wohin', 'mich', 'die', 'Hosen', 'drücken', '/', 'und', 'ich', 'dachte', 'immer', 'ein', 'Zippel-Peltz', 'wäre', 'gätli-', 'cher', 'als', 'die', 'Jacke', '.', 'Nun', 'mein', 'jetziger', 'Stand', 'bringts', 'so', 'mit', '/', 'ich', 'muß', 'nur', 'geduldig', 'seyn', '.']"
428,wilhelm,,,,,,LSch,positiv,62542,CATMA_2B7BAB7B-5965-49AF-8B24-4F10D347F193,5,Emotionen der Zuneigung,positiv,62521,Verehrung,Ihr Gnaden zu dienen.,"['Ihr', 'Gnaden', 'zu', 'dienen', '.']"
429,wilhelm,,,,,,LSch,positiv,62673,CATMA_A5B7A50B-6348-49EE-8D87-49FC8B3818E9,16,Emotionen der Zuneigung,positiv,62574,Verehrung,Unser Gnädigster Herr last sich erkundigen / wie sie auf die gestrige Ergetzligkeit geruhet haben. ,"['Unser', 'Gnädigster', 'Herr', 'last', 'sich', 'erkundigen', '/', 'wie', 'sie', 'auf', 'die', 'gestrige', 'Ergetzligkeit', 'geruhet', 'haben', '.']"
430,wilhelm,,,,,,LSch,positiv,62777,CATMA_AC2B26ED-D781-4D96-A001-733E715DB848,2,Emotionen der Zuneigung,positiv,62766,Verehrung,Ihro Gnaden,"['Ihro', 'Gnaden']"
431,,,,,,,LSch,negativ,62949,CATMA_A9BE958F-376E-45EB-90D1-67FB8F745C72,28,Emotionen des Leids,negativ,62817,Leid,Nein ich weiß von keinem Unfalle / wo es die Leute haben wollen / daß ich soll ein Fürste seyn / davon will ich nicht kranck werden.,"['Nein', 'ich', 'weiß', 'von', 'keinem', 'Unfalle', '/', 'wo', 'es', 'die', 'Leute', 'haben', 'wollen', '/', 'daß', 'ich', 'soll', 'ein', 'Fürste', 'seyn', '/', 'davon', 'will', 'ich', 'nicht', 'kranck', 'werden', '.']"
432,heinrich,,,,,,LSch,positiv,63046,CATMA_DA8759ED-EBF2-4291-BC93-F604979769A7,18,Emotionen der Zuneigung,positiv,62961,Verehrung,"Aber so werden Ihre Gnaden so gut
(sein)
und uns in das Fürstliche Cabinet begleiten.","['Aber', 'so', 'werden', 'Ihre', 'Gnaden', 'so', 'gut', '(', 'sein', ')', 'und', 'uns', 'in', 'das', 'Fürstliche', 'Cabinet', 'begleiten', '.']"
433,,heinrich,,,,,LSch,positiv,63153,CATMA_9CA539C3-39DD-4596-A924-98A48913EBAF,14,Emotionen der Freude,positiv,63047,Freude,"Sie tragen ein hertzlich Verlangen mit Deroselben die Morgen-Stunde in lustiger Conversation zuzubringen.
","['Sie', 'tragen', 'ein', 'hertzlich', 'Verlangen', 'mit', 'Deroselben', 'die', 'Morgen-Stunde', 'in', 'lustiger', 'Conversation', 'zuzubringen', '.']"
434,,,,,,,LSch,Emotionale Bewegtheit,63200,CATMA_8FBD3F3E-A019-46EE-874B-F23AB2686AA1,9,Emotionale Bewegtheit,Emotionale Bewegtheit,63163,Emotionale Bewegtheit,Weiß denn der Fürst auch was ich bin?,"['Weiß', 'denn', 'der', 'Fürst', 'auch', 'was', 'ich', 'bin', '?']"
435,wilhelm,,,,,,LSch,positiv,63295,CATMA_1ED8A553-DC1E-4243-A62E-049315A491A8,15,Emotionen der Zuneigung,positiv,63211,Verehrung,"Was alle Leute wissen / das wird Ihr. Fürstlichen Durchlaucht nicht verborgen seyn.
","['Was', 'alle', 'Leute', 'wissen', '/', 'das', 'wird', 'Ihr', '.', 'Fürstlichen', 'Durchlaucht', 'nicht', 'verborgen', 'seyn', '.']"
436,heinrich,,,,,,LSch,positiv,63432,CATMA_CA97D157-37D8-4A61-BB6F-0E54DEB88365,28,Emotionen der Zuneigung,positiv,63306,Verehrung,Sie halten sich nur nicht auff / wo es Ihr. Gnaden sonst gefallt / an einen Ort zu kommen / da sie am liebsten gesehen werden.,"['Sie', 'halten', 'sich', 'nur', 'nicht', 'auff', '/', 'wo', 'es', 'Ihr', '.', 'Gnaden', 'sonst', 'gefallt', '/', 'an', 'einen', 'Ort', 'zu', 'kommen', '/', 'da', 'sie', 'am', 'liebsten', 'gesehen', 'werden', '.']"
437,unbekannt,heinrich,,,,,LSch,positiv,63432,CATMA_D0F88B73-C8DD-4395-80A3-D058B704D5EF,28,Emotionen der Freude,positiv,63306,Freude,Sie halten sich nur nicht auff / wo es Ihr. Gnaden sonst gefallt / an einen Ort zu kommen / da sie am liebsten gesehen werden.,"['Sie', 'halten', 'sich', 'nur', 'nicht', 'auff', '/', 'wo', 'es', 'Ihr', '.', 'Gnaden', 'sonst', 'gefallt', '/', 'an', 'einen', 'Ort', 'zu', 'kommen', '/', 'da', 'sie', 'am', 'liebsten', 'gesehen', 'werden', '.']"
438,,,,,,,LSch,positiv,63529,CATMA_A7367B54-608B-42F7-967C-691D70C1E64E,18,Emotionen der Freude,positiv,63443,Freude,Je nu nu / wem mit einen Gernesehen gedienet ist / dem will ich gar bald darzu helffen,"['Je', 'nu', 'nu', '/', 'wem', 'mit', 'einen', 'Gernesehen', 'gedienet', 'ist', '/', 'dem', 'will', 'ich', 'gar', 'bald', 'darzu', 'helffen']"
439,,,,,,,LSch,positiv,63650,CATMA_CE0CF5CC-FBF7-40B5-8D29-94F9FCE9F1EF,25,Emotionen der Zuneigung,positiv,63532,Freundschaft,den redlichen guten Freund will ich mit nehmen / er muß mir sagen / was ich sprechen soll / und wo ich hintreten soll.,"['den', 'redlichen', 'guten', 'Freund', 'will', 'ich', 'mit', 'nehmen', '/', 'er', 'muß', 'mir', 'sagen', '/', 'was', 'ich', 'sprechen', 'soll', '/', 'und', 'wo', 'ich', 'hintreten', 'soll', '.']"
440,,,,,,,LSch,positiv,63797,CATMA_1E4EC691-B64E-4C87-94FD-470A331AAADD,26,Emotionen der Zuneigung,positiv,63660,Verehrung,Ihr Gnaden wissen es ohn dem besser / doch wofern sie in diesem Stücke meine Dienste PROBiren wollen / so will ich nicht ungehorsam seyn.,"['Ihr', 'Gnaden', 'wissen', 'es', 'ohn', 'dem', 'besser', '/', 'doch', 'wofern', 'sie', 'in', 'diesem', 'Stücke', 'meine', 'Dienste', 'PROBiren', 'wollen', '/', 'so', 'will', 'ich', 'nicht', 'ungehorsam', 'seyn', '.']"
441,wilhelm,,,,,,LSch,positiv,63848,CATMA_31B6C1FC-2BD1-4B47-839B-ECBDFA2B4AD3,9,Emotionen der Zuneigung,positiv,63808,Verehrung,Nun befehlen sie / daß wir gehen sollen?,"['Nun', 'befehlen', 'sie', '/', 'daß', 'wir', 'gehen', 'sollen', '?']"
442,,,,,,,LSch,Emotionale Bewegtheit,63972,CATMA_E18C0EA0-7AEB-4504-AE35-A249B2E6C5A3,26,Emotionale Bewegtheit,Emotionale Bewegtheit,63859,Emotionale Bewegtheit,"Je nun / wenns am befehlen liegt / so schert euch immer hin / ich will ja sehen / wo ihr mich werdet hin führen.
","['Je', 'nun', '/', 'wenns', 'am', 'befehlen', 'liegt', '/', 'so', 'schert', 'euch', 'immer', 'hin', '/', 'ich', 'will', 'ja', 'sehen', '/', 'wo', 'ihr', 'mich', 'werdet', 'hin', 'führen', '.']"
443,,heinrich,,,,,LSch,positiv,64063,CATMA_5AC5F156-3920-45D8-AE6C-AAFE46BF2ABD,14,Emotionen der Zuneigung,positiv,63983,Verehrung,"Das sind glückselige Diener / die mit ihrem Herrn so vertraulich reden dürffen.
","['Das', 'sind', 'glückselige', 'Diener', '/', 'die', 'mit', 'ihrem', 'Herrn', 'so', 'vertraulich', 'reden', 'dürffen', '.']"
444,,heinrich,,,,,LSch,positiv,64063,CATMA_7C9AD275-B3DE-48A7-A02E-AE237C41647B,14,Emotionen der Freude,positiv,63983,Freude,"Das sind glückselige Diener / die mit ihrem Herrn so vertraulich reden dürffen.
","['Das', 'sind', 'glückselige', 'Diener', '/', 'die', 'mit', 'ihrem', 'Herrn', 'so', 'vertraulich', 'reden', 'dürffen', '.']"
445,,,,,,,LSch,positiv,64148,CATMA_18857ED1-ADE9-4180-A5C4-54F5D0E0A9DF,18,Emotionen der Zuneigung,positiv,64072,Verehrung,Ihr. Gnaden sehen nur auff mich / ich will schon erinnern / was zu thun ist.,"['Ihr', '.', 'Gnaden', 'sehen', 'nur', 'auff', 'mich', '/', 'ich', 'will', 'schon', 'erinnern', '/', 'was', 'zu', 'thun', 'ist', '.']"
446,,,mierten,,,,LSch,positiv,64244,CATMA_1077539A-46C1-4148-BA22-CA81AEC27B90,21,Emotionen der Freude,positiv,64155,Schadenfreude,"Und wo was guts erinnert wird / so soll mir es lieb seyn / daß ich Zeit zum lachen habe.
","['Und', 'wo', 'was', 'guts', 'erinnert', 'wird', '/', 'so', 'soll', 'mir', 'es', 'lieb', 'seyn', '/', 'daß', 'ich', 'Zeit', 'zum', 'lachen', 'habe', '.']"
447,,philippus,,,,,LSch,positiv,64766,CATMA_4E9CD2A5-D478-4F52-829B-8817AEF11A29,20,Emotionen der Freude,positiv,64626,Freude,Wir haben die Morgen-Stunde mit unsern wichtigen Regierungs-Geschafften zugebracht / der übrige Tag wird zu unser Vergnügung gewiedmet seyn.,"['Wir', 'haben', 'die', 'Morgen-Stunde', 'mit', 'unsern', 'wichtigen', 'Regierungs-Geschafften', 'zugebracht', '/', 'der', 'übrige', 'Tag', 'wird', 'zu', 'unser', 'Vergnügung', 'gewiedmet', 'seyn', '.']"
448,,egmund,,,,,LSch,positiv,64907,CATMA_8F8BC9B5-FF48-47F2-9E2B-A4C89E499112,22,Emotionen der Freude,positiv,64776,Freude,Arbeit und Ergotzligkeit muß mit einander abwechseln / eins von beyden ruinirt den Menschen / wenn es Vor- und Nach-Mittage wahret.,"['Arbeit', 'und', 'Ergotzligkeit', 'muß', 'mit', 'einander', 'abwechseln', '/', 'eins', 'von', 'beyden', 'ruinirt', 'den', 'Menschen', '/', 'wenn', 'es', 'Vor-', 'und', 'Nach-Mittage', 'wahret', '.']"
449,,philippus,,,,,LSch,positiv,65019,CATMA_A18773F6-D7F9-49A1-A38F-C4CC2CF91D3F,17,Emotionen der Freude,positiv,64920,Freude,Und solcher Wechsel wird am besten gesucht / wenn ein Land in friedlichen Wohlstände regieret wird.,"['Und', 'solcher', 'Wechsel', 'wird', 'am', 'besten', 'gesucht', '/', 'wenn', 'ein', 'Land', 'in', 'friedlichen', 'Wohlstände', 'regieret', 'wird', '.']"
450,,egmund,,,,,LSch,negativ,65136,CATMA_8FA7FF83-393E-453C-957A-29073673B4FA,15,Emotionen des Leids,negativ,65042,Leid,Die Welt ist allenthalben mit Kriege / oder doch zum wenigsten mit Krieges-Geschrey erfüllet. ,"['Die', 'Welt', 'ist', 'allenthalben', 'mit', 'Kriege', '/', 'oder', 'doch', 'zum', 'wenigsten', 'mit', 'Krieges-Geschrey', 'erfüllet', '.']"
451,,egmund,,,,,LSch,positiv,65294,CATMA_6EB2CAA5-853D-433F-9EF1-A30CC2D99366,23,Emotionen der Freude,positiv,65136,Freude,"Nur in diesem Lande können die Einwohner dem Gnadenreichen Himmel nicht gnung dancken / indem die vollkommenen Friedens-Früchte so reichlich genossen werden.
","['Nur', 'in', 'diesem', 'Lande', 'können', 'die', 'Einwohner', 'dem', 'Gnadenreichen', 'Himmel', 'nicht', 'gnung', 'dancken', '/', 'indem', 'die', 'vollkommenen', 'Friedens-Früchte', 'so', 'reichlich', 'genossen', 'werden', '.']"
452,,philippus,,,,,LSch,negativ,65397,CATMA_4EBDE5A6-FE12-4092-BDB5-E41CC6D59646,15,Emotionen des Leids,negativ,65306,Leid,"Es scheinet / als wenn der Nachbahren Unruhe viel zu unser Sicherheit coNTRiBUiren müssen.
","['Es', 'scheinet', '/', 'als', 'wenn', 'der', 'Nachbahren', 'Unruhe', 'viel', 'zu', 'unser', 'Sicherheit', 'coNTRiBUiren', 'müssen', '.']"
453,,,,,,,LSch,negativ,66230,CATMA_203BD182-79A8-4839-81EC-20D686778592,48,Emotionen der Angst,negativ,65960,Angst,"Ach könten wir nur des guten Gemüths von unserm Printzen versichert seyn. Sein Humeur scheinet uns etwas zu wilde / und wir besorgen / wofern die Leute unsere Güthigkeit mißbrauchen / so wird einer nach uns kommen / der sich allzuhefftig in den Krieg verwickeln mochte.
","['Ach', 'könten', 'wir', 'nur', 'des', 'guten', 'Gemüths', 'von', 'unserm', 'Printzen', 'versichert', 'seyn', '.', 'Sein', 'Humeur', 'scheinet', 'uns', 'etwas', 'zu', 'wilde', '/', 'und', 'wir', 'besorgen', '/', 'wofern', 'die', 'Leute', 'unsere', 'Güthigkeit', 'mißbrauchen', '/', 'so', 'wird', 'einer', 'nach', 'uns', 'kommen', '/', 'der', 'sich', 'allzuhefftig', 'in', 'den', 'Krieg', 'verwickeln', 'mochte', '.']"
454,egmund,,,,,,LSch,positiv,66658,CATMA_74DA4CE8-8155-41BB-A3A9-B2823E5BD64E,70,Emotionen der Zuneigung,positiv,66239,Verehrung,"Euer Hochfürstliche Durchlaucht sind zu sorgfältig. Es ist wohl gethan / daß ein junger Printz einen auff- geweckten Geist hat / und was bey der ersten Jugend ermangeln mochte / dasselbe muß durch die gute Aufferzie- hung / und durch das Hochlöbliche Exempel des Durchlauchtigen Herrn Vaters bey guten Temperament erhalten werden. Und wie so gar zu rechter Zeit stellet sich die zukünfftige Hoffnung dieses Landes ein.
","['Euer', 'Hochfürstliche', 'Durchlaucht', 'sind', 'zu', 'sorgfältig', '.', 'Es', 'ist', 'wohl', 'gethan', '/', 'daß', 'ein', 'junger', 'Printz', 'einen', 'auff-', 'geweckten', 'Geist', 'hat', '/', 'und', 'was', 'bey', 'der', 'ersten', 'Jugend', 'ermangeln', 'mochte', '/', 'dasselbe', 'muß', 'durch', 'die', 'gute', 'Aufferzie-', 'hung', '/', 'und', 'durch', 'das', 'Hochlöbliche', 'Exempel', 'des', 'Durchlauchtigen', 'Herrn', 'Vaters', 'bey', 'guten', 'Temperament', 'erhalten', 'werden', '.', 'Und', 'wie', 'so', 'gar', 'zu', 'rechter', 'Zeit', 'stellet', 'sich', 'die', 'zukünfftige', 'Hoffnung', 'dieses', 'Landes', 'ein', '.']"
455,,,,,,,LSch,positiv,66834,CATMA_BE4A0FC8-E1FD-4910-9177-40C4DF9F2276,18,Emotionen der Zuneigung,positiv,66735,Verehrung,"GNädigster Herr Vater / ich dancke dem gütigen GOtt / daß sie diesen Morgen frolich erlebet haben.
","['GNädigster', 'Herr', 'Vater', '/', 'ich', 'dancke', 'dem', 'gütigen', 'GOtt', '/', 'daß', 'sie', 'diesen', 'Morgen', 'frolich', 'erlebet', 'haben', '.']"
456,,,,,,,LSch,positiv,66833,CATMA_6238F58C-F8F1-4056-99F9-2AB9AC9CD8EA,18,Emotionen der Freude,positiv,66735,Freude,GNädigster Herr Vater / ich dancke dem gütigen GOtt / daß sie diesen Morgen frolich erlebet haben.,"['GNädigster', 'Herr', 'Vater', '/', 'ich', 'dancke', 'dem', 'gütigen', 'GOtt', '/', 'daß', 'sie', 'diesen', 'Morgen', 'frolich', 'erlebet', 'haben', '.']"
457,,,,,,,LSch,positiv,66933,CATMA_E5C22910-120D-407F-9CE6-6A80F5028573,16,Emotionen der Freude,positiv,66846,Freude,Und wir dancken GOtt / daß ihr uns mit einer frölichen Mine deßwegen GRATULiren könnet.,"['Und', 'wir', 'dancken', 'GOtt', '/', 'daß', 'ihr', 'uns', 'mit', 'einer', 'frölichen', 'Mine', 'deßwegen', 'GRATULiren', 'könnet', '.']"
458,,,,,,,LSch,positiv,66933,CATMA_AAB58FB2-30AC-4AD6-89F9-904969F37200,16,Emotionen der Freude,positiv,66846,Freude,Und wir dancken GOtt / daß ihr uns mit einer frölichen Mine deßwegen GRATULiren könnet.,"['Und', 'wir', 'dancken', 'GOtt', '/', 'daß', 'ihr', 'uns', 'mit', 'einer', 'frölichen', 'Mine', 'deßwegen', 'GRATULiren', 'könnet', '.']"
