,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens,Sprachebene
144,,,bagoas,,,ER,negativ,26958,CATMA_E1556713-8ABE-4B5B-B04C-371E1B447EA4,4,Emotionen der Ablehnung,negativ,26942,Abscheu,"Ich will nicht.
","['Ich', 'will', 'nicht', '.']",
145,bagoas,,ptolomaeus,,,ER,negativ,26986,CATMA_A647FA8E-9FEE-4D9D-9408-9A48C8AC7FB2,5,Emotionen der Ablehnung,negativ,26967,Ärger,Es ist mein Befehl.,"['Es', 'ist', 'mein', 'Befehl', '.']",
146,bagoas,,ptolomaeus,,,ER,negativ,27060,CATMA_FE83A5BA-A6F7-47E8-86A5-2F0841F64439,7,Emotionen der Ablehnung,negativ,27034,Ärger,"Holla! Hört ihr es nicht?
","['Holla', '!', 'Hört', 'ihr', 'es', 'nicht', '?']",
147,bagoas,,ptolomaeus,,,ER,negativ,27201,CATMA_BF3C4547-24C3-494F-B23A-D80C3C11AE56,4,Emotionen der Ablehnung,negativ,27176,Ärger,hr verliehret den Respect,"['hr', 'verliehret', 'den', 'Respect']",
148,bagoas,,,,,ER,negativ,27442,CATMA_EE465A70-7BEA-47FF-8FAF-21E8294A52FD,43,Emotionen der Ablehnung,negativ,27216,Abscheu,"Schweig, du verschnittenes unnützes Thier, und haue nicht so weit  über die Schnur der Höflichkeit, oder mein Zorn wird dir die Stärcke der beleÿdigten Zucht zu versuchen geben, du halber Mann, halbes Weib, und gantze Bestia.
","['Schweig', ',', 'du', 'verschnittenes', 'unnützes', 'Thier', ',', 'und', 'haue', 'nicht', 'so', 'weit', 'über', 'die', 'Schnur', 'der', 'Höflichkeit', ',', 'oder', 'mein', 'Zorn', 'wird', 'dir', 'die', 'Stärcke', 'der', 'beleÿdigten', 'Zucht', 'zu', 'versuchen', 'geben', ',', 'du', 'halber', 'Mann', ',', 'halbes', 'Weib', ',', 'und', 'gantze', 'Bestia', '.']",
149,,,,,,ER,negativ,27566,CATMA_0C77DC5C-BC7E-4230-B41F-4D7803F29144,18,Emotionen des Leids,negativ,27455,Leid,"Wohin ists mit dir kommen, unglückseeliger Bagoas? Köntestu auch wohl ärger angefochten und beschimpfet werden,","['Wohin', 'ists', 'mit', 'dir', 'kommen', ',', 'unglückseeliger', 'Bagoas', '?', 'Köntestu', 'auch', 'wohl', 'ärger', 'angefochten', 'und', 'beschimpfet', 'werden', ',']",
150,,,,,,ER,negativ,27586,CATMA_23C17E75-977E-4940-8017-E89B5C76A81E,4,Emotionen der Ablehnung,negativ,27567,Abscheu,als daß ein Weibes ,"['als', 'daß', 'ein', 'Weibes']",
151,,,,,,ER,negativ,27618,CATMA_B50803CA-6E46-4039-A113-2E885CE98546,8,Emotionen der Ablehnung,negativ,27586,Abscheu,"Bild mehr Mann will seÿn, dan du","['Bild', 'mehr', 'Mann', 'will', 'seÿn', ',', 'dan', 'du']",
152,,,,,,ER,negativ,28383,CATMA_83BA71C5-9FAC-48D0-9F57-550063D7780A_0,58,Emotionen des Leids,negativ,28037,Leid,"Was vor ein wunderlicher Stern muß beÿ meiner Geburths Stunde aufgegangen seÿn. Nein, nein. Erastus hoffe nur keine Linderung deiner Schmertzen, dieweil der wiederwärtige Planet dir nichts anderes den lauter Unheil drohet. Ach Celinde soltestu wißen die grose Liebe, so Printz Erastus gegen dich träget, vieleicht würdestu Mitleÿden mit mir haben","['Was', 'vor', 'ein', 'wunderlicher', 'Stern', 'muß', 'beÿ', 'meiner', 'Geburths', 'Stunde', 'aufgegangen', 'seÿn', '.', 'Nein', ',', 'nein', '.', 'Erastus', 'hoffe', 'nur', 'keine', 'Linderung', 'deiner', 'Schmertzen', ',', 'dieweil', 'der', 'wiederwärtige', 'Planet', 'dir', 'nichts', 'anderes', 'den', 'lauter', 'Unheil', 'drohet', '.', 'Ach', 'Celinde', 'soltestu', 'wißen', 'die', 'grose', 'Liebe', ',', 'so', 'Printz', 'Erastus', 'gegen', 'dich', 'träget', ',', 'vieleicht', 'würdestu', 'Mitleÿden', 'mit', 'mir', 'haben']",
153,,,,,,ER,negativ,28607,CATMA_83BA71C5-9FAC-48D0-9F57-550063D7780A_1,39,Emotionen des Leids,negativ,28387,Leid,"Aber wie? Unbesonnener Printz speiße dich nicht mit vergeblicher Hoffnung, dein Anhalten ist umsonst, dein Klagen ist vergebens, und Seuffzer, die du ihretwegen außschüttest, schückest du nur umsonst in die weite Lufft. ","['Aber', 'wie', '?', 'Unbesonnener', 'Printz', 'speiße', 'dich', 'nicht', 'mit', 'vergeblicher', 'Hoffnung', ',', 'dein', 'Anhalten', 'ist', 'umsonst', ',', 'dein', 'Klagen', 'ist', 'vergebens', ',', 'und', 'Seuffzer', ',', 'die', 'du', 'ihretwegen', 'außschüttest', ',', 'schückest', 'du', 'nur', 'umsonst', 'in', 'die', 'weite', 'Lufft', '.']",
154,,,,,,ER,negativ,29138,CATMA_83BA71C5-9FAC-48D0-9F57-550063D7780A_2,5,Emotionen des Leids,negativ,29119,Leid," Ach Celinde, ach.
","['Ach', 'Celinde', ',', 'ach', '.']",
155,,,,,,ER,positiv,28340,CATMA_BD992646-C21B-4FFB-9D5D-D54D3BEFDEF3_0,15,Emotionen der Zuneigung,positiv,28260,Liebe,"Ach Celinde soltestu wißen die grose Liebe, so Printz Erastus gegen dich träget,","['Ach', 'Celinde', 'soltestu', 'wißen', 'die', 'grose', 'Liebe', ',', 'so', 'Printz', 'Erastus', 'gegen', 'dich', 'träget', ',']",
156,,,,,,ER,positiv,28781,CATMA_BD992646-C21B-4FFB-9D5D-D54D3BEFDEF3_1,30,Emotionen der Zuneigung,positiv,28607,Liebe,"Ach wen ich ihre Annehmlichkeiten betrachte, so ist ihr unvorgleichliches Bildnuß, dermaßen in mein Hertz gepräget, daß es auch durch keine Gewald kan heraus gerißen werden. ","['Ach', 'wen', 'ich', 'ihre', 'Annehmlichkeiten', 'betrachte', ',', 'so', 'ist', 'ihr', 'unvorgleichliches', 'Bildnuß', ',', 'dermaßen', 'in', 'mein', 'Hertz', 'gepräget', ',', 'daß', 'es', 'auch', 'durch', 'keine', 'Gewald', 'kan', 'heraus', 'gerißen', 'werden', '.']",
157,,,,,,ER,negativ,28383,CATMA_15B94CBC-DF56-4FDF-B79E-8C39B355CD13,21,Emotionen des Leids,negativ,28260,Mitleid,"Ach Celinde soltestu wißen die grose Liebe, so Printz Erastus gegen dich träget, vieleicht würdestu Mitleÿden mit mir haben","['Ach', 'Celinde', 'soltestu', 'wißen', 'die', 'grose', 'Liebe', ',', 'so', 'Printz', 'Erastus', 'gegen', 'dich', 'träget', ',', 'vieleicht', 'würdestu', 'Mitleÿden', 'mit', 'mir', 'haben']",
158,,,,,,ER,positiv,28939,CATMA_07E66371-0892-4A54-886F-4882A5BE99A0_0,14,Emotionen der Zuneigung,positiv,28864,Liebe,"vieleicht  fügt es das Glücke, daß ich meine Gebietherin zu sehen bekomme. ","['vieleicht', 'fügt', 'es', 'das', 'Glücke', ',', 'daß', 'ich', 'meine', 'Gebietherin', 'zu', 'sehen', 'bekomme', '.']",
159,,,,,,ER,positiv,29119,CATMA_07E66371-0892-4A54-886F-4882A5BE99A0_1,28,Emotionen der Zuneigung,positiv,28940,Liebe,"ch zweÿfele nicht noch endlich, daß Diamantne Hertz meiner unbarmhertzigen Liebhaberin durch meine Thränen zu erweichen. Ich gehe meiner Liebe einen weiteren Fortgang zu schaffen.","['ch', 'zweÿfele', 'nicht', 'noch', 'endlich', ',', 'daß', 'Diamantne', 'Hertz', 'meiner', 'unbarmhertzigen', 'Liebhaberin', 'durch', 'meine', 'Thränen', 'zu', 'erweichen', '.', 'Ich', 'gehe', 'meiner', 'Liebe', 'einen', 'weiteren', 'Fortgang', 'zu', 'schaffen', '.']",
160,erastus,,,,,ER,positiv,29386,CATMA_7E5EB1E8-A070-429D-93EB-7B714E865B33,7,Emotionen der Zuneigung,positiv,29356,Freundschaft,"Ach mein lieber Arsetes, wie? ","['Ach', 'mein', 'lieber', 'Arsetes', ',', 'wie', '?']",
161,,,,,,ER,Emotionale Bewegtheit,29873,CATMA_B6241BCC-763C-44F2-B185-0B1B3B93D1C2,12,Emotionale Bewegtheit,Emotionale Bewegtheit,29827,Emotionale Bewegtheit,"Er betrügt sich weit. O Himmel, was höre ich!
","['Er', 'betrügt', 'sich', 'weit', '.', 'O', 'Himmel', ',', 'was', 'höre', 'ich', '!']",
162,,,,,,ER,negativ,30015,CATMA_C3EB404A-318F-4302-AC85-633D779EEA9B,23,Emotionen des Leids,negativ,29883,Leid,"Woferne mir das schmertzliche Angedenken nicht die Zunge bindet, will ich euch, wann ihrs begehret, den erbärmlichen Fall erzehlen.
","['Woferne', 'mir', 'das', 'schmertzliche', 'Angedenken', 'nicht', 'die', 'Zunge', 'bindet', ',', 'will', 'ich', 'euch', ',', 'wann', 'ihrs', 'begehret', ',', 'den', 'erbärmlichen', 'Fall', 'erzehlen', '.']",
163,,,doris,,,ER,negativ,30106,CATMA_C02ABAC3-0587-4B41-9787-604E5EFED2D6,17,Emotionen des Leids,negativ,30025,Mitleid,"So redet dann; ich bereite meine Ohren zum hören, und mein Hertz zum Mittleÿden.
","['So', 'redet', 'dann', ';', 'ich', 'bereite', 'meine', 'Ohren', 'zum', 'hören', ',', 'und', 'mein', 'Hertz', 'zum', 'Mittleÿden', '.']",
164,,erastus,,,,ER,positiv,30202,CATMA_7902938E-4AB8-4782-84A3-946380061231,14,Emotionen der Zuneigung,positiv,30116,Liebe,"Daß Orontes und Doris mit gleicher Liebe in Egÿpten gegen einander entzündet gewesen, ","['Daß', 'Orontes', 'und', 'Doris', 'mit', 'gleicher', 'Liebe', 'in', 'Egÿpten', 'gegen', 'einander', 'entzündet', 'gewesen', ',']",
165,,erastus,,,,ER,positiv,30202,CATMA_20D6FD17-A689-4701-97E0-AF2CA92E733C,14,Emotionen der Zuneigung,positiv,30116,Liebe,"Daß Orontes und Doris mit gleicher Liebe in Egÿpten gegen einander entzündet gewesen, ","['Daß', 'Orontes', 'und', 'Doris', 'mit', 'gleicher', 'Liebe', 'in', 'Egÿpten', 'gegen', 'einander', 'entzündet', 'gewesen', ',']",
166,,erastus,,,,ER,positiv,30362,CATMA_E85D8156-9378-474C-AF34-46A8CBEB6F2B,20,Emotionen der Zuneigung,positiv,30259,Liebe,"Auch, daß Doris ihren liebsten Printzen, dem sie ihre Seele geheiliget hat, über Meer nachgefolget ist?","['Auch', ',', 'daß', 'Doris', 'ihren', 'liebsten', 'Printzen', ',', 'dem', 'sie', 'ihre', 'Seele', 'geheiliget', 'hat', ',', 'über', 'Meer', 'nachgefolget', 'ist', '?']",
167,,,,,,ER,negativ,31279,CATMA_4B5B2C26-3ADD-470B-9F20-CE0E67D4EA75,91,Emotionen der Angst,negativ,30827,Verzweiflung,"apfferer Erastus, ich bin willens, mich durch Schwimmen der Dienstbarkeit und den schweren Ketten zu entziehen, mir nachzufolgen, heiße ich euch nicht, sondern, wann ihr in Persien kommet, und ich nicht das Ufer erreiche  so saget meinem liebsten Orontes, daß ich, die ich durch ihm gelebet habe, auch durch ihm gestorben bin. Mein Will ist unbeweglich, und mein Vorhaben fest gegründet, folget, wann ihr wolt, Ich eÿle fort, und so ihr bleibet, Adio.
","['apfferer', 'Erastus', ',', 'ich', 'bin', 'willens', ',', 'mich', 'durch', 'Schwimmen', 'der', 'Dienstbarkeit', 'und', 'den', 'schweren', 'Ketten', 'zu', 'entziehen', ',', 'mir', 'nachzufolgen', ',', 'heiße', 'ich', 'euch', 'nicht', ',', 'sondern', ',', 'wann', 'ihr', 'in', 'Persien', 'kommet', ',', 'und', 'ich', 'nicht', 'das', 'Ufer', 'erreiche', 'so', 'saget', 'meinem', 'liebsten', 'Orontes', ',', 'daß', 'ich', ',', 'die', 'ich', 'durch', 'ihm', 'gelebet', 'habe', ',', 'auch', 'durch', 'ihm', 'gestorben', 'bin', '.', 'Mein', 'Will', 'ist', 'unbeweglich', ',', 'und', 'mein', 'Vorhaben', 'fest', 'gegründet', ',', 'folget', ',', 'wann', 'ihr', 'wolt', ',', 'Ich', 'eÿle', 'fort', ',', 'und', 'so', 'ihr', 'bleibet', ',', 'Adio', '.']",
168,,erastus,,,,ER,positiv,31152,CATMA_D69607B8-63B4-46D3-BD4E-C037B7A3F892,21,Emotionen der Zuneigung,positiv,31048,Liebe," so saget meinem liebsten Orontes, daß ich, die ich durch ihm gelebet habe, auch durch ihm gestorben bin","['so', 'saget', 'meinem', 'liebsten', 'Orontes', ',', 'daß', 'ich', ',', 'die', 'ich', 'durch', 'ihm', 'gelebet', 'habe', ',', 'auch', 'durch', 'ihm', 'gestorben', 'bin']",
169,arsetes,,,,,ER,negativ,31347,CATMA_4D5D6928-8DF9-4109-9ADC-7780895D2470,10,Emotionen des Leids,negativ,31289,Mitleid,"Groß Müthige Printzeßin, hastu ein solches wagen dürffen.
","['Groß', 'Müthige', 'Printzeßin', ',', 'hastu', 'ein', 'solches', 'wagen', 'dürffen', '.']",
170,erastus,,,,,ER,negativ,31750,CATMA_6054C905-0500-4118-8FEF-FC1AADFB6BDE,33,Emotionen des Leids,negativ,31569,Leid,"endlich hat sie doch wegen des schwehren Eißens an ihren Füßen, weil alle Krafft verschwunden und keine Rettung vorhanden war, so wohl das Leben, als die Kühnheit verliehren müßen.
","['endlich', 'hat', 'sie', 'doch', 'wegen', 'des', 'schwehren', 'Eißens', 'an', 'ihren', 'Füßen', ',', 'weil', 'alle', 'Krafft', 'verschwunden', 'und', 'keine', 'Rettung', 'vorhanden', 'war', ',', 'so', 'wohl', 'das', 'Leben', ',', 'als', 'die', 'Kühnheit', 'verliehren', 'müßen', '.']",
171,,,,,,ER,negativ,31976,CATMA_D17D0D29-FC3C-4500-A6CE-1C7EBFF35A5F,35,Emotionen des Leids,negativ,31808,Leid,"Ach! wolte dieß der Himmel! Ob ich schon endlich mit großer Mühe und durch einen andern Weg ans Land kommen, und ihr zum öfftern geruffen, so war doch alles vergebens.
","['Ach', '!', 'wolte', 'dieß', 'der', 'Himmel', '!', 'Ob', 'ich', 'schon', 'endlich', 'mit', 'großer', 'Mühe', 'und', 'durch', 'einen', 'andern', 'Weg', 'ans', 'Land', 'kommen', ',', 'und', 'ihr', 'zum', 'öfftern', 'geruffen', ',', 'so', 'war', 'doch', 'alles', 'vergebens', '.']",
172,,,,,,ER,positiv,32756,CATMA_4EF23709-45D8-4B58-A180-78E5B35E810F,21,Emotionen der Zuneigung,positiv,32650,Freundschaft,"Kömmet nur, und vertrauet mir, Ihr möget von mir ungehinderdt unbekander weiße leben, so lange ihr wollet.","['Kömmet', 'nur', ',', 'und', 'vertrauet', 'mir', ',', 'Ihr', 'möget', 'von', 'mir', 'ungehinderdt', 'unbekander', 'weiße', 'leben', ',', 'so', 'lange', 'ihr', 'wollet', '.']",
173,arsinoe,,,,,ER,negativ,33091,CATMA_C1EA0714-B6E6-4929-9DCF-E8CEB3A6FE2D,56,Emotionen des Leids,negativ,32794,Leid,"Wie hart und schwehr wird einen doch das Hoffen,
Wan niehmahls wird das rechte Ziehl getroffen,
Man hoffet Tag und Nacht,
Und ist dahin bedacht,
Mit eüßersten Verlangen,
Den liebsten zu empfangen,
Doch weil sein Hertz noch niehmahls recht getroffen,
Bleibt er verstockt, vergebens ist das Hoffen.
","['Wie', 'hart', 'und', 'schwehr', 'wird', 'einen', 'doch', 'das', 'Hoffen', ',', 'Wan', 'niehmahls', 'wird', 'das', 'rechte', 'Ziehl', 'getroffen', ',', 'Man', 'hoffet', 'Tag', 'und', 'Nacht', ',', 'Und', 'ist', 'dahin', 'bedacht', ',', 'Mit', 'eüßersten', 'Verlangen', ',', 'Den', 'liebsten', 'zu', 'empfangen', ',', 'Doch', 'weil', 'sein', 'Hertz', 'noch', 'niehmahls', 'recht', 'getroffen', ',', 'Bleibt', 'er', 'verstockt', ',', 'vergebens', 'ist', 'das', 'Hoffen', '.']",
174,,,,,,ER,negativ,33969,CATMA_5080024D-56F2-4366-906B-A0C925AA660F,112,Emotionen des Leids,negativ,33405,Leid,"Ach Hali, mein getreuer Hali, wie hart und schwer ist eine so lang wierige Hoffnung? Mich dünckt für wahr, daß mein Zustandt, dem jenigen, nehmlich dem deinigen nicht ungleich ist. Du bist ein Sclav, Ich eine Gefangene, du bist traurig, ich weine, du dienest einer die dich liebet, ich bete einen an, der mich verachtet. Die Menschen haben dir Feßel angeleget, und ein Gott hat mein Hertz mit ein Pfeil durchschoßen. Aber in unsern Leÿden haben wir einen ungleichen Zweck, du wirst dermahl einst frei werden, und ich bleibe in meiner immerwehrenden Dienstbarkeit.
","['Ach', 'Hali', ',', 'mein', 'getreuer', 'Hali', ',', 'wie', 'hart', 'und', 'schwer', 'ist', 'eine', 'so', 'lang', 'wierige', 'Hoffnung', '?', 'Mich', 'dünckt', 'für', 'wahr', ',', 'daß', 'mein', 'Zustandt', ',', 'dem', 'jenigen', ',', 'nehmlich', 'dem', 'deinigen', 'nicht', 'ungleich', 'ist', '.', 'Du', 'bist', 'ein', 'Sclav', ',', 'Ich', 'eine', 'Gefangene', ',', 'du', 'bist', 'traurig', ',', 'ich', 'weine', ',', 'du', 'dienest', 'einer', 'die', 'dich', 'liebet', ',', 'ich', 'bete', 'einen', 'an', ',', 'der', 'mich', 'verachtet', '.', 'Die', 'Menschen', 'haben', 'dir', 'Feßel', 'angeleget', ',', 'und', 'ein', 'Gott', 'hat', 'mein', 'Hertz', 'mit', 'ein', 'Pfeil', 'durchschoßen', '.', 'Aber', 'in', 'unsern', 'Leÿden', 'haben', 'wir', 'einen', 'ungleichen', 'Zweck', ',', 'du', 'wirst', 'dermahl', 'einst', 'frei', 'werden', ',', 'und', 'ich', 'bleibe', 'in', 'meiner', 'immerwehrenden', 'Dienstbarkeit', '.']",
175,,,,,,ER,negativ,33969,CATMA_800E4DBD-92AF-4627-8E9A-E0C2AF8C5307,94,Emotionen des Leids,negativ,33489,Leid," Mich dünckt für wahr, daß mein Zustandt, dem jenigen, nehmlich dem deinigen nicht ungleich ist. Du bist ein Sclav, Ich eine Gefangene, du bist traurig, ich weine, du dienest einer die dich liebet, ich bete einen an, der mich verachtet. Die Menschen haben dir Feßel angeleget, und ein Gott hat mein Hertz mit ein Pfeil durchschoßen. Aber in unsern Leÿden haben wir einen ungleichen Zweck, du wirst dermahl einst frei werden, und ich bleibe in meiner immerwehrenden Dienstbarkeit.
","['Mich', 'dünckt', 'für', 'wahr', ',', 'daß', 'mein', 'Zustandt', ',', 'dem', 'jenigen', ',', 'nehmlich', 'dem', 'deinigen', 'nicht', 'ungleich', 'ist', '.', 'Du', 'bist', 'ein', 'Sclav', ',', 'Ich', 'eine', 'Gefangene', ',', 'du', 'bist', 'traurig', ',', 'ich', 'weine', ',', 'du', 'dienest', 'einer', 'die', 'dich', 'liebet', ',', 'ich', 'bete', 'einen', 'an', ',', 'der', 'mich', 'verachtet', '.', 'Die', 'Menschen', 'haben', 'dir', 'Feßel', 'angeleget', ',', 'und', 'ein', 'Gott', 'hat', 'mein', 'Hertz', 'mit', 'ein', 'Pfeil', 'durchschoßen', '.', 'Aber', 'in', 'unsern', 'Leÿden', 'haben', 'wir', 'einen', 'ungleichen', 'Zweck', ',', 'du', 'wirst', 'dermahl', 'einst', 'frei', 'werden', ',', 'und', 'ich', 'bleibe', 'in', 'meiner', 'immerwehrenden', 'Dienstbarkeit', '.']",
176,,,,,,ER,positiv,34160,CATMA_36E3A74D-C147-456B-91EE-34E0E2B35CF0,33,Emotionen der Zuneigung,positiv,33977,Liebe,"Gebt euch einmahl zufrieden, schönste Printzeßin, und laßet euch nicht mißfallen, euren getreuen Sclaven, der beÿ euren Füßen auf seinen Knien lieget, gehör und Glauben zu ertheilen.
","['Gebt', 'euch', 'einmahl', 'zufrieden', ',', 'schönste', 'Printzeßin', ',', 'und', 'laßet', 'euch', 'nicht', 'mißfallen', ',', 'euren', 'getreuen', 'Sclaven', ',', 'der', 'beÿ', 'euren', 'Füßen', 'auf', 'seinen', 'Knien', 'lieget', ',', 'gehör', 'und', 'Glauben', 'zu', 'ertheilen', '.']",
177,,,,,,ER,positiv,34414,CATMA_4F39D456-A52C-4B0F-9BC8-6AF6D03DCEA0,19,Emotionen der Freude,positiv,34331,Freude,"Ach Hali! Wie offt wolte ich dich davor küßen, wan du mir dieses zu Wege bringtest!","['Ach', 'Hali', '!', 'Wie', 'offt', 'wolte', 'ich', 'dich', 'davor', 'küßen', ',', 'wan', 'du', 'mir', 'dieses', 'zu', 'Wege', 'bringtest', '!']",
178,,,,,,ER,negativ,34573,CATMA_B5FEBE16-D7B3-4A57-AE04-2852DFF19D61,8,Emotionen des Leids,negativ,34523,Leid,"und mich meiner Schmertzen dadurch zu entledigen?
","['und', 'mich', 'meiner', 'Schmertzen', 'dadurch', 'zu', 'entledigen', '?']",
179,,,,Ereignis,,ER,positiv,34657,CATMA_05DB6D06-067A-40D4-B4D5-E69EC3B35F32_0,0,Emotionen der Freude,positiv,34656,Freude, ,[],
180,,,,Ereignis,,ER,positiv,34927,CATMA_05DB6D06-067A-40D4-B4D5-E69EC3B35F32_1,6,Emotionen der Freude,positiv,34900,Freude,"Ach du vexirest mich Hali!
","['Ach', 'du', 'vexirest', 'mich', 'Hali', '!']",
181,arsinoe,,,,,ER,positiv,35011,CATMA_A6E0F87F-117F-493A-8146-31DF17734377,7,Emotionen der Freude,positiv,34973,Freude,Wie bald gedenckest du es auszuführen?,"['Wie', 'bald', 'gedenckest', 'du', 'es', 'auszuführen', '?']",
182,arsinoe,,,,,ER,positiv,35388,CATMA_DFC9A205-FA09-4905-B74C-D1B69B71436C,9,Emotionen der Freude,positiv,35360,Freude,"O! Himmel, daß es wahr wäre!","['O', '!', 'Himmel', ',', 'daß', 'es', 'wahr', 'wäre', '!']",
183,,,,,,ER,negativ,35457,CATMA_1C121F62-2420-4C7B-97B4-EC2E6E60349E,6,Emotionen der Angst,negativ,35434,Angst,"ch glaube es, aber ...
","['ch', 'glaube', 'es', ',', 'aber', '...']",
184,,,,,,ER,negativ,35501,CATMA_61C03DD7-3C0E-4647-B2D1-BC3F21957131,3,Emotionen der Angst,negativ,35486,Angst,"ch fürchte ...
","['ch', 'fürchte', '...']",
185,arsinoe,,,,,ER,negativ,35579,CATMA_0CF4996F-0438-4954-8550-A68044005C8A,6,Emotionen der Angst,negativ,35533,Angst,Die Ungütigkeit meines wiederwärtigen Sternes.,"['Die', 'Ungütigkeit', 'meines', 'wiederwärtigen', 'Sternes', '.']",
186,,,,,,ER,positiv,35832,CATMA_3EE6CE11-5825-4D40-88A2-2B1D0BCB2346,6,Emotionen der Zuneigung,positiv,35808,Freundschaft,"Du tröstest mich, Hali.
","['Du', 'tröstest', 'mich', ',', 'Hali', '.']",
187,,,,,,ER,negativ,36582,CATMA_B7707698-460D-4816-A515-93B4FF3C837E,104,Emotionen der Angst,negativ,36031,Verzweiflung," Ach Liebe, was rathestu mir? Kan die unveränderliche Treue, die ich Orontes geschwohren, zulaßen, der Ungedult Raum zu geben, und aus Antrieb unerträglicher Schmertzen mir selbst das Leben zu benehmen? Würde es die Ehre gebiethen, daß ich, o Himmel! einer andern übergebe, was mir gar zu viel mein Eigen ist? Will ich brennen, eine andere zu löschen? Soll ich nach so vielfältig ausgestandener Gefahr, meinen wiedergefundenen Liebsten abtretten, und mein eigen Hertz ertödten? Kan mir solches die Lieb rathen? Will meine Beständigkeit ja darzu sagen?","['Ach', 'Liebe', ',', 'was', 'rathestu', 'mir', '?', 'Kan', 'die', 'unveränderliche', 'Treue', ',', 'die', 'ich', 'Orontes', 'geschwohren', ',', 'zulaßen', ',', 'der', 'Ungedult', 'Raum', 'zu', 'geben', ',', 'und', 'aus', 'Antrieb', 'unerträglicher', 'Schmertzen', 'mir', 'selbst', 'das', 'Leben', 'zu', 'benehmen', '?', 'Würde', 'es', 'die', 'Ehre', 'gebiethen', ',', 'daß', 'ich', ',', 'o', 'Himmel', '!', 'einer', 'andern', 'übergebe', ',', 'was', 'mir', 'gar', 'zu', 'viel', 'mein', 'Eigen', 'ist', '?', 'Will', 'ich', 'brennen', ',', 'eine', 'andere', 'zu', 'löschen', '?', 'Soll', 'ich', 'nach', 'so', 'vielfältig', 'ausgestandener', 'Gefahr', ',', 'meinen', 'wiedergefundenen', 'Liebsten', 'abtretten', ',', 'und', 'mein', 'eigen', 'Hertz', 'ertödten', '?', 'Kan', 'mir', 'solches', 'die', 'Lieb', 'rathen', '?', 'Will', 'meine', 'Beständigkeit', 'ja', 'darzu', 'sagen', '?']",
188,,,,,,ER,positiv,36121,CATMA_2EA4E93F-243C-4EA0-8766-50B300AF9FC0_0,10,Emotionen der Zuneigung,positiv,36061,Liebe,"Kan die unveränderliche Treue, die ich Orontes geschwohren, ","['Kan', 'die', 'unveränderliche', 'Treue', ',', 'die', 'ich', 'Orontes', 'geschwohren', ',']",
189,,,,,,ER,positiv,36508,CATMA_2EA4E93F-243C-4EA0-8766-50B300AF9FC0_1,53,Emotionen der Zuneigung,positiv,36233,Liebe," Würde es die Ehre gebiethen, daß ich, o Himmel! einer andern übergebe, was mir gar zu viel mein Eigen ist? Will ich brennen, eine andere zu löschen? Soll ich nach so vielfältig ausgestandener Gefahr, meinen wiedergefundenen Liebsten abtretten, und mein eigen Hertz ertödten?","['Würde', 'es', 'die', 'Ehre', 'gebiethen', ',', 'daß', 'ich', ',', 'o', 'Himmel', '!', 'einer', 'andern', 'übergebe', ',', 'was', 'mir', 'gar', 'zu', 'viel', 'mein', 'Eigen', 'ist', '?', 'Will', 'ich', 'brennen', ',', 'eine', 'andere', 'zu', 'löschen', '?', 'Soll', 'ich', 'nach', 'so', 'vielfältig', 'ausgestandener', 'Gefahr', ',', 'meinen', 'wiedergefundenen', 'Liebsten', 'abtretten', ',', 'und', 'mein', 'eigen', 'Hertz', 'ertödten', '?']",
