,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens,Sprachebene
135,liso,,,Ereignis,,CE,negativ,33174,CATMA_A7ACE072-3B54-4E79-864D-9F07B4E1558E,18,Emotionen des Leids,negativ,33079,Leid,"n die kalte kuchen. Dismal einen Zeitungtrager abgegeben, vnd die Tag meines lebens nicht mehr.","['n', 'die', 'kalte', 'kuchen', '.', 'Dismal', 'einen', 'Zeitungtrager', 'abgegeben', ',', 'vnd', 'die', 'Tag', 'meines', 'lebens', 'nicht', 'mehr', '.']",
136,,,,,,CE,negativ,33449,CATMA_660763B2-C9D6-4DC0-B29C-C5E1F685CA7C,21,Emotionen des Leids,negativ,33341,Leid,"O armseeliger Liso, wie mit groben Penseln würd man dir die grüne vnd blawe Farb auf deinen ruckhen mahlen.
","['O', 'armseeliger', 'Liso', ',', 'wie', 'mit', 'groben', 'Penseln', 'würd', 'man', 'dir', 'die', 'grüne', 'vnd', 'blawe', 'Farb', 'auf', 'deinen', 'ruckhen', 'mahlen', '.']",
137,,,,,,CE,positiv,34771,CATMA_5C64DB94-AFDC-40EA-8333-9C360072F172,64,Emotionen der Freude,positiv,34341,Freude,"Wie glickhseelig bistu Attila, du hast keine betrohung der Cometen zu beförchten, weill an dem himmel dises schönen angesichtes die zweÿ liebes=Sonnen aufgehen, die durch ihre lieb entzündenden strahlen; anstatt deines blözlichen Vntergangs eine vnsterbliche seligkeit dier weissagen. Heuth noch angebettene Seele soll durch das Eheliche Band Vnsere liebe in des keÿsers ewers bruders gegenworth vnzertrennlich verreiniget werden.","['Wie', 'glickhseelig', 'bistu', 'Attila', ',', 'du', 'hast', 'keine', 'betrohung', 'der', 'Cometen', 'zu', 'beförchten', ',', 'weill', 'an', 'dem', 'himmel', 'dises', 'schönen', 'angesichtes', 'die', 'zweÿ', 'liebes=Sonnen', 'aufgehen', ',', 'die', 'durch', 'ihre', 'lieb', 'entzündenden', 'strahlen', ';', 'anstatt', 'deines', 'blözlichen', 'Vntergangs', 'eine', 'vnsterbliche', 'seligkeit', 'dier', 'weissagen', '.', 'Heuth', 'noch', 'angebettene', 'Seele', 'soll', 'durch', 'das', 'Eheliche', 'Band', 'Vnsere', 'liebe', 'in', 'des', 'keÿsers', 'ewers', 'bruders', 'gegenworth', 'vnzertrennlich', 'verreiniget', 'werden', '.']",
138,"['irene', 'unbekannt']",attila,attila,,,CE,positiv,34543,CATMA_F1332C62-7DA6-426B-BADA-4438D8736DF5,18,Emotionen der Zuneigung,positiv,34423,Liebe,"weill an dem himmel dises schönen angesichtes die zweÿ liebes=Sonnen aufgehen, die durch ihre lieb entzündenden strahlen","['weill', 'an', 'dem', 'himmel', 'dises', 'schönen', 'angesichtes', 'die', 'zweÿ', 'liebes=Sonnen', 'aufgehen', ',', 'die', 'durch', 'ihre', 'lieb', 'entzündenden', 'strahlen']",
139,attila,,,,,CE,positiv,34770,CATMA_B47F5AFC-670B-4A1C-B65F-BE0BF85785B4,20,Emotionen der Zuneigung,positiv,34626,Liebe,Heuth noch angebettene Seele soll durch das Eheliche Band Vnsere liebe in des keÿsers ewers bruders gegenworth vnzertrennlich verreiniget werden,"['Heuth', 'noch', 'angebettene', 'Seele', 'soll', 'durch', 'das', 'Eheliche', 'Band', 'Vnsere', 'liebe', 'in', 'des', 'keÿsers', 'ewers', 'bruders', 'gegenworth', 'vnzertrennlich', 'verreiniget', 'werden']",
140,,,,,,CE,Emotionale Bewegtheit,34820,CATMA_3DED3D7C-406A-466B-999A-1A7D87111212,6,Emotionale Bewegtheit,Emotionale Bewegtheit,34789,Emotionale Bewegtheit,"Dise seine Eÿlung Tödtet mich.
","['Dise', 'seine', 'Eÿlung', 'Tödtet', 'mich', '.']",
141,,,,,,CE,positiv,35145,CATMA_7465BF8C-0460-42DA-8B3F-AD3A61F71A02,9,Emotionen der Zuneigung,positiv,35098,Liebe,"das ich auß lieb meines gemahls gestorben bin.
","['das', 'ich', 'auß', 'lieb', 'meines', 'gemahls', 'gestorben', 'bin', '.']",
142,,,,,,CE,positiv,35292,CATMA_27BE3B23-CDAB-405A-B921-F0792D5202F2,11,Emotionen der Zuneigung,positiv,35225,Liebe,in dem ich auß liebe Torismonden meinen standt vnd nahmen verborgen,"['in', 'dem', 'ich', 'auß', 'liebe', 'Torismonden', 'meinen', 'standt', 'vnd', 'nahmen', 'verborgen']",
143,,,"['irene', 'unbekannt']",,,CE,negativ,35433,CATMA_49657B45-20A1-4F08-88A7-26CE4890D55F,8,Emotionen der Ablehnung,negativ,35386,Ärger,in dem ich über ihre vermessenheit zörnen solte,"['in', 'dem', 'ich', 'über', 'ihre', 'vermessenheit', 'zörnen', 'solte']",
144,irene,,,Ereignis,,CE,positiv,36028,CATMA_CC02C7A4-C330-4E5D-A748-2D924C3AC5E4,3,Emotionen der Freude,positiv,36005,Freude,Ein erwüntschter anfang,"['Ein', 'erwüntschter', 'anfang']",
145,,attila,,,,CE,positiv,36292,CATMA_1BBD27F6-56D9-4752-A59C-2476F8484743,12,Emotionen der Freude,positiv,36201,Freude,damit ihr ewere freudens bezeigungen desto offenhertziger gegen ein ander ausschitten möget,"['damit', 'ihr', 'ewere', 'freudens', 'bezeigungen', 'desto', 'offenhertziger', 'gegen', 'ein', 'ander', 'ausschitten', 'möget']",
146,attila,,,,,CE,positiv,36436,CATMA_C5F2BF3D-9EF5-477C-B23A-35CD4160C1BF,8,Emotionen der Zuneigung,positiv,36392,Liebe,"Indessen lebet wohl ô leben Vnseres lebens.
","['Indessen', 'lebet', 'wohl', 'ô', 'leben', 'Vnseres', 'lebens', '.']",
147,,,,,,CE,positiv,36554,CATMA_71D05A53-BD5F-42FA-B2AB-0D91893CD91C,12,Emotionen der Zuneigung,positiv,36488,Liebe,Ich verlasse euch auf etliche augenblickh aber bloß mit dem leibe.,"['Ich', 'verlasse', 'euch', 'auf', 'etliche', 'augenblickh', 'aber', 'bloß', 'mit', 'dem', 'leibe', '.']",
148,,,"['irene', 'unbekannt']",,,CE,positiv,36681,CATMA_942E68F6-8F0D-460F-8D46-1714F4ECA5C9,5,Emotionen der Zuneigung,positiv,36660,Liebe,"Ich gehe ohne Seele.
","['Ich', 'gehe', 'ohne', 'Seele', '.']",
149,,,,,,CE,negativ,36900,CATMA_4302097F-B890-4E76-A24C-6AD0402129FB,37,Emotionen der Ablehnung,negativ,36695,Abscheu,"Vnd ich bleibe ohne hertzen - gehe hin verfluchter wütrich, du solst bald erfahren, waß für liebkosungen deine vermeinte Honoria dir bereÿthe. Dein Hochzeit=beth soll ein grab, deine brauth eine furj sein.","['Vnd', 'ich', 'bleibe', 'ohne', 'hertzen', '-', 'gehe', 'hin', 'verfluchter', 'wütrich', ',', 'du', 'solst', 'bald', 'erfahren', ',', 'waß', 'für', 'liebkosungen', 'deine', 'vermeinte', 'Honoria', 'dir', 'bereÿthe', '.', 'Dein', 'Hochzeit=beth', 'soll', 'ein', 'grab', ',', 'deine', 'brauth', 'eine', 'furj', 'sein', '.']",
150,,,,,,CE,Emotionale Bewegtheit,37363,CATMA_70D49370-C7E4-42D2-8530-F4AF07C127DF,31,Emotionale Bewegtheit,Emotionale Bewegtheit,37178,Emotionale Bewegtheit,"Als der Feldherr mich berichtete, das die Todt geglaubte Honoria lebend beÿ dem Attila sich befünde, vnd meiner persohn verlange, habe ich mit höchster verwunderung mich hieher verfüget","['Als', 'der', 'Feldherr', 'mich', 'berichtete', ',', 'das', 'die', 'Todt', 'geglaubte', 'Honoria', 'lebend', 'beÿ', 'dem', 'Attila', 'sich', 'befünde', ',', 'vnd', 'meiner', 'persohn', 'verlange', ',', 'habe', 'ich', 'mit', 'höchster', 'verwunderung', 'mich', 'hieher', 'verfüget']",
151,,,,,,CE,negativ,37488,CATMA_D4816FBC-EB02-46C4-9875-7F19BD61DE09,22,Emotionen der Ablehnung,negativ,37365,Ärger,"vnd ob ich schon an statt mein wahr haffte Prinzessin euch als eine, die sich dieses nahmens vnbillich angemasset, gefunden","['vnd', 'ob', 'ich', 'schon', 'an', 'statt', 'mein', 'wahr', 'haffte', 'Prinzessin', 'euch', 'als', 'eine', ',', 'die', 'sich', 'dieses', 'nahmens', 'vnbillich', 'angemasset', ',', 'gefunden']",
152,,,,,,CE,positiv,38351,CATMA_D636DB42-4E81-452D-A2D8-753C9A484215,31,Emotionen der Zuneigung,positiv,38181,Liebe,"Ich hasse dem Attila, so hoch als ich mich in ihm verliebt stelle vmb allein den ienigen aus seinen wüttrichs=klawen zuerretten, den ich so imbrinstig liebe vnd verehre.
","['Ich', 'hasse', 'dem', 'Attila', ',', 'so', 'hoch', 'als', 'ich', 'mich', 'in', 'ihm', 'verliebt', 'stelle', 'vmb', 'allein', 'den', 'ienigen', 'aus', 'seinen', 'wüttrichs=klawen', 'zuerretten', ',', 'den', 'ich', 'so', 'imbrinstig', 'liebe', 'vnd', 'verehre', '.']",
153,,,,,,CE,negativ,38351,CATMA_3954DBC6-2F99-4080-9EFA-46B77FDC1D44,31,Emotionen der Ablehnung,negativ,38181,Abscheu,"Ich hasse dem Attila, so hoch als ich mich in ihm verliebt stelle vmb allein den ienigen aus seinen wüttrichs=klawen zuerretten, den ich so imbrinstig liebe vnd verehre.
","['Ich', 'hasse', 'dem', 'Attila', ',', 'so', 'hoch', 'als', 'ich', 'mich', 'in', 'ihm', 'verliebt', 'stelle', 'vmb', 'allein', 'den', 'ienigen', 'aus', 'seinen', 'wüttrichs=klawen', 'zuerretten', ',', 'den', 'ich', 'so', 'imbrinstig', 'liebe', 'vnd', 'verehre', '.']",
154,irene,,,Zustand,,CE,negativ,38461,CATMA_EF537A5D-D6C9-4A6C-A30B-C4B11A4DBFF7,7,Emotionen des Leids,negativ,38419,Leid,"Ja zur eusersten betrübnuß meiner Seelen.
","['Ja', 'zur', 'eusersten', 'betrübnuß', 'meiner', 'Seelen', '.']",
155,,honoria,,,,CE,positiv,38789,CATMA_698C9C4E-4AFE-4A75-A3AB-053ED51AB992,8,Emotionen der Zuneigung,positiv,38748,Liebe,O himmel es ist Torismondo den sie liebet,"['O', 'himmel', 'es', 'ist', 'Torismondo', 'den', 'sie', 'liebet']",
156,honoria,,,,,CE,Emotionale Bewegtheit,38789,CATMA_64FD1AD7-FA42-431C-885F-DBE755A5C561,8,Emotionale Bewegtheit,Emotionale Bewegtheit,38748,Emotionale Bewegtheit,O himmel es ist Torismondo den sie liebet,"['O', 'himmel', 'es', 'ist', 'Torismondo', 'den', 'sie', 'liebet']",
157,theodoricus,,,,,CE,positiv,39011,CATMA_7A7329E7-05B7-4EDC-B860-0FEFE11AEE6A,14,Emotionen der Zuneigung,positiv,38940,Liebe,"Ehe wolte ich an der klarheit der Sonnen, als an seiner liebe zweifflen","['Ehe', 'wolte', 'ich', 'an', 'der', 'klarheit', 'der', 'Sonnen', ',', 'als', 'an', 'seiner', 'liebe', 'zweifflen']",
158,honoria,,,,,CE,Emotionale Bewegtheit,39101,CATMA_2AEB7B13-B937-44D0-8173-6A22D7CB940F,17,Emotionale Bewegtheit,Emotionale Bewegtheit,39023,Emotionale Bewegtheit,"Nein, nein, den ihr liebet ist ein Vngetrewer, ein Meineÿdiger, ein Verräther.","['Nein', ',', 'nein', ',', 'den', 'ihr', 'liebet', 'ist', 'ein', 'Vngetrewer', ',', 'ein', 'Meineÿdiger', ',', 'ein', 'Verräther', '.']",
159,,honoria,,,,CE,positiv,39100,CATMA_948C5156-687A-4A50-9BCF-DDBA389431C3,12,Emotionen der Zuneigung,positiv,39035,Liebe,"den ihr liebet ist ein Vngetrewer, ein Meineÿdiger, ein Verräther","['den', 'ihr', 'liebet', 'ist', 'ein', 'Vngetrewer', ',', 'ein', 'Meineÿdiger', ',', 'ein', 'Verräther']",
160,,,,,,CE,negativ,39330,CATMA_0155AAA0-8DEB-45C0-A73C-69A8A04C25D7,35,Emotionen der Ablehnung,negativ,39144,Ärger,"Wie soll ich ihm nicht können, nachdem er mir wohl 100 Tausendmahl geschworen hat, das er die Zeit seines Lebens keine andere schönheit als die meinige geliebet habe, noch lieben könne.
","['Wie', 'soll', 'ich', 'ihm', 'nicht', 'können', ',', 'nachdem', 'er', 'mir', 'wohl', '100', 'Tausendmahl', 'geschworen', 'hat', ',', 'das', 'er', 'die', 'Zeit', 'seines', 'Lebens', 'keine', 'andere', 'schönheit', 'als', 'die', 'meinige', 'geliebet', 'habe', ',', 'noch', 'lieben', 'könne', '.']",
161,irene,,,Ereignis,,CE,Emotionale Bewegtheit,39422,CATMA_EA3263E8-57CF-468D-A1E1-E4CCCC6EAB2A,14,Emotionale Bewegtheit,Emotionale Bewegtheit,39338,Emotionale Bewegtheit,"Ach sterne wer solte eine so vnmenschliche Vntrew beÿ meinen gemahl gesuchet haben?
","['Ach', 'sterne', 'wer', 'solte', 'eine', 'so', 'vnmenschliche', 'Vntrew', 'beÿ', 'meinen', 'gemahl', 'gesuchet', 'haben', '?']",
162,,,,,,CE,negativ,39639,CATMA_5D6F09A6-1A51-4B31-884B-A5F24C9FF3E8,39,Emotionen der Ablehnung,negativ,39432,Abscheu,"Waß hat diser meineÿdiger, nach dem er schon mit euch vermählet war, auch mich durch den schändlichen betrug zu hinter führen, vnd zu Ehlichen sich erkehckhen dörffen? O betrogene liebe! O verrathene Trewe.
","['Waß', 'hat', 'diser', 'meineÿdiger', ',', 'nach', 'dem', 'er', 'schon', 'mit', 'euch', 'vermählet', 'war', ',', 'auch', 'mich', 'durch', 'den', 'schändlichen', 'betrug', 'zu', 'hinter', 'führen', ',', 'vnd', 'zu', 'Ehlichen', 'sich', 'erkehckhen', 'dörffen', '?', 'O', 'betrogene', 'liebe', '!', 'O', 'verrathene', 'Trewe', '.']",
163,irene,,,,,CE,negativ,39707,CATMA_C57EC237-DE61-4E54-B608-83F1600C2380,10,Emotionen der Ablehnung,negativ,39647,Ärger,"So hat dieser betrüger an euch gleichesfals sich vermählet?
","['So', 'hat', 'dieser', 'betrüger', 'an', 'euch', 'gleichesfals', 'sich', 'vermählet', '?']",
164,honoria,,torismondo,,,CE,negativ,39761,CATMA_F1D8A20F-31DD-4DC9-B832-5A4B41A5C644,10,Emotionen des Leids,negativ,39717,Leid,"Wolten die sterne, das deme nicht also wäre!","['Wolten', 'die', 'sterne', ',', 'das', 'deme', 'nicht', 'also', 'wäre', '!']",
165,honoria,,,,,CE,negativ,40005,CATMA_8069758E-5BFE-4DEA-A16C-82E92227AF85,13,Emotionen der Angst,negativ,39955,Angst,"(O höllen angst.) Ist der kaÿser hier beÿ Attila?
","['(', 'O', 'höllen', 'angst', '.', ')', 'Ist', 'der', 'kaÿser', 'hier', 'beÿ', 'Attila', '?']",
166,,,,,,CE,negativ,40210,CATMA_B8BC2A69-619E-451B-92FE-417AEDFFA66A,13,Emotionen der Angst,negativ,40155,Angst,"Wan er mich zu gesicht bekhombt, so bin ich des Todes.
","['Wan', 'er', 'mich', 'zu', 'gesicht', 'bekhombt', ',', 'so', 'bin', 'ich', 'des', 'Todes', '.']",
167,,orontes,,,,CE,Emotionale Bewegtheit,40290,CATMA_6F9A87B9-4F14-4C36-8E53-F8E73952791B,10,Emotionale Bewegtheit,Emotionale Bewegtheit,40229,Emotionale Bewegtheit,Warumb bestürtzet sie sich über diese Zeittung ô holdseelige?,"['Warumb', 'bestürtzet', 'sie', 'sich', 'über', 'diese', 'Zeittung', 'ô', 'holdseelige', '?']",
168,honoria,,,,,CE,Emotionale Bewegtheit,40505,CATMA_18DF4C5D-BCD2-48AE-8C6C-641796551745,13,Emotionale Bewegtheit,Emotionale Bewegtheit,40427,Emotionale Bewegtheit,"Ach wie verwühret seindt meine gedanckhen, wie wundersam ist mein geschickhe.
","['Ach', 'wie', 'verwühret', 'seindt', 'meine', 'gedanckhen', ',', 'wie', 'wundersam', 'ist', 'mein', 'geschickhe', '.']",
169,,,,,,CE,negativ,40925,CATMA_38578316-4405-4C53-8B4C-0B74F890A021,34,Emotionen des Leids,negativ,40724,Leid,"Grausammer himmel, waß verhängestu über mich! in dem beglickhten anfang meiner rache, zeigest du mir daß vnbeglickhte ende meiner liebe, ist das die belohnung meiner Trewe, vndanckhbahrer Theodoricus? ","['Grausammer', 'himmel', ',', 'waß', 'verhängestu', 'über', 'mich', '!', 'in', 'dem', 'beglickhten', 'anfang', 'meiner', 'rache', ',', 'zeigest', 'du', 'mir', 'daß', 'vnbeglickhte', 'ende', 'meiner', 'liebe', ',', 'ist', 'das', 'die', 'belohnung', 'meiner', 'Trewe', ',', 'vndanckhbahrer', 'Theodoricus', '?']",
170,,,,,,CE,negativ,41144,CATMA_4C089D80-9E3E-457F-97A2-840EFC336F0B,43,Emotionen der Ablehnung,negativ,40926,Ärger,"In dem ich dich zuerretten leben vnd ehre in gefahr seze reichest du mich zu verrathen, vnd durch deine Vntrew zu tödten einer andern die Ehliche hand sambt den hertzen, da du doch weist, das beÿde mir allein gebühren.","['In', 'dem', 'ich', 'dich', 'zuerretten', 'leben', 'vnd', 'ehre', 'in', 'gefahr', 'seze', 'reichest', 'du', 'mich', 'zu', 'verrathen', ',', 'vnd', 'durch', 'deine', 'Vntrew', 'zu', 'tödten', 'einer', 'andern', 'die', 'Ehliche', 'hand', 'sambt', 'den', 'hertzen', ',', 'da', 'du', 'doch', 'weist', ',', 'das', 'beÿde', 'mir', 'allein', 'gebühren', '.']",
171,,,,,,CE,Emotionale Bewegtheit,41387,CATMA_D9B3C0D8-EF5D-40E2-946B-CA4362AC9A3E,41,Emotionale Bewegtheit,Emotionale Bewegtheit,41145,Emotionale Bewegtheit,"O liebe, ô Eÿffersucht, ô verzweifflung, waß für vngleiche rathschläge bringet ihr meiner Seelen beÿ! Waß rath Ersartes? soll ich meinen gemahl als einen vnglickhseeligen bemütleidigen, oder als einen vngetrewen vnd verräther sterben lassen?
","['O', 'liebe', ',', 'ô', 'Eÿffersucht', ',', 'ô', 'verzweifflung', ',', 'waß', 'für', 'vngleiche', 'rathschläge', 'bringet', 'ihr', 'meiner', 'Seelen', 'beÿ', '!', 'Waß', 'rath', 'Ersartes', '?', 'soll', 'ich', 'meinen', 'gemahl', 'als', 'einen', 'vnglickhseeligen', 'bemütleidigen', ',', 'oder', 'als', 'einen', 'vngetrewen', 'vnd', 'verräther', 'sterben', 'lassen', '?']",
172,,,,,,CE,negativ,41803,CATMA_7DA0E913-1410-486F-9AEA-5B436C373627,24,Emotionen der Ablehnung,negativ,41679,Abscheu,"Ach wie soll ich den ienigen hassen können, dem ich die ewigkeit meiner liebe beÿ der allmacht des himmels, geschworen habe,","['Ach', 'wie', 'soll', 'ich', 'den', 'ienigen', 'hassen', 'können', ',', 'dem', 'ich', 'die', 'ewigkeit', 'meiner', 'liebe', 'beÿ', 'der', 'allmacht', 'des', 'himmels', ',', 'geschworen', 'habe', ',']",
173,,,,,,CE,positiv,41904,CATMA_895C25F5-92A5-434C-B778-68D0B6D2DC6D,21,Emotionen der Zuneigung,positiv,41804,Liebe,"aber wie kan ich auch den ienigen lieben, der noch in meinen leben an eine andere sich verlobet hat?","['aber', 'wie', 'kan', 'ich', 'auch', 'den', 'ienigen', 'lieben', ',', 'der', 'noch', 'in', 'meinen', 'leben', 'an', 'eine', 'andere', 'sich', 'verlobet', 'hat', '?']",
174,,,,,,CE,negativ,42012,CATMA_9BBD8DAC-DFB6-4424-B2D9-3CD04613D2A9,6,Emotionen der Ablehnung,negativ,41976,Abscheu,Ich will seine Vntrew Tödlich hassen,"['Ich', 'will', 'seine', 'Vntrew', 'Tödlich', 'hassen']",
175,irene,,,,,CE,positiv,42054,CATMA_E3E233D5-B2B7-43D5-8681-06E5C0D6262F,5,Emotionen der Zuneigung,positiv,42014,Liebe,seine person hingegen vnsterblich lieben,"['seine', 'person', 'hingegen', 'vnsterblich', 'lieben']",
176,,,,,,CE,positiv,42213,CATMA_326B23A3-9553-4AD2-AE60-4B5A49D9EEA7,8,Emotionen der Zuneigung,positiv,42157,Liebe,die liebe hingegen in welcher Attila meinetwegen brennet,"['die', 'liebe', 'hingegen', 'in', 'welcher', 'Attila', 'meinetwegen', 'brennet']",
177,,,,,,CE,positiv,42606,CATMA_548FB15F-7640-4108-9B05-6DA375A09FE8,17,Emotionen der Zuneigung,positiv,42514,Freundschaft,"Kein gefahr, ia der Todt selbsten nicht soll kräfftig genug sein von euch mich abzusondern.
","['Kein', 'gefahr', ',', 'ia', 'der', 'Todt', 'selbsten', 'nicht', 'soll', 'kräfftig', 'genug', 'sein', 'von', 'euch', 'mich', 'abzusondern', '.']",
178,,,,,,CE,negativ,43010,CATMA_27CD7EDD-9B9A-40A0-B973-E8362D30075D,45,Emotionen des Leids,negativ,42753,Leid,"Der kan den Verlust seines lebens für ein glickh schözen, welcher gleich wie ich, alles was die welt glickhseelig nennet, verlohren hat. Komet ihr fewersflammen  des ienigen leib zu Tödten, dessen hertz von den schmertzensflammen schon längst verzehret ist.","['Der', 'kan', 'den', 'Verlust', 'seines', 'lebens', 'für', 'ein', 'glickh', 'schözen', ',', 'welcher', 'gleich', 'wie', 'ich', ',', 'alles', 'was', 'die', 'welt', 'glickhseelig', 'nennet', ',', 'verlohren', 'hat', '.', 'Komet', 'ihr', 'fewersflammen', 'des', 'ienigen', 'leib', 'zu', 'Tödten', ',', 'dessen', 'hertz', 'von', 'den', 'schmertzensflammen', 'schon', 'längst', 'verzehret', 'ist', '.']",
179,,,,,,CE,negativ,43480,CATMA_353F3F3B-6CB1-42B7-832D-A7B12E4A574D,58,Emotionen des Leids,negativ,43153,Leid,"Ach meine gemahlin, ach mein Sohn. Soltet ihr an diesen pfall mich abgebunden sehen, wie würdet ihr bemühet sein durch ewre Trennen strämme das fewer so mich verzehren würd, außzuleschen. Doch zu waß dienet das klagen? es mueß gestorben sein, hier komen schon die begürige Kriges=Knecht mit Fackeln diesen Holtz=stoß anzuzinden","['Ach', 'meine', 'gemahlin', ',', 'ach', 'mein', 'Sohn', '.', 'Soltet', 'ihr', 'an', 'diesen', 'pfall', 'mich', 'abgebunden', 'sehen', ',', 'wie', 'würdet', 'ihr', 'bemühet', 'sein', 'durch', 'ewre', 'Trennen', 'strämme', 'das', 'fewer', 'so', 'mich', 'verzehren', 'würd', ',', 'außzuleschen', '.', 'Doch', 'zu', 'waß', 'dienet', 'das', 'klagen', '?', 'es', 'mueß', 'gestorben', 'sein', ',', 'hier', 'komen', 'schon', 'die', 'begürige', 'Kriges=Knecht', 'mit', 'Fackeln', 'diesen', 'Holtz=stoß', 'anzuzinden']",
180,torismondo,,"['honoria', 'unbekannt']",,,CE,positiv,44137,CATMA_B5A105A0-E442-4D44-B4D5-02937C7910AC,35,Emotionen der Zuneigung,positiv,43932,Liebe,"Die Fackel, wie hefftig sie auch brennen, gleichen doch der brunst meiner liebes=flammen in geringsten nicht, deren Hiez so durch dringend ist, das sie auch einen Salamander zuverzehren kräfftig genug wäre","['Die', 'Fackel', ',', 'wie', 'hefftig', 'sie', 'auch', 'brennen', ',', 'gleichen', 'doch', 'der', 'brunst', 'meiner', 'liebes=flammen', 'in', 'geringsten', 'nicht', ',', 'deren', 'Hiez', 'so', 'durch', 'dringend', 'ist', ',', 'das', 'sie', 'auch', 'einen', 'Salamander', 'zuverzehren', 'kräfftig', 'genug', 'wäre']",
181,,,,,,CE,Emotionale Bewegtheit,44307,CATMA_6686BAA6-78AF-4418-913D-A8D90B4F79C8,35,Emotionale Bewegtheit,Emotionale Bewegtheit,44139,Emotionale Bewegtheit,"aber ô Verhängnuß! waß erblickhe ich! ist es nicht der ienige, deme ich sein leben rauben soll von deme ich daß meine empfangen. Ach ia es ist Theodoricus mein Vatter!
","['aber', 'ô', 'Verhängnuß', '!', 'waß', 'erblickhe', 'ich', '!', 'ist', 'es', 'nicht', 'der', 'ienige', ',', 'deme', 'ich', 'sein', 'leben', 'rauben', 'soll', 'von', 'deme', 'ich', 'daß', 'meine', 'empfangen', '.', 'Ach', 'ia', 'es', 'ist', 'Theodoricus', 'mein', 'Vatter', '!']",
182,orontes,,,,,CE,negativ,44392,CATMA_32E68D21-3A32-4659-BB97-7FD65C22BC80,12,Emotionen der Ablehnung,negativ,44326,Ärger,Wie ô zaghaffter! verweillet ihr noch meinen befehl zu vollziehen?,"['Wie', 'ô', 'zaghaffter', '!', 'verweillet', 'ihr', 'noch', 'meinen', 'befehl', 'zu', 'vollziehen', '?']",
183,torismondo,,,Ereignis,,CE,negativ,44518,CATMA_646E5894-50FF-4499-8DDC-E2918DE5BF53,8,Emotionen der Angst,negativ,44459,Verzweiflung,Haltet ein ihr Blueth=Diener eines vnrechtmässigen befehls.,"['Haltet', 'ein', 'ihr', 'Blueth=Diener', 'eines', 'vnrechtmässigen', 'befehls', '.']",
184,torismondo,,,,,CE,positiv,44610,CATMA_630FC020-75E2-4CD4-B8F0-E447B60A3E17,8,Emotionen der Zuneigung,positiv,44577,Liebe,"Ach mein könig, ach mein Vatter!
","['Ach', 'mein', 'könig', ',', 'ach', 'mein', 'Vatter', '!']",
185,,,,,,CE,Emotionale Bewegtheit,44678,CATMA_A0F97498-2702-41B6-ACE7-C665A76914DE,10,Emotionale Bewegtheit,Emotionale Bewegtheit,44635,Emotionale Bewegtheit,"Wer vmbfanget mich, seÿth ihrs ô mein Sohn?","['Wer', 'vmbfanget', 'mich', ',', 'seÿth', 'ihrs', 'ô', 'mein', 'Sohn', '?']",
186,,,,,,CE,negativ,44849,CATMA_650B9AD4-8D6C-4D8C-AE93-263417424BF8,26,Emotionen des Leids,negativ,44703,Leid,"Ja Herr Vatter, ich bin der vnglickhseelige Torismondo, welcher euch in dem augenblickh, in welchen er euch gefunden hat widerumb verliehren mueß.","['Ja', 'Herr', 'Vatter', ',', 'ich', 'bin', 'der', 'vnglickhseelige', 'Torismondo', ',', 'welcher', 'euch', 'in', 'dem', 'augenblickh', ',', 'in', 'welchen', 'er', 'euch', 'gefunden', 'hat', 'widerumb', 'verliehren', 'mueß', '.']",
187,,,,,,CE,positiv,45141,CATMA_4551453A-83C0-454B-ABEB-7D173375F2BE,49,Emotionen der Zuneigung,positiv,44875,Liebe,"Gedult Torismondo! indem ich euch noch im leben vnd sicherheit weiß, sterbe ich nicht gar. Weichet von mir damit man aus ewrer allzu zarten mitleids=bezeigung nicht errathe, daß ihr mein Sohn seÿt vnd auß diser erkandnuß euch nicht in gleiche straffe mit mir ziehe.
","['Gedult', 'Torismondo', '!', 'indem', 'ich', 'euch', 'noch', 'im', 'leben', 'vnd', 'sicherheit', 'weiß', ',', 'sterbe', 'ich', 'nicht', 'gar', '.', 'Weichet', 'von', 'mir', 'damit', 'man', 'aus', 'ewrer', 'allzu', 'zarten', 'mitleids=bezeigung', 'nicht', 'errathe', ',', 'daß', 'ihr', 'mein', 'Sohn', 'seÿt', 'vnd', 'auß', 'diser', 'erkandnuß', 'euch', 'nicht', 'in', 'gleiche', 'straffe', 'mit', 'mir', 'ziehe', '.']",
188,,,,,,CE,negativ,45071,CATMA_6EC4AADD-3937-499D-8D50-7C51339AF1A3,18,Emotionen des Leids,negativ,44966,Mitleid,"Weichet von mir damit man aus ewrer allzu zarten mitleids=bezeigung nicht errathe, daß ihr mein Sohn seÿt","['Weichet', 'von', 'mir', 'damit', 'man', 'aus', 'ewrer', 'allzu', 'zarten', 'mitleids=bezeigung', 'nicht', 'errathe', ',', 'daß', 'ihr', 'mein', 'Sohn', 'seÿt']",
