,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,Sprachebene,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
461,,,,,,,VH,positiv,199303,CATMA_E5D58DB3-BEFF-4CB7-B7E7-A46A6ACB05BF,25,Emotionen der Freude,positiv,199173,Freude,"Ach mein lieber Mann
(potz tausend / geredt wie eine Fischer-Frau!)
Ach mein hertzlieber Herr / darff ich die Zeitung nachreden ?
","['Ach', 'mein', 'lieber', 'Mann', '(', 'potz', 'tausend', '/', 'geredt', 'wie', 'eine', 'Fischer-Frau', '!', ')', 'Ach', 'mein', 'hertzlieber', 'Herr', '/', 'darff', 'ich', 'die', 'Zeitung', 'nachreden', '?']"
462,pasquella,,,,,,VH,positiv,199397,CATMA_1EA31F84-8CC4-4E04-9C39-8EE34FA44516,15,Emotionen der Zuneigung,positiv,199315,Verehrung,"Ach mein göldener Herr Schwager / habt ihr gleichwohl so ein gut Werck gestifft ?
","['Ach', 'mein', 'göldener', 'Herr', 'Schwager', '/', 'habt', 'ihr', 'gleichwohl', 'so', 'ein', 'gut', 'Werck', 'gestifft', '?']"
463,,,,,,,VH,positiv,199527,CATMA_3B6171E0-BB16-4471-A73C-F4FE653257E2,23,Emotionen der Freude,positiv,199407,Freude,"Ja / das hab ich zu wege gebracht. Es kan nicht anders seyn / unsere Nachkommen werden lauter Fürsten- Kinder bedeuten.
","['Ja', '/', 'das', 'hab', 'ich', 'zu', 'wege', 'gebracht', '.', 'Es', 'kan', 'nicht', 'anders', 'seyn', '/', 'unsere', 'Nachkommen', 'werden', 'lauter', 'Fürsten-', 'Kinder', 'bedeuten', '.']"
464,,,,,,,VH,positiv,199781,CATMA_3E978512-9499-4837-9010-83DED6B1B303,47,Emotionen der Zuneigung,positiv,199552,Verehrung,"Ach mein göldner Herr Sohn / ist das nicht Freude / wenn man solche Ehre an seinen Kindern erlebet ? ach nun wil ich gerne sterben / weil ich doch nun sehe / daß ich einmahl in dem Himmel auch auf eine Fürste nbanck kommen soll.
","['Ach', 'mein', 'göldner', 'Herr', 'Sohn', '/', 'ist', 'das', 'nicht', 'Freude', '/', 'wenn', 'man', 'solche', 'Ehre', 'an', 'seinen', 'Kindern', 'erlebet', '?', 'ach', 'nun', 'wil', 'ich', 'gerne', 'sterben', '/', 'weil', 'ich', 'doch', 'nun', 'sehe', '/', 'daß', 'ich', 'einmahl', 'in', 'dem', 'Himmel', 'auch', 'auf', 'eine', 'Fürste', 'nbanck', 'kommen', 'soll', '.']"
465,,,,,,,VH,positiv,200114,CATMA_74ABFC19-39BB-40C5-8F46-A192DCC45901_0,19,Emotionen der Freude,positiv,200011,Freude,"So wolte ich ein reicher Fischer seyn. Wenn mir das Untertauchen alle mahl so statlich bezahlet würde.
","['So', 'wolte', 'ich', 'ein', 'reicher', 'Fischer', 'seyn', '.', 'Wenn', 'mir', 'das', 'Untertauchen', 'alle', 'mahl', 'so', 'statlich', 'bezahlet', 'würde', '.']"
466,,,,,,,VH,positiv,200247,CATMA_74ABFC19-39BB-40C5-8F46-A192DCC45901_1,9,Emotionen der Freude,positiv,200199,Freude,"Ja vor dißmahl hab ich güldene Fische gefangen.
","['Ja', 'vor', 'dißmahl', 'hab', 'ich', 'güldene', 'Fische', 'gefangen', '.']"
467,,,,,,,VH,positiv,203108,CATMA_0B8FFDBF-F526-47DF-9357-EADBE46EF77C,14,Emotionen der Zuneigung,positiv,203043,Freundschaft,Wolt ihr mich nicht verachten / so wil ich euch gar gerne haben. ,"['Wolt', 'ihr', 'mich', 'nicht', 'verachten', '/', 'so', 'wil', 'ich', 'euch', 'gar', 'gerne', 'haben', '.']"
468,,,,,,,VH,negativ,204079,CATMA_5BA1039B-D5A4-48AE-A162-FFD7CA635516,132,Emotionen des Leids,negativ,203368,Leid,"Ach ich unglückselige Weibes-Person / wo soll ich meinen Auffenthalt suchen? das jenige / das meine Seele liebet / ist nicht in der Stadt / und mit genauer Noth bin ich hier an das Castell angelanget / da mir auch niemand Trost und Labsal zusprechen wil. Schönheit hab ich nicht / denn das kan ich aus meinem Gesichte beweisen: meine Kleider sind auch nicht so beschaffen / daß sich jemand darein verlieben solte. Meinen QuALiTÄTen möchte ich noch was Zutrauen / aber wer wil Fürstliche Tugenden unter einen solchen Kittel suchen? indessen wil ich zu frieden seyn / wenn ich irgend zu einem Kammer-Mägdgen möchte gebraucht werden. Doch wer kömt da? es heist mit mir: auf die Seite / wenn vornehme Leute kommen.
","['Ach', 'ich', 'unglückselige', 'Weibes-Person', '/', 'wo', 'soll', 'ich', 'meinen', 'Auffenthalt', 'suchen', '?', 'das', 'jenige', '/', 'das', 'meine', 'Seele', 'liebet', '/', 'ist', 'nicht', 'in', 'der', 'Stadt', '/', 'und', 'mit', 'genauer', 'Noth', 'bin', 'ich', 'hier', 'an', 'das', 'Castell', 'angelanget', '/', 'da', 'mir', 'auch', 'niemand', 'Trost', 'und', 'Labsal', 'zusprechen', 'wil', '.', 'Schönheit', 'hab', 'ich', 'nicht', '/', 'denn', 'das', 'kan', 'ich', 'aus', 'meinem', 'Gesichte', 'beweisen', ':', 'meine', 'Kleider', 'sind', 'auch', 'nicht', 'so', 'beschaffen', '/', 'daß', 'sich', 'jemand', 'darein', 'verlieben', 'solte', '.', 'Meinen', 'QuALiTÄTen', 'möchte', 'ich', 'noch', 'was', 'Zutrauen', '/', 'aber', 'wer', 'wil', 'Fürstliche', 'Tugenden', 'unter', 'einen', 'solchen', 'Kittel', 'suchen', '?', 'indessen', 'wil', 'ich', 'zu', 'frieden', 'seyn', '/', 'wenn', 'ich', 'irgend', 'zu', 'einem', 'Kammer-Mägdgen', 'möchte', 'gebraucht', 'werden', '.', 'Doch', 'wer', 'kömt', 'da', '?', 'es', 'heist', 'mit', 'mir', ':', 'auf', 'die', 'Seite', '/', 'wenn', 'vornehme', 'Leute', 'kommen', '.']"
469,,,,,,,VH,positiv,204208,CATMA_F5AA05C0-C614-49E7-BD68-80A673B044E1_0,10,Emotionen der Zuneigung,positiv,204145,Liebe,"So hat mein geliebter Hertzog in solchen Unglücke geschwebet ?
","['So', 'hat', 'mein', 'geliebter', 'Hertzog', 'in', 'solchen', 'Unglücke', 'geschwebet', '?']"
470,,,,,,,VH,positiv,204467,CATMA_F5AA05C0-C614-49E7-BD68-80A673B044E1_1,15,Emotionen der Zuneigung,positiv,204380,Liebe,"Ich dancke dem Himmel / daß die Furcht mit einem betrieglichen Schatten gespielet hat.
","['Ich', 'dancke', 'dem', 'Himmel', '/', 'daß', 'die', 'Furcht', 'mit', 'einem', 'betrieglichen', 'Schatten', 'gespielet', 'hat', '.']"
471,,,,,,,VH,positiv,204620,CATMA_32DC43E2-D9B2-4B59-8899-A7241E4BBD86_0,25,Emotionen der Zuneigung,positiv,204478,Liebe,"Mein Leben war in meinen Gedancken schon verlohren: doch der Zwang die angenehme Celinde nicht mehr zu sehen / machte mir unruhige Gedancken.
","['Mein', 'Leben', 'war', 'in', 'meinen', 'Gedancken', 'schon', 'verlohren', ':', 'doch', 'der', 'Zwang', 'die', 'angenehme', 'Celinde', 'nicht', 'mehr', 'zu', 'sehen', '/', 'machte', 'mir', 'unruhige', 'Gedancken', '.']"
472,,,,,,,VH,positiv,204903,CATMA_32DC43E2-D9B2-4B59-8899-A7241E4BBD86_1,25,Emotionen der Zuneigung,positiv,204768,Liebe,"Warum leget meine Gebieterin die Rede so ungnädig aus ? ich wolte sagen / daß mir dieses Andencken eine Lust zum Leben erwecket hätte.
","['Warum', 'leget', 'meine', 'Gebieterin', 'die', 'Rede', 'so', 'ungnädig', 'aus', '?', 'ich', 'wolte', 'sagen', '/', 'daß', 'mir', 'dieses', 'Andencken', 'eine', 'Lust', 'zum', 'Leben', 'erwecket', 'hätte', '.']"
473,celinde,,,,,,VH,positiv,205306,CATMA_7308D4FE-93E9-44A6-B843-D95BE0AE69CF,20,Emotionen der Zuneigung,positiv,205199,Verehrung,"Mein Hertzog / da gehöret ein hoher Geist darzu / wenn man sich aus schlimmen Sachen etwas gutes erwehlet.
","['Mein', 'Hertzog', '/', 'da', 'gehöret', 'ein', 'hoher', 'Geist', 'darzu', '/', 'wenn', 'man', 'sich', 'aus', 'schlimmen', 'Sachen', 'etwas', 'gutes', 'erwehlet', '.']"
474,,,,,,,VH,positiv,205699,CATMA_34F09F07-0E8E-436E-9F5D-57A33A3ABF5D,8,Emotionen der Freude,positiv,205661,Freude,Ich höre die Sache von Hertzen gerne: ,"['Ich', 'höre', 'die', 'Sache', 'von', 'Hertzen', 'gerne', ':']"
475,,,,,,,VH,positiv,205888,CATMA_2CC99D30-0143-45BB-A264-6F4C6B59778D_0,19,Emotionen der Zuneigung,positiv,205772,Liebe,"Wil meine Gebieterin mich dieser Gnade theilhafftig machen / so wil ich als ein ewiger Schuldner verschwiegen seyn.
","['Wil', 'meine', 'Gebieterin', 'mich', 'dieser', 'Gnade', 'theilhafftig', 'machen', '/', 'so', 'wil', 'ich', 'als', 'ein', 'ewiger', 'Schuldner', 'verschwiegen', 'seyn', '.']"
476,,,,,,,VH,positiv,206210,CATMA_2CC99D30-0143-45BB-A264-6F4C6B59778D_1,25,Emotionen der Zuneigung,positiv,206059,Liebe,"Ich werde gantz ausser mir entzücket / daß ich nach meinem Gefängnisse mit so wunderseliger Gnade erquicket werde. Doch worinne beruht das Geheimnis ?
","['Ich', 'werde', 'gantz', 'ausser', 'mir', 'entzücket', '/', 'daß', 'ich', 'nach', 'meinem', 'Gefängnisse', 'mit', 'so', 'wunderseliger', 'Gnade', 'erquicket', 'werde', '.', 'Doch', 'worinne', 'beruht', 'das', 'Geheimnis', '?']"
477,,,,,,,VH,positiv,207055,CATMA_2CC99D30-0143-45BB-A264-6F4C6B59778D_2,21,Emotionen der Zuneigung,positiv,206922,Liebe,"Irrwischen sag ich unterthänigen Danck / daß mein Hertze gewürdiget wird / ein Geheimnüß von ihrer wunderschönen Seelen zu erfahren.
","['Irrwischen', 'sag', 'ich', 'unterthänigen', 'Danck', '/', 'daß', 'mein', 'Hertze', 'gewürdiget', 'wird', '/', 'ein', 'Geheimnüß', 'von', 'ihrer', 'wunderschönen', 'Seelen', 'zu', 'erfahren', '.']"
478,,,roccella,,,,VH,positiv,206048,CATMA_39D486AF-5AF7-4952-82DC-969B0209071B,29,Emotionen der Zuneigung,positiv,205898,Liebe,"Es ist eine Sache / die mir nicht ansteht zu wissen / und die mir noch weniger ansteht nachzusagen / gleichwohl / was thut die gute Affection nicht ?
","['Es', 'ist', 'eine', 'Sache', '/', 'die', 'mir', 'nicht', 'ansteht', 'zu', 'wissen', '/', 'und', 'die', 'mir', 'noch', 'weniger', 'ansteht', 'nachzusagen', '/', 'gleichwohl', '/', 'was', 'thut', 'die', 'gute', 'Affection', 'nicht', '?']"
479,celinde,,,,,,VH,negativ,207145,CATMA_0715BADE-5611-4E23-B7BE-3E2CD54840A5,11,Emotionen des Leids,negativ,207065,Mitleid,Darauß mag er mein hertzliches Mitleiden wegen seiner Gefangenschafft abnehmen. ,"['Darauß', 'mag', 'er', 'mein', 'hertzliches', 'Mitleiden', 'wegen', 'seiner', 'Gefangenschafft', 'abnehmen', '.']"
480,leonisse,,,,,,VH,positiv,207803,CATMA_B2B4A2A7-6537-48C3-8987-7EA3E08E7F14,20,Emotionen der Freude,positiv,207690,Freude,"Ach wer ist so glückselig in seiner Beredsamkeit / daß er diesen unbändigen zu der Stadt hinaus gemeistert hat ?
","['Ach', 'wer', 'ist', 'so', 'glückselig', 'in', 'seiner', 'Beredsamkeit', '/', 'daß', 'er', 'diesen', 'unbändigen', 'zu', 'der', 'Stadt', 'hinaus', 'gemeistert', 'hat', '?']"
481,,,,,,,VH,positiv,207877,CATMA_8F2CFBAF-79F7-4995-AA7A-00A07E1FCB55,10,Emotionen der Zuneigung,positiv,207815,Verehrung,"Diese Wohlthat haben wir dem Herrn Ertz-Bischoffe zu dancken.
","['Diese', 'Wohlthat', 'haben', 'wir', 'dem', 'Herrn', 'Ertz-Bischoffe', 'zu', 'dancken', '.']"
482,leonisse,,,,,,VH,positiv,207986,CATMA_AF548EA1-6160-4620-AC8F-870D5A936FB4,15,Emotionen der Zuneigung,positiv,207888,Verehrung,"Ach ja / dieser vortrefliche Mann verdienet bey der itzigen Unruh eine unsterbliche Danckbarkeit.
","['Ach', 'ja', '/', 'dieser', 'vortrefliche', 'Mann', 'verdienet', 'bey', 'der', 'itzigen', 'Unruh', 'eine', 'unsterbliche', 'Danckbarkeit', '.']"
483,leonisse,,,,,,VH,positiv,209879,CATMA_1715973C-8FBC-4922-BBDB-C5240C527346,22,Emotionen der Freude,positiv,209772,Schadenfreude,"So recht / wer viel rothes Blut vergossen hat / der muß in dem rothen Weine Blut und Gifft hinein sauffen.
","['So', 'recht', '/', 'wer', 'viel', 'rothes', 'Blut', 'vergossen', 'hat', '/', 'der', 'muß', 'in', 'dem', 'rothen', 'Weine', 'Blut', 'und', 'Gifft', 'hinein', 'sauffen', '.']"
484,,,,,,,VH,negativ,210086,CATMA_C89D77E3-3776-4175-AD00-230EEF71A271_0,26,Emotionen der Angst,negativ,209965,Angst,"Ach meine allerliebste Frau Mutter / ach ist niemand der mir helffen wil ? ein böse Ding! ein böse Ding! ein böse Ding I
","['Ach', 'meine', 'allerliebste', 'Frau', 'Mutter', '/', 'ach', 'ist', 'niemand', 'der', 'mir', 'helffen', 'wil', '?', 'ein', 'böse', 'Ding', '!', 'ein', 'böse', 'Ding', '!', 'ein', 'böse', 'Ding', 'I']"
485,,,,,,,VH,negativ,210390,CATMA_C89D77E3-3776-4175-AD00-230EEF71A271_1,57,Emotionen der Angst,negativ,210144,Angst,"Ach das weiß ich nicht / es begegnete mir was / halb wie ein Gespenste / halb wie ein Mensch / und auf beiden Seiten wie ein böse Ding. Ach! meine Hände! ach meine Füsse! mein Kopff! Wo ich das böse Ding noch einmahl sehe / so bin ich des Todes.
","['Ach', 'das', 'weiß', 'ich', 'nicht', '/', 'es', 'begegnete', 'mir', 'was', '/', 'halb', 'wie', 'ein', 'Gespenste', '/', 'halb', 'wie', 'ein', 'Mensch', '/', 'und', 'auf', 'beiden', 'Seiten', 'wie', 'ein', 'böse', 'Ding', '.', 'Ach', '!', 'meine', 'Hände', '!', 'ach', 'meine', 'Füsse', '!', 'mein', 'Kopff', '!', 'Wo', 'ich', 'das', 'böse', 'Ding', 'noch', 'einmahl', 'sehe', '/', 'so', 'bin', 'ich', 'des', 'Todes', '.']"
486,,,,,,,VH,negativ,210924,CATMA_05D425A1-3704-4F53-AD9D-1574C5A097B3,19,Emotionen des Leids,negativ,210809,Leid,"Ach / so begegnete mir ein ungewöhnliches Ding / das ich mein Lebtage nicht schändlicher habe abgemahlet gesehen.

","['Ach', '/', 'so', 'begegnete', 'mir', 'ein', 'ungewöhnliches', 'Ding', '/', 'das', 'ich', 'mein', 'Lebtage', 'nicht', 'schändlicher', 'habe', 'abgemahlet', 'gesehen', '.']"
487,,,,,,,VH,negativ,211191,CATMA_0B81EC72-C6A3-4A41-A52C-A48A6F671ED5,38,Emotionen des Leids,negativ,210982,Leid,"Ich habe dem Herrn Schloß-Hauptmann meine Noth geklaget / ob es was helffen wird / dasselbe mag sich ausweisen. O ist dieses die unglückselige Stunde / daß ich am hellen lichten Tag ein Gespenste sehen soll ?
","['Ich', 'habe', 'dem', 'Herrn', 'Schloß-Hauptmann', 'meine', 'Noth', 'geklaget', '/', 'ob', 'es', 'was', 'helffen', 'wird', '/', 'dasselbe', 'mag', 'sich', 'ausweisen', '.', 'O', 'ist', 'dieses', 'die', 'unglückselige', 'Stunde', '/', 'daß', 'ich', 'am', 'hellen', 'lichten', 'Tag', 'ein', 'Gespenste', 'sehen', 'soll', '?']"
488,,,,,,,VH,negativ,211230,CATMA_04BF242F-66FB-4695-A074-F7364BE42E79,6,Emotionen der Angst,negativ,211202,Angst,"Mir wird recht bange dabey.
","['Mir', 'wird', 'recht', 'bange', 'dabey', '.']"
489,,,,,,,VH,negativ,211339,CATMA_AB323243-F5A1-4023-A1D7-19C840F003F0,21,Emotionen der Angst,negativ,211238,Angst,"Ach Frau Mutter / da ist das böse Ding / sie lasse mich nur an einen sichern Winckel verborgen seyn.
","['Ach', 'Frau', 'Mutter', '/', 'da', 'ist', 'das', 'böse', 'Ding', '/', 'sie', 'lasse', 'mich', 'nur', 'an', 'einen', 'sichern', 'Winckel', 'verborgen', 'seyn', '.']"
490,,,,,,,VH,negativ,211585,CATMA_13498775-E662-420E-B90C-F58FCEC27390,28,Emotionen der Ablehnung,negativ,211453,Ärger,"Das wil ich dir befehlen. Sag an / wer du bist / oder ich wil eine Tragcedie mit dir spielen / darüber dein Hertze zerbrechen soll.
","['Das', 'wil', 'ich', 'dir', 'befehlen', '.', 'Sag', 'an', '/', 'wer', 'du', 'bist', '/', 'oder', 'ich', 'wil', 'eine', 'Tragcedie', 'mit', 'dir', 'spielen', '/', 'darüber', 'dein', 'Hertze', 'zerbrechen', 'soll', '.']"
491,prospero,,,,,,VH,negativ,212231,CATMA_1BB411C2-4DAF-465E-A772-A35AA23A1E0D,30,Emotionen der Ablehnung,negativ,212048,Ärger,"Es ist eine Verrätherey da: diese Hexe hat alle Winckel durchkrochen / damit sie aller vermuthung nach Gifft oder andere verderbliche Sachen bey unsern hohen Personen ausbreiten kan.
","['Es', 'ist', 'eine', 'Verrätherey', 'da', ':', 'diese', 'Hexe', 'hat', 'alle', 'Winckel', 'durchkrochen', '/', 'damit', 'sie', 'aller', 'vermuthung', 'nach', 'Gifft', 'oder', 'andere', 'verderbliche', 'Sachen', 'bey', 'unsern', 'hohen', 'Personen', 'ausbreiten', 'kan', '.']"
492,,,,,,nur auf Sprachebene,VH,negativ,212670,CATMA_A7F637AE-E313-4A12-9501-835918CC79BD,12,Emotionen der Angst,negativ,212612,Angst,"Ein armes Thier / das sich vor allen Leuten fürchten muß.
","['Ein', 'armes', 'Thier', '/', 'das', 'sich', 'vor', 'allen', 'Leuten', 'fürchten', 'muß', '.']"
493,allegro,,"['anaclerio', 'leonisse', 'prospero']",,,,VH,positiv,213062,CATMA_1753CC4F-0541-44BA-8B83-A2F327FD61CA,9,Emotionen der Freude,positiv,213012,Schadenfreude,"Ach was vor ein Wunderwerck wird offenbar werden.
","['Ach', 'was', 'vor', 'ein', 'Wunderwerck', 'wird', 'offenbar', 'werden', '.']"
494,leonisse,,,,,,VH,negativ,213479,CATMA_E514BAF4-8C92-4C54-B522-7EE96BF86F61,13,Emotionen der Ablehnung,negativ,213396,Ärger,"Ach du boßhafftiger Schelm / was hat dich zu dieser Leichtfertigkeit angetrieben ?
","['Ach', 'du', 'boßhafftiger', 'Schelm', '/', 'was', 'hat', 'dich', 'zu', 'dieser', 'Leichtfertigkeit', 'angetrieben', '?']"
495,,,"['leonisse', 'unpersönlich']",,,,VH,positiv,213764,CATMA_5CFD34E6-F117-4F27-9F2C-C5CD9E1D5C03,48,Emotionen der Freude,positiv,213489,Schadenfreude,"Wäre kein boßhafftiger Schelm in der Welt / so wäre ich in eurem Pallast noch ein kurtzweiliger Rath. Nachdem aber alle Zeiten närrisch lauffen / daß ich alle Tage mein liebstes Jungfer Waschmädgen im Schlosse nicht besuchen kan / so muß ich wohl etwas poßierüches anfangen.
","['Wäre', 'kein', 'boßhafftiger', 'Schelm', 'in', 'der', 'Welt', '/', 'so', 'wäre', 'ich', 'in', 'eurem', 'Pallast', 'noch', 'ein', 'kurtzweiliger', 'Rath', '.', 'Nachdem', 'aber', 'alle', 'Zeiten', 'närrisch', 'lauffen', '/', 'daß', 'ich', 'alle', 'Tage', 'mein', 'liebstes', 'Jungfer', 'Waschmädgen', 'im', 'Schlosse', 'nicht', 'besuchen', 'kan', '/', 'so', 'muß', 'ich', 'wohl', 'etwas', 'poßierüches', 'anfangen', '.']"
496,,,,,,,VH,negativ,213976,CATMA_3DD0EF1E-744F-477D-8896-DA107356B310,34,Emotionen der Ablehnung,negativ,213775,Ärger,"Es soll dir nach deinem Verdienst gelohnet werden. Hertzog Roccella begleitet unser Fräulein in unser Gemach: der Herr Hauptmann mag von unserm Sohn erfahren / wie der Bösewicht soll gestrafft werden.
","['Es', 'soll', 'dir', 'nach', 'deinem', 'Verdienst', 'gelohnet', 'werden', '.', 'Hertzog', 'Roccella', 'begleitet', 'unser', 'Fräulein', 'in', 'unser', 'Gemach', ':', 'der', 'Herr', 'Hauptmann', 'mag', 'von', 'unserm', 'Sohn', 'erfahren', '/', 'wie', 'der', 'Bösewicht', 'soll', 'gestrafft', 'werden', '.']"
497,allegro,,,,,,VH,positiv,214074,CATMA_44E7F43D-815D-493E-8B8C-A8781E9874AB,5,Emotionen der Zuneigung,positiv,214050,Verehrung,Das war eine kluge Frau ,"['Das', 'war', 'eine', 'kluge', 'Frau']"
498,,,,,,,VH,negativ,214304,CATMA_6624EF1E-257E-4BF4-9281-7636E5C293A4,25,Emotionen des Leids,negativ,214175,Leid,"Ach ich wolte / es hätte der Bube zwey Tage zuvor an den Galgen gehangen / ehe er so einen Schelmischen Possen angefangen hätte.
","['Ach', 'ich', 'wolte', '/', 'es', 'hätte', 'der', 'Bube', 'zwey', 'Tage', 'zuvor', 'an', 'den', 'Galgen', 'gehangen', '/', 'ehe', 'er', 'so', 'einen', 'Schelmischen', 'Possen', 'angefangen', 'hätte', '.']"
499,arcos,,,,,,VH,negativ,214582,CATMA_69ABEDA5-6CDD-4215-AEF2-FA91700079FF,17,Emotionen des Leids,negativ,214499,Mitleid,"Es ist eine Sache / deswegen man kein Blut vergiessen mag: er soll ins Zucht-Hauß.
","['Es', 'ist', 'eine', 'Sache', '/', 'deswegen', 'man', 'kein', 'Blut', 'vergiessen', 'mag', ':', 'er', 'soll', 'ins', 'Zucht-Hauß', '.']"
500,,,"['arcos', 'prospero']",,,,VH,positiv,214712,CATMA_6B19381E-17C1-40DE-A4E3-BB8F4E87C2C7,24,Emotionen der Freude,positiv,214592,Schadenfreude,"Ich bin mein Tage so gar züchtig nicht gewesen: ich weiß nicht / wie sich das Zucht-Haus zu meiner Unzucht reimen wird.
","['Ich', 'bin', 'mein', 'Tage', 'so', 'gar', 'züchtig', 'nicht', 'gewesen', ':', 'ich', 'weiß', 'nicht', '/', 'wie', 'sich', 'das', 'Zucht-Haus', 'zu', 'meiner', 'Unzucht', 'reimen', 'wird', '.']"
501,,,"['arcos', 'prospero']",,,,VH,positiv,215069,CATMA_6CD8574D-66F6-48A0-8C82-ACBE4924BAA4,39,Emotionen der Freude,positiv,214867,Schadenfreude,"Ich wolte / daß ich ein solch Aemptgen kriegte. Wer mir was zu Leide gethan hätte / dem wolte ich meine Expedition in den Barth werffen / daß sich ein ander an dem herrlichen Anblicke bespiegeln solte.
","['Ich', 'wolte', '/', 'daß', 'ich', 'ein', 'solch', 'Aemptgen', 'kriegte', '.', 'Wer', 'mir', 'was', 'zu', 'Leide', 'gethan', 'hätte', '/', 'dem', 'wolte', 'ich', 'meine', 'Expedition', 'in', 'den', 'Barth', 'werffen', '/', 'daß', 'sich', 'ein', 'ander', 'an', 'dem', 'herrlichen', 'Anblicke', 'bespiegeln', 'solte', '.']"
502,arcos,,,,,,VH,negativ,215274,CATMA_D3642873-458B-40B3-8CB4-1A3006F32DAC,18,Emotionen der Ablehnung,negativ,215189,Ärger,"So last ein Vogel-Bauer machen / da soll der Vogel drinne stecken / so lang er lebt.
","['So', 'last', 'ein', 'Vogel-Bauer', 'machen', '/', 'da', 'soll', 'der', 'Vogel', 'drinne', 'stecken', '/', 'so', 'lang', 'er', 'lebt', '.']"
503,arcos,,,,,,VH,negativ,215550,CATMA_C3D07558-284D-4A8D-B2AE-871244E5753D,23,Emotionen der Ablehnung,negativ,215430,Ärger,"Ist es nicht von Eisen / so mag es von Holtze seyn; der Schelm muß als eine unvernünStige Bestie eingeschlossen werden.
","['Ist', 'es', 'nicht', 'von', 'Eisen', '/', 'so', 'mag', 'es', 'von', 'Holtze', 'seyn', ';', 'der', 'Schelm', 'muß', 'als', 'eine', 'unvernünStige', 'Bestie', 'eingeschlossen', 'werden', '.']"
504,,,,,,,VH,negativ,215780,CATMA_3EBE8AB8-84DC-4C25-B706-1B045C1A8806,14,Emotionen der Angst,negativ,215709,Angst,"O Jammer über Jammer / wo mir der Pfuscher ein Narren-Hauß bauen soll.
","['O', 'Jammer', 'über', 'Jammer', '/', 'wo', 'mir', 'der', 'Pfuscher', 'ein', 'Narren-Hauß', 'bauen', 'soll', '.']"
505,,,,,,,VH,positiv,215871,CATMA_672C54B7-2B2E-44BA-BB40-5C40D90B1563,17,Emotionen der Freude,positiv,215788,Schadenfreude,"Wohlan so mag er geschafft werden: ich wil schon nachfragen / ob es geschehen ist.
","['Wohlan', 'so', 'mag', 'er', 'geschafft', 'werden', ':', 'ich', 'wil', 'schon', 'nachfragen', '/', 'ob', 'es', 'geschehen', 'ist', '.']"
506,,,,,,,VH,negativ,217412,CATMA_F35E84EF-8067-461F-A4DA-ED9271D5ACFE,38,Emotionen der Ablehnung,negativ,217253,Ärger,"hörstu nicht / was ich dir machen soll ? - - - Steh mir recht auf / daß ich mich in dem Masse nicht verirre - - - Je so schicke dich / daß dich potz Regiment.
","['hörstu', 'nicht', '/', 'was', 'ich', 'dir', 'machen', 'soll', '?', '-', '-', '-', 'Steh', 'mir', 'recht', 'auf', '/', 'daß', 'ich', 'mich', 'in', 'dem', 'Masse', 'nicht', 'verirre', '-', '-', '-', 'Je', 'so', 'schicke', 'dich', '/', 'daß', 'dich', 'potz', 'Regiment', '.']"
507,,,,,,,VH,positiv,217506,CATMA_D1EC450E-1EFE-4848-9CAA-5E09BD6E8316_0,17,Emotionen der Freude,positiv,217440,Schadenfreude,Je du Narr / wenn ich ein Vogel bin / so kan ich wohl nicht reden.,"['Je', 'du', 'Narr', '/', 'wenn', 'ich', 'ein', 'Vogel', 'bin', '/', 'so', 'kan', 'ich', 'wohl', 'nicht', 'reden', '.']"
508,,,,,,,VH,positiv,217609,CATMA_D1EC450E-1EFE-4848-9CAA-5E09BD6E8316_1,9,Emotionen der Freude,positiv,217574,Schadenfreude,"Aber sagt nur / bin ich ein Vogel?
","['Aber', 'sagt', 'nur', '/', 'bin', 'ich', 'ein', 'Vogel', '?']"
509,,,,,,,VH,positiv,217709,CATMA_D1EC450E-1EFE-4848-9CAA-5E09BD6E8316_2,11,Emotionen der Freude,positiv,217662,Schadenfreude,"So wil ich ein Vogel seyn / und davon fliegen.
","['So', 'wil', 'ich', 'ein', 'Vogel', 'seyn', '/', 'und', 'davon', 'fliegen', '.']"
510,,,,,,,VH,negativ,218146,CATMA_5996F463-01CC-4DA0-AC12-6C77C64A4E73,24,Emotionen der Ablehnung,negativ,218028,Ärger,"Ihr tummen Kerlen / es ist eine Schande / daß ihr euern Printz nicht besser RESPECTiret: da giebt es was zu arbeiten.
","['Ihr', 'tummen', 'Kerlen', '/', 'es', 'ist', 'eine', 'Schande', '/', 'daß', 'ihr', 'euern', 'Printz', 'nicht', 'besser', 'RESPECTiret', ':', 'da', 'giebt', 'es', 'was', 'zu', 'arbeiten', '.']"
511,pazzo,,,,,,VH,positiv,218623,CATMA_DABD88E7-7677-45CA-8DD1-CBBD5903D3C9,13,Emotionen der Freude,positiv,218562,Schadenfreude,"Es ist gar ein grober Vogel / er paßierte vor einen Trappen.
","['Es', 'ist', 'gar', 'ein', 'grober', 'Vogel', '/', 'er', 'paßierte', 'vor', 'einen', 'Trappen', '.']"
