,Unnamed: 0,Emotionsbezug_falls_nötig,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,Sprachebene,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
281,434,,IBRAHIM,,KIOSEM,,,,LSch,negativ,102112.0,CATMA_BDC1138C-A9A8-45BF-B3E1-1E60A4041942,10,Emotionen der Ablehnung,negativ,102063.0,Abscheu,Glaubs: daß der Crocodil mit seinem Weinen dreue.,"['Glaubs', ':', 'daß', 'der', 'Crocodil', 'mit', 'seinem', 'Weinen', 'dreue', '.']"
282,435,,,,,,,,LSch,positiv,102674.0,CATMA_A0CD712A-F54A-438D-B60C-448293728070,62,Emotionen der Zuneigung,positiv,102341.0,Verehrung,"Daß eure Majestät hier Gnad ertheilt für Recht:
Allein / im Fall sich darf ein unvermögend Knecht
Unstrafbar unterstehn den Sultan umb Genade
Fußfällig anzuflehn; Gläub ich: der Käyser schade
Sich selbst und seiner Ruh / durch allzu harten Spruch;
Er pflantz ihm Ruhm und Heil / wenn er für Schmertz und Fluch
Der Mutter Segen wehlt.","['Daß', 'eure', 'Majestät', 'hier', 'Gnad', 'ertheilt', 'für', 'Recht', ':', 'Allein', '/', 'im', 'Fall', 'sich', 'darf', 'ein', 'unvermögend', 'Knecht', 'Unstrafbar', 'unterstehn', 'den', 'Sultan', 'umb', 'Genade', 'Fußfällig', 'anzuflehn', ';', 'Gläub', 'ich', ':', 'der', 'Käyser', 'schade', 'Sich', 'selbst', 'und', 'seiner', 'Ruh', '/', 'durch', 'allzu', 'harten', 'Spruch', ';', 'Er', 'pflantz', 'ihm', 'Ruhm', 'und', 'Heil', '/', 'wenn', 'er', 'für', 'Schmertz', 'und', 'Fluch', 'Der', 'Mutter', 'Segen', 'wehlt', '.']"
283,441,,,,,,,,LSch,negativ,104154.0,CATMA_05F4EB1E-0090-4752-89FC-DF50625555E9,10,Emotionen des Leids,negativ,104102.0,Leid,Ihr Frey-seyn setzt uns selbst in Unlust und Gefahr.,"['Ihr', 'Frey-seyn', 'setzt', 'uns', 'selbst', 'in', 'Unlust', 'und', 'Gefahr', '.']"
284,442,,IBRAHIM,,,,,,LSch,negativ,104359.0,CATMA_17A7FCB7-1C40-4F80-932C-91DD71CACDDA,24,Emotionen der Ablehnung,negativ,104240.0,Abscheu,"doch wird sie sich nur noch einst erkühnen
Vorwitzig zu vergehn / so sol der Kercker nicht /
Der Strang ihr lohnen ab.
","['doch', 'wird', 'sie', 'sich', 'nur', 'noch', 'einst', 'erkühnen', 'Vorwitzig', 'zu', 'vergehn', '/', 'so', 'sol', 'der', 'Kercker', 'nicht', '/', 'Der', 'Strang', 'ihr', 'lohnen', 'ab', '.']"
285,443,,,,,,,,LSch,positiv,104451.0,CATMA_D1186980-45B5-48CF-B2E0-1C0C0889E924,16,Emotionen der Zuneigung,positiv,104370.0,Verehrung,"Ich bürge für die Pflicht
Der Mutter / und sie selbst wird ihm fußfällig dancken.","['Ich', 'bürge', 'für', 'die', 'Pflicht', 'Der', 'Mutter', '/', 'und', 'sie', 'selbst', 'wird', 'ihm', 'fußfällig', 'dancken', '.']"
286,445,,IBRAHIM,,,,,,LSch,negativ,104809.0,CATMA_0A074C88-92E2-44AB-BDF4-7C0CF4AC4473,11,Emotionen der Angst,negativ,104756.0,Angst,Was bringstu uns / mein Trost / Vergnügung oder Pein?,"['Was', 'bringstu', 'uns', '/', 'mein', 'Trost', '/', 'Vergnügung', 'oder', 'Pein', '?']"
287,446,,IBRAHIM,SECHIERPERA,AMBRE,,,,LSch,negativ,104876.0,CATMA_A8C44C07-4FEE-4CF3-9B3B-F15C6396D3FE,10,Emotionen des Leids,negativ,104824.0,Leid,Durch einen Schlag kan nicht ein Baum gefället seyn.,"['Durch', 'einen', 'Schlag', 'kan', 'nicht', 'ein', 'Baum', 'gefället', 'seyn', '.']"
288,447,,IBRAHIM,,,,,,LSch,negativ,104938.0,CATMA_430070E3-FBEF-403B-804A-804BC86CA6A3,12,Emotionen des Leids,negativ,104887.0,Leid,So läßt / hilf Himmel! sich die Raue nicht bewegen?,"['So', 'läßt', '/', 'hilf', 'Himmel', '!', 'sich', 'die', 'Raue', 'nicht', 'bewegen', '?']"
289,450,,IBRAHIM,,,,,,LSch,Emotionale Bewegtheit,105199.0,CATMA_8FFD0356-A5B8-4177-9CE8-10664A03DE82,12,Emotionale Bewegtheit,Emotionale Bewegtheit,105143.0,Emotionale Bewegtheit,"Wie? stößt sie denn von sich die Seeligkeit mit Füssen?
","['Wie', '?', 'stößt', 'sie', 'denn', 'von', 'sich', 'die', 'Seeligkeit', 'mit', 'Füssen', '?']"
290,451,,,IBRAHIM,,,,,LSch,negativ,105321.0,CATMA_26F09275-6C1C-4A18-8A20-A29171EC2779,9,Emotionen der Angst,negativ,105274.0,Angst,Was mahlet ihr die Furcht für Todes-Larven für?,"['Was', 'mahlet', 'ihr', 'die', 'Furcht', 'für', 'Todes-Larven', 'für', '?']"
291,452,,,SECHIERPERA,,,,,LSch,negativ,105592.0,CATMA_25D485D5-9F25-4698-85F3-2EE28560AD8B,34,Emotionen des Leids,negativ,105431.0,Leid,"Darumb so sey ihr Schluß: für Thron und Gold die Hürden /
Für Wollust Fessel / Strick / und Sebel zu erwehln /
Als nebst dem Sultan ihr auch Hencker zu vermähln.","['Darumb', 'so', 'sey', 'ihr', 'Schluß', ':', 'für', 'Thron', 'und', 'Gold', 'die', 'Hürden', '/', 'Für', 'Wollust', 'Fessel', '/', 'Strick', '/', 'und', 'Sebel', 'zu', 'erwehln', '/', 'Als', 'nebst', 'dem', 'Sultan', 'ihr', 'auch', 'Hencker', 'zu', 'vermähln', '.']"
292,455,,,SECHIERPERA,AMBRE,,,,LSch,positiv,106175.0,CATMA_8B8B7BED-F7A1-43B5-96F3-E9CAF16D8D20,17,Emotionen der Zuneigung,positiv,106088.0,Liebe,"So wird der Seelenbrand sich auch des Sultans trennen
Durch Zeit / Vernunft / und Witz.","['So', 'wird', 'der', 'Seelenbrand', 'sich', 'auch', 'des', 'Sultans', 'trennen', 'Durch', 'Zeit', '/', 'Vernunft', '/', 'und', 'Witz', '.']"
293,456,,,,,,,nur auf Sprachebene,LSch,positiv,106450.0,CATMA_58859BAD-891B-4522-BC8A-E83DAE31DB20,30,Emotionen der Zuneigung,positiv,106301.0,Verehrung,"Der Ambre Schönheit hat entfernt mich mehr gezogen
Als sie mich nahe zeucht. Und / wo ich urtheiln kan /
So stehet Ambre nicht dem grossen Sultan an.","['Der', 'Ambre', 'Schönheit', 'hat', 'entfernt', 'mich', 'mehr', 'gezogen', 'Als', 'sie', 'mich', 'nahe', 'zeucht', '.', 'Und', '/', 'wo', 'ich', 'urtheiln', 'kan', '/', 'So', 'stehet', 'Ambre', 'nicht', 'dem', 'grossen', 'Sultan', 'an', '.']"
294,457,,IBRAHIM,,,,,,LSch,negativ,106726.0,CATMA_B1FC8D85-8085-493A-BE6B-8B950970AB70,52,Emotionen des Leids,negativ,106462.0,Leid,"Ach! leider / ach! diß ist kein Pflaster unsern Schmertzen!
Die Seiffe tilget nicht das Bildnüß auß dem Hertzen /
Die deine Zunge selbst pregt unser Seelen ein.
Wie mag die Göttin dir nunmehr verächtlich seyn /
Der Weyrauch war zu schlecht / und Balsam zu geringe?","['Ach', '!', 'leider', '/', 'ach', '!', 'diß', 'ist', 'kein', 'Pflaster', 'unsern', 'Schmertzen', '!', 'Die', 'Seiffe', 'tilget', 'nicht', 'das', 'Bildnüß', 'auß', 'dem', 'Hertzen', '/', 'Die', 'deine', 'Zunge', 'selbst', 'pregt', 'unser', 'Seelen', 'ein', '.', 'Wie', 'mag', 'die', 'Göttin', 'dir', 'nunmehr', 'verächtlich', 'seyn', '/', 'Der', 'Weyrauch', 'war', 'zu', 'schlecht', '/', 'und', 'Balsam', 'zu', 'geringe', '?']"
295,461,,,,AMBRE,,,nur auf Sprachebene,LSch,positiv,107358.0,CATMA_56506709-21F8-4799-92CA-44B563F6C5CA,74,Emotionen der Zuneigung,positiv,106948.0,Verehrung,"Ich schwere; grosser Fürst: daß itzt mit minderm Lichte
Mir Ambrens Antlitz spielt. Der Strahlen Unruh regt
Der Augen Uhrwerck nicht; Ihr Mund vermählt und hegt
Mit den Granaten nicht den Anmuths-Reitz zusammen.
Der Brüste Schneeberg ist kein Etna / weil von Flammen
Die Gipfel unbekrönt; ja kein tief Athem schwellt
Die lassen Bälg empor. Der Wangen Lilgen-Feld
Ist allzu sehr mit Röth und Rosen überstreuet.
","['Ich', 'schwere', ';', 'grosser', 'Fürst', ':', 'daß', 'itzt', 'mit', 'minderm', 'Lichte', 'Mir', 'Ambrens', 'Antlitz', 'spielt', '.', 'Der', 'Strahlen', 'Unruh', 'regt', 'Der', 'Augen', 'Uhrwerck', 'nicht', ';', 'Ihr', 'Mund', 'vermählt', 'und', 'hegt', 'Mit', 'den', 'Granaten', 'nicht', 'den', 'Anmuths-Reitz', 'zusammen', '.', 'Der', 'Brüste', 'Schneeberg', 'ist', 'kein', 'Etna', '/', 'weil', 'von', 'Flammen', 'Die', 'Gipfel', 'unbekrönt', ';', 'ja', 'kein', 'tief', 'Athem', 'schwellt', 'Die', 'lassen', 'Bälg', 'empor', '.', 'Der', 'Wangen', 'Lilgen-Feld', 'Ist', 'allzu', 'sehr', 'mit', 'Röth', 'und', 'Rosen', 'überstreuet', '.']"
296,464,,,,,,,,LSch,negativ,107812.0,CATMA_AC640D23-8FD4-409A-ADD8-719C5C7CC09E,19,Emotionen des Leids,negativ,107713.0,Leid,"Welch Unstern aber scheint
Von dem Verhängnüß uns? daß unsrer Seele Brände
Bey ihr nur Eiß gebehrn?","['Welch', 'Unstern', 'aber', 'scheint', 'Von', 'dem', 'Verhängnüß', 'uns', '?', 'daß', 'unsrer', 'Seele', 'Brände', 'Bey', 'ihr', 'nur', 'Eiß', 'gebehrn', '?']"
297,466,,SISIGAMBIS,,,,,,LSch,positiv,108399.0,CATMA_B62411E3-6BF2-4D7F-ACAE-FC06B95E0D9A,33,Emotionen der Freude,positiv,108235.0,Freude,"Schaut / Schwestern / welch ein Licht steigt auß so finstern Hölen.
Die grosse Sultanin / die Ibrahim verschloß /
Weil sie mein Engel war / ist wieder frey und loß.","['Schaut', '/', 'Schwestern', '/', 'welch', 'ein', 'Licht', 'steigt', 'auß', 'so', 'finstern', 'Hölen', '.', 'Die', 'grosse', 'Sultanin', '/', 'die', 'Ibrahim', 'verschloß', '/', 'Weil', 'sie', 'mein', 'Engel', 'war', '/', 'ist', 'wieder', 'frey', 'und', 'loß', '.']"
298,468,,FATIMA,,KIOSEM,,,,LSch,positiv,108463.0,CATMA_D2A1A723-1029-4BD6-8872-56157F33914A,9,Emotionen der Freude,positiv,108410.0,Freude,Dem Höchsten seys gedanckt: Sey tausendmal wilkommen!,"['Dem', 'Höchsten', 'seys', 'gedanckt', ':', 'Sey', 'tausendmal', 'wilkommen', '!']"
299,470,,KIOSEM,,,,,,LSch,positiv,108729.0,CATMA_810C1A95-1C5C-45B3-B131-E5F1F3CB76F8,17,Emotionen der Zuneigung,positiv,108625.0,Liebe,"Seyd / liebsten Kinder auch mir tausendmal gegrüsset /
Und ihr holdreichen Zweig umbhalset und geküsset.","['Seyd', '/', 'liebsten', 'Kinder', 'auch', 'mir', 'tausendmal', 'gegrüsset', '/', 'Und', 'ihr', 'holdreichen', 'Zweig', 'umbhalset', 'und', 'geküsset', '.']"
300,471,,"['ALIMA', 'FATIMA']",KIOSEM,,,,,LSch,negativ,108783.0,CATMA_0A539FDF-6BA9-4168-85C8-E3A8D83CAA72,11,Emotionen der Angst,negativ,108730.0,Angst,Doch was ficht euer Hertz für Furcht und Ohnmacht an?,"['Doch', 'was', 'ficht', 'euer', 'Hertz', 'für', 'Furcht', 'und', 'Ohnmacht', 'an', '?']"
301,473,,,,,,,,LSch,negativ,109021.0,CATMA_D483F746-3AE7-442D-9F84-A02E3E7E500A,35,Emotionen des Leids,negativ,108851.0,Leid,"Ein Schmertz / der nebelt auß in Wortte / Säufzer / Zehren /
Erleichtert Hertz und Brust. Wolln sie sich nun beschweren
Ihr Leid uns zu erzehln / bin ich zu helffen dar.
","['Ein', 'Schmertz', '/', 'der', 'nebelt', 'auß', 'in', 'Wortte', '/', 'Säufzer', '/', 'Zehren', '/', 'Erleichtert', 'Hertz', 'und', 'Brust', '.', 'Wolln', 'sie', 'sich', 'nun', 'beschweren', 'Ihr', 'Leid', 'uns', 'zu', 'erzehln', '/', 'bin', 'ich', 'zu', 'helffen', 'dar', '.']"
302,475,,KIOSEM,,,,,,LSch,negativ,109130.0,CATMA_92C4CEB9-0371-4C7B-8480-B64295251AF6,9,Emotionen der Ablehnung,negativ,109084.0,Abscheu,"Von welchem Tyger ist ihr Unheil zu besorgen.
","['Von', 'welchem', 'Tyger', 'ist', 'ihr', 'Unheil', 'zu', 'besorgen', '.']"
303,476,,,,,,,,LSch,negativ,109189.0,CATMA_AF6179BE-1AE9-426B-8570-A118D143D7F2,11,Emotionen der Angst,negativ,109139.0,Verzweiflung,"Der Himmel weiß es nur / uns aber ists verborgen.
","['Der', 'Himmel', 'weiß', 'es', 'nur', '/', 'uns', 'aber', 'ists', 'verborgen', '.']"
304,477,,"['ALIMA', 'FATIMA']",,,,,,LSch,negativ,109246.0,CATMA_00B37502-8161-4729-857A-F5BE2D586EEB,9,Emotionen des Leids,negativ,109198.0,Leid,Legt mir was deutlicher des Hertzens Kummer auß.,"['Legt', 'mir', 'was', 'deutlicher', 'des', 'Hertzens', 'Kummer', 'auß', '.']"
305,478,,,,,,,,LSch,negativ,109356.0,CATMA_6C9E19EC-D9B2-4DA5-A13B-309078B7956E,19,Emotionen der Angst,negativ,109255.0,Verzweiflung,"Uns beyden hat geträumt: wie ein erzürnter Strauß
Sich mit geharnschter Klau uns sie zu rauben mühe.
","['Uns', 'beyden', 'hat', 'geträumt', ':', 'wie', 'ein', 'erzürnter', 'Strauß', 'Sich', 'mit', 'geharnschter', 'Klau', 'uns', 'sie', 'zu', 'rauben', 'mühe', '.']"
306,479,,"['ALIMA', 'FATIMA']",KIOSEM,,,,,LSch,negativ,109549.0,CATMA_68E1AF74-3625-488C-9C8B-ABD820186A4D,9,Emotionen des Leids,negativ,109500.0,Leid,"Gewiß / der Himmel dreut ein unvermeidlich Leid.
","['Gewiß', '/', 'der', 'Himmel', 'dreut', 'ein', 'unvermeidlich', 'Leid', '.']"
307,481,,,,,,,,LSch,negativ,110015.0,CATMA_5718AF43-E6B4-453D-BB28-8AD04A932CD3,21,Emotionen des Leids,negativ,109913.0,Leid,"so lange daß uns Hertz
Und Athem schon gebrach / und von so herbem Schmertz
Uns hieng die Ohnmacht zu;","['so', 'lange', 'daß', 'uns', 'Hertz', 'Und', 'Athem', 'schon', 'gebrach', '/', 'und', 'von', 'so', 'herbem', 'Schmertz', 'Uns', 'hieng', 'die', 'Ohnmacht', 'zu', ';']"
308,482,,,,,,,,LSch,negativ,110292.0,CATMA_0FEAEA8C-8CFD-4373-85B8-ED64A0ABE830,21,Emotionen des Leids,negativ,110192.0,Leid,"Ach! leider / dieser Strauß
Ist unser Sultan selbst; ich aber leider! werde
Die frembde Taube seyn!
","['Ach', '!', 'leider', '/', 'dieser', 'Strauß', 'Ist', 'unser', 'Sultan', 'selbst', ';', 'ich', 'aber', 'leider', '!', 'werde', 'Die', 'frembde', 'Taube', 'seyn', '!']"
309,484,,KIOSEM,,,,,,LSch,Emotionale Bewegtheit,110919.0,CATMA_D6180E7D-DDCE-498E-AF81-ABEB2DD6EEBB,74,Emotionale Bewegtheit,Emotionale Bewegtheit,110533.0,Emotionale Bewegtheit,"Habt ihr den Witz verlohren?
Daß ihr euch gutte Träum auß thörchtem Irrthumb legt
Zu eurem Unheil auß? Wahr ists: der Himmel pflegt
Durch Träum uns künftig Glück und Fall zu offenbaren.
Ihr aber ziht den Traum auf Deutung mit den Haaren.
Warumb muß euer Strauß des Sultans Vorbild seyn /
Der seinen Kindern selbst die Klauen setzet ein?
Warumb sol Taub und Traum auf Sisigamben zielen?
","['Habt', 'ihr', 'den', 'Witz', 'verlohren', '?', 'Daß', 'ihr', 'euch', 'gutte', 'Träum', 'auß', 'thörchtem', 'Irrthumb', 'legt', 'Zu', 'eurem', 'Unheil', 'auß', '?', 'Wahr', 'ists', ':', 'der', 'Himmel', 'pflegt', 'Durch', 'Träum', 'uns', 'künftig', 'Glück', 'und', 'Fall', 'zu', 'offenbaren', '.', 'Ihr', 'aber', 'ziht', 'den', 'Traum', 'auf', 'Deutung', 'mit', 'den', 'Haaren', '.', 'Warumb', 'muß', 'euer', 'Strauß', 'des', 'Sultans', 'Vorbild', 'seyn', '/', 'Der', 'seinen', 'Kindern', 'selbst', 'die', 'Klauen', 'setzet', 'ein', '?', 'Warumb', 'sol', 'Taub', 'und', 'Traum', 'auf', 'Sisigamben', 'zielen', '?']"
310,485,,FATIMA,,,,,,LSch,negativ,111240.0,CATMA_E2DDE964-7F04-4642-A6EA-0E3D5746D784,58,Emotionen der Angst,negativ,110929.0,Verzweiflung,"Kommt es ihr frembde für: daß sich die Fürsten kühlen
Mit ihrer Kinder Blutt? Wie lang ists: daß Verdacht
Des Mahumets hat Sohn und Mutter umbgebracht?
Der grosse Suleiman115

 hat selbst sich hoch beflecket
Durch zweyer Söhne Tod. Und wessen Macht sonst strecket
Sich ausser ihm so weit die Kinder zu versehrn?","['Kommt', 'es', 'ihr', 'frembde', 'für', ':', 'daß', 'sich', 'die', 'Fürsten', 'kühlen', 'Mit', 'ihrer', 'Kinder', 'Blutt', '?', 'Wie', 'lang', 'ists', ':', 'daß', 'Verdacht', 'Des', 'Mahumets', 'hat', 'Sohn', 'und', 'Mutter', 'umbgebracht', '?', 'Der', 'grosse', 'Suleiman115', 'hat', 'selbst', 'sich', 'hoch', 'beflecket', 'Durch', 'zweyer', 'Söhne', 'Tod', '.', 'Und', 'wessen', 'Macht', 'sonst', 'strecket', 'Sich', 'ausser', 'ihm', 'so', 'weit', 'die', 'Kinder', 'zu', 'versehrn', '?']"
311,486,,,,,,,,LSch,negativ,111506.0,CATMA_B055B483-DD20-44A1-82E3-51C7DC8EACC2,36,Emotionen der Ablehnung,negativ,111306.0,Abscheu,"Der unterm Mustaffa / umb sich am höchsten Brette
Des Käyserthumbs zu sehn / längst außgetilget hätte
Mit meiner Söhne Fall des Oßmanns gantzes Hauß;
Hätt ich dem Hunde nicht das Schwerd gewunden auß.","['Der', 'unterm', 'Mustaffa', '/', 'umb', 'sich', 'am', 'höchsten', 'Brette', 'Des', 'Käyserthumbs', 'zu', 'sehn', '/', 'längst', 'außgetilget', 'hätte', 'Mit', 'meiner', 'Söhne', 'Fall', 'des', 'Oßmanns', 'gantzes', 'Hauß', ';', 'Hätt', 'ich', 'dem', 'Hunde', 'nicht', 'das', 'Schwerd', 'gewunden', 'auß', '.']"
312,487,,KIOSEM,,,,,,LSch,negativ,111580.0,CATMA_D3A0D310-8C72-4BDC-A98D-23074237BBE5,12,Emotionen der Ablehnung,negativ,111507.0,Abscheu,"Die Mutter Mustaffens nam selbst auch Mörderthaten
Auf sie vergebens für.","['Die', 'Mutter', 'Mustaffens', 'nam', 'selbst', 'auch', 'Mörderthaten', 'Auf', 'sie', 'vergebens', 'für', '.']"
313,488,,ALIMA,,,,,,LSch,negativ,111728.0,CATMA_C6BD7E8A-16BF-4AF0-896E-6F2288DF2929,17,Emotionen der Angst,negativ,111652.0,Verzweiflung,"Gott steh auch diesen bey /
Und helffe: daß der Traum ein blosser Nebel sey!","['Gott', 'steh', 'auch', 'diesen', 'bey', '/', 'Und', 'helffe', ':', 'daß', 'der', 'Traum', 'ein', 'blosser', 'Nebel', 'sey', '!']"
314,489,,FATIMA,,,,,,LSch,negativ,112084.0,CATMA_ACCAE105-CF4B-427E-974B-A89866733DFF,7,Emotionen der Angst,negativ,112056.0,Angst,Hilf Gott! der Sultan kommt.,"['Hilf', 'Gott', '!', 'der', 'Sultan', 'kommt', '.']"
315,490,,ALIMA,,IBRAHIM,,,,LSch,positiv,112207.0,CATMA_304CB72D-2FCE-4BA7-AFBF-91D63847DED2,15,Emotionen der Zuneigung,positiv,112134.0,Verehrung,"Uns lässet Kiosem des Käysers Gnade wissen /
Die sie der Haft macht frey.","['Uns', 'lässet', 'Kiosem', 'des', 'Käysers', 'Gnade', 'wissen', '/', 'Die', 'sie', 'der', 'Haft', 'macht', 'frey', '.']"
316,493,,KIOSEM,,,,,,LSch,Emotionale Bewegtheit,112474.0,CATMA_C367544F-EDD4-44A8-842C-ADB064450472,7,Emotionale Bewegtheit,Emotionale Bewegtheit,112441.0,Emotionale Bewegtheit,Was solln die Kinder ihm alleine?,"['Was', 'solln', 'die', 'Kinder', 'ihm', 'alleine', '?']"
317,494,,,,KIOSEM,,,,LSch,negativ,112526.0,CATMA_0AFCD6DC-451F-4248-9071-A0930F38686F,10,Emotionen der Ablehnung,negativ,112485.0,Ärger,"Wer hat Recht
Zu forschen / was wir thun?","['Wer', 'hat', 'Recht', 'Zu', 'forschen', '/', 'was', 'wir', 'thun', '?']"
318,495,,,,,,,,LSch,negativ,112714.0,CATMA_28052C32-C58A-4B0E-BD94-659DEA86E291,14,Emotionen der Ablehnung,negativ,112636.0,Ärger,"Der Vorwitz sol mir hier mit seinem eignen Blutte
Selbst seine Schuld bezahln.","['Der', 'Vorwitz', 'sol', 'mir', 'hier', 'mit', 'seinem', 'eignen', 'Blutte', 'Selbst', 'seine', 'Schuld', 'bezahln', '.']"
319,497,,"['ALIMA', 'FATIMA', 'unpersönlich']",,"['BAJAZETH', 'MACHMET', 'MURAT', 'SULEIMAN', 'unpersönlich']",,,,LSch,positiv,112923.0,CATMA_5E889230-6F9B-4E0F-9A54-1429B58026E6,7,Emotionen der Zuneigung,positiv,112873.0,Liebe,In Mutter-Brüsten brennt ein grösser Liebes-Feuer.,"['In', 'Mutter-Brüsten', 'brennt', 'ein', 'grösser', 'Liebes-Feuer', '.']"
320,503,,IBRAHIM,ALIMA,,,,,LSch,positiv,113467.0,CATMA_1560FE23-2006-48DB-B70B-628DDEEA4903,16,Emotionen der Zuneigung,positiv,113368.0,Liebe,"Denn Ibrahms Augen schicken
Auf seine Zweig und uns gewohnte Strahlen nicht
Und holden Liebesreitz.","['Denn', 'Ibrahms', 'Augen', 'schicken', 'Auf', 'seine', 'Zweig', 'und', 'uns', 'gewohnte', 'Strahlen', 'nicht', 'Und', 'holden', 'Liebesreitz', '.']"
321,505,,IBRAHIM,,,,,,LSch,negativ,113609.0,CATMA_9E300571-429F-4D4B-82B7-E2B3915E83FF,12,Emotionen der Ablehnung,negativ,113543.0,Abscheu,"Sie sollen sterben /
Ihr aufgeopfert Blutt sol diese Sebel färben!","['Sie', 'sollen', 'sterben', '/', 'Ihr', 'aufgeopfert', 'Blutt', 'sol', 'diese', 'Sebel', 'färben', '!']"
322,506,,KIOSEM,,,,,,LSch,negativ,113678.0,CATMA_E57A884F-1574-41D9-B4B9-5202EFABE8D4,14,Emotionen der Angst,negativ,113620.0,Angst,Mein Fürst / mein Sohn / ist er bey Witz und bey Vernunft?,"['Mein', 'Fürst', '/', 'mein', 'Sohn', '/', 'ist', 'er', 'bey', 'Witz', 'und', 'bey', 'Vernunft', '?']"
323,507,,IBRAHIM,,,,,,LSch,negativ,113736.0,CATMA_9B58AA59-E688-4B2B-84CE-3C613B77C324,6,Emotionen der Ablehnung,negativ,113689.0,Ärger,Mißbrauchstu frevelnde schon deine Wiederkunft?,"['Mißbrauchstu', 'frevelnde', 'schon', 'deine', 'Wiederkunft', '?']"
324,509,,IBRAHIM,,,,,,LSch,negativ,113821.0,CATMA_BB749D0F-5D95-452E-A96D-6A77AE6D7AE5,6,Emotionen der Ablehnung,negativ,113795.0,Ärger,Wolt ihr Gewalt hier üben?,"['Wolt', 'ihr', 'Gewalt', 'hier', 'üben', '?']"
325,510,,,KIOSEM,"['BAJAZETH', 'MACHMET', 'MURAT', 'SULEIMAN']",,,,LSch,positiv,113885.0,CATMA_DBCFC9A5-9103-4601-AB7E-3D5968CD0DB4,11,Emotionen der Zuneigung,positiv,113831.0,Liebe,Die sündigen in nichts / die so sehr hertzlich lieben.,"['Die', 'sündigen', 'in', 'nichts', '/', 'die', 'so', 'sehr', 'hertzlich', 'lieben', '.']"
326,511,,,,"['ALIMA', 'FATIMA']",,,,LSch,negativ,113947.0,CATMA_BDC84190-63A9-4B1A-B0AB-2887051DAA79,12,Emotionen der Ablehnung,negativ,113896.0,Ärger,Laßt uns mit diesem frey / was unser ist / gebahrn.,"['Laßt', 'uns', 'mit', 'diesem', 'frey', '/', 'was', 'unser', 'ist', '/', 'gebahrn', '.']"
327,512,,,,IBRAHIM,,,,LSch,negativ,114003.0,CATMA_5E75730B-42E8-47BC-8318-9ABDE213E625,10,Emotionen der Angst,negativ,113957.0,Verzweiflung,Laß uns die Sebel eh durch unsre Brüste fahrn!,"['Laß', 'uns', 'die', 'Sebel', 'eh', 'durch', 'unsre', 'Brüste', 'fahrn', '!']"
328,513,,IBRAHIM,,"['ALIMA', 'FATIMA']",,,,LSch,negativ,114062.0,CATMA_88F7BB39-6798-4D1E-92F5-EDEEEE967A88,9,Emotionen der Ablehnung,negativ,114014.0,Ärger,"Sol ihr und euer Blutt zusammen sich vermengen?
","['Sol', 'ihr', 'und', 'euer', 'Blutt', 'zusammen', 'sich', 'vermengen', '?']"
329,515,,,,,,,,LSch,negativ,114589.0,CATMA_2D9FEB37-3D37-42DA-ACA3-D6FB9978A8EA,102,Emotionen der Angst,negativ,114070.0,Verzweiflung,"Ja! meine Glieder solln diß Schwerdt mit Lust besprengen /
Ich wil die Adern mir selbst schneiden morsch entzwey:
Daß meine Leiche nur ihr Lebens-Pfeiler sey.
Der Fürst erwäge doch: kein Geyer frißt die Jungen;
Und er wil / die von ihm auß seiner Hüft entsprungen /
Die Antheil seines Blutts / ja seine Seele sind /

Als Knechte schlachten ab. Was kan ein solches Kind /
Das selbst die Unschuld ist / und nichts nicht kan verbrechen /
Ja das / was Sünde sey / noch nicht weiß außzusprechen /
Für Lasters schuldig seyn?
","['Ja', '!', 'meine', 'Glieder', 'solln', 'diß', 'Schwerdt', 'mit', 'Lust', 'besprengen', '/', 'Ich', 'wil', 'die', 'Adern', 'mir', 'selbst', 'schneiden', 'morsch', 'entzwey', ':', 'Daß', 'meine', 'Leiche', 'nur', 'ihr', 'Lebens-Pfeiler', 'sey', '.', 'Der', 'Fürst', 'erwäge', 'doch', ':', 'kein', 'Geyer', 'frißt', 'die', 'Jungen', ';', 'Und', 'er', 'wil', '/', 'die', 'von', 'ihm', 'auß', 'seiner', 'Hüft', 'entsprungen', '/', 'Die', 'Antheil', 'seines', 'Blutts', '/', 'ja', 'seine', 'Seele', 'sind', '/', 'Als', 'Knechte', 'schlachten', 'ab', '.', 'Was', 'kan', 'ein', 'solches', 'Kind', '/', 'Das', 'selbst', 'die', 'Unschuld', 'ist', '/', 'und', 'nichts', 'nicht', 'kan', 'verbrechen', '/', 'Ja', 'das', '/', 'was', 'Sünde', 'sey', '/', 'noch', 'nicht', 'weiß', 'außzusprechen', '/', 'Für', 'Lasters', 'schuldig', 'seyn', '?']"
330,516,,,,,,,,LSch,negativ,114654.0,CATMA_92383184-AD3A-455F-9F41-031596965960,9,Emotionen der Ablehnung,negativ,114600.0,Ärger,"Solln wir dir Rechenschaft
Von unserm Rathschluß thun?","['Solln', 'wir', 'dir', 'Rechenschaft', 'Von', 'unserm', 'Rathschluß', 'thun', '?']"
