,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,year_genre,genre,subgenre,date
351,351,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,sieht sich ganz furchtsam um.,0,29,stage_direction,1,5,speech_part,,#peter,142.0,MALE,fear,negative,emotions of anxiety,_1730_1770,K,ST,1743.0
360,360,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,sieht sich wieder furchtsam um.,0,31,stage_direction,1,5,speech_part,,#peter,146.0,MALE,fear,negative,emotions of anxiety,_1730_1770,K,ST,1743.0
398,398,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Cathrine, Peter, Muffel.",0,24,stage_direction,1,6,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
401,401,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,mit einer heiligen Mine.,0,24,stage_direction,1,6,speech_part,,#peter,158.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
410,410,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Für sich.,0,9,stage_direction,1,6,inner_speech,,#cathrine,162.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
413,413,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,zieht sich unter dieser Rede zurück.,0,36,stage_direction,1,6,speech_part,,#peter,164.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
420,420,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Verändert die
                Stimme.",0,37,stage_direction,1,6,inner_speech,,#peter,164.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
424,424,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Lauft eilend ab.,0,16,stage_direction,1,6,inner_speech,,#peter,164.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
425,425,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Muffel, Cathrine.",0,17,stage_direction,1,7,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
426,426,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"will Petern nachlaufen, kehrt aber wieder um.",0,45,stage_direction,1,7,speech_part,,#muffel,165.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
446,446,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Geht ab.,0,8,stage_direction,1,7,inner_speech,,#cathrine,172.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
448,448,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Will abgehen.,0,13,stage_direction,1,7,speech_part,,#muffel,173.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
449,449,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Tempelstolz, Muffel.",0,20,stage_direction,1,8,pre_speech,,,,,abhorrence,negative,emotions of rejection,_1730_1770,K,ST,1743.0
540,540,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Sie gehen ab.,0,13,stage_direction,1,8,speech_part,,#muffel,207.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
541,541,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Herr Wahrmund, Fräulein Wilhelmine.",0,35,stage_direction,2,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
574,574,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,für sich.,0,9,stage_direction,2,1,speech_part,,#wahrmund,216.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
578,578,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Zu Wilhelmine.,0,14,stage_direction,2,1,inner_speech,,#wahrmund,216.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
583,583,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"harte Gesetze, welche uns zwey zum Stillschweigen verbinden!",0,60,stage_direction,2,1,speech_part,,#wahrmund,218.0,MALE,suffering,negative,emotions of suffering and empathy,_1730_1770,K,ST,1743.0
584,584,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"sie die Ehrfurcht,
              mich die Schamhaftigkeit.",61,119,stage_direction,2,1,speech_part,,#wahrmund,218.0,MALE,abhorrence,negative,emotions of rejection,_1730_1770,K,ST,1743.0
587,587,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"nein, er liebt mich nicht, wie wollte er sich sonst so gelassen hierzu
              erbieten.",0,94,stage_direction,2,1,speech_part,,#wilhelmine,219.0,FEMALE,love,positive,emotions of affection,_1730_1770,K,ST,1743.0
590,590,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,für sich.,0,9,stage_direction,2,1,speech_part,,#wahrmund,220.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
595,595,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Zu Wilhelmine.,0,14,stage_direction,2,1,inner_speech,,#wahrmund,220.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
629,629,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Frau von Birkenhayn, Herr von Roseneck, Herr Wahrmund, Fräulein Wilhelmine.",0,75,stage_direction,2,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
679,679,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Läuft eilend ab.,0,16,stage_direction,2,2,speech_part,,#frau_von_birkenhayn,250.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
680,680,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Herr von Roseneck, Herr Wahrmund, Fräulein Wilhelmine.",0,54,stage_direction,2,3,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
720,720,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,lächelnd.,0,9,stage_direction,2,3,speech_part,,#herr_von_roseneck,261.0,MALE,joy,positive,emotions of pleasure,_1730_1770,K,ST,1743.0
724,724,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Zur Fräulein Wilhelmine.,0,24,stage_direction,2,3,inner_speech,,#herr_von_roseneck,263.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
730,730,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,schamhaft.,0,10,stage_direction,2,3,speech_part,,#wilhelmine,264.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
738,738,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Umarmt den Herrn Wahrmund.,0,26,stage_direction,2,3,inner_speech,,#herr_von_roseneck,265.0,MALE,joy,positive,emotions of pleasure,_1730_1770,K,ST,1743.0
742,742,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Frau von Birkenhayn und die vorigen.,0,36,stage_direction,2,4,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
760,760,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Weint.,0,6,stage_direction,2,4,inner_speech,,#frau_von_birkenhayn,272.0,FEMALE,suffering,negative,emotions of suffering and empathy,_1730_1770,K,ST,1743.0
790,790,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Wahrmund führet Wilhelminen ab.,0,31,stage_direction,2,4,speech_part,,#herr_von_roseneck,287.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
791,791,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,reißt Wilhelminen von Wahrmunds Hand weg.,0,41,stage_direction,2,4,speech_part,,#frau_von_birkenhayn,288.0,FEMALE,anger,negative,emotions of rejection,_1730_1770,K,ST,1743.0
796,796,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Wahrmund und Wilhelmine gehen ab.,0,33,stage_direction,2,4,speech_part,,#frau_von_birkenhayn,288.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
797,797,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Herr von Roseneck, Frau von Birkenhayn.",0,39,stage_direction,2,5,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
876,876,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Ist, als ohnmächtig.",0,20,stage_direction,2,5,speech_part,,#frau_von_birkenhayn,315.0,FEMALE,suffering,negative,emotions of suffering and empathy,_1730_1770,K,ST,1743.0
877,877,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Fräulein Wilhelmine, Herr Muffel, Herr Tempelstolz, und vorige.",0,63,stage_direction,2,6,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
878,878,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,flieht vor den Predigern.,0,25,stage_direction,2,6,speech_part,,#wilhelmine,316.0,FEMALE,fear,negative,emotions of anxiety,_1730_1770,K,ST,1743.0
880,880,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"er und Muffel rauchen Toback, und verfolgen das Fräulein.",0,57,stage_direction,2,6,speech_part,,#tempelstolz,317.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
888,888,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"lauft geschwinde zur Frau von Birkenhayn und zieht sein Gesangbuch aus der
              Taschen.",0,97,stage_direction,2,6,speech_part,,#muffel,321.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
894,894,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,zieht es heraus.,0,16,stage_direction,2,6,speech_part,,#tempelstolz,322.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
896,896,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,legt die Pfeiffe weg.,0,21,stage_direction,2,6,speech_part,,#muffel,323.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
905,905,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,nimmt seine Pfeiffe wieder.,0,27,stage_direction,2,6,speech_part,,#muffel,331.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
908,908,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Singt.,0,6,stage_direction,2,6,speech_part,,#muffel,331.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
910,910,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,ließt.,0,6,stage_direction,2,6,speech_part,,#tempelstolz,332.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
912,912,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Sie singen und lesen zugleich, und machen viele Creutze über die Frau von
              Birkenhayn und legen ihr die Hand auf den Kopf, und blasen ihr den Tobacksrauch von
              beyden Seiten ins Gesichte.",0,213,stage_direction,2,6,speech_part,,#tempelstolz,332.0,MALE,Schadenfreude,positive,emotions of pleasure,_1730_1770,K,ST,1743.0
913,913,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Die Frau von Birkenhayn ermuntert sich etwas, und ließt
              halb mit, und singt halb mit.",214,313,stage_direction,2,6,speech_part,,#tempelstolz,332.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
919,919,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Sie blättern beyde um.,0,22,stage_direction,2,6,speech_part,,#muffel,335.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
920,920,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Singt.,0,6,stage_direction,2,6,speech_part,,#muffel,335.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
922,922,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,ließt.,0,6,stage_direction,2,6,speech_part,,#tempelstolz,336.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
924,924,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,erholt sich.,0,12,stage_direction,2,6,speech_part,,#frau_von_birkenhayn,337.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
934,934,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,für sich.,0,9,stage_direction,2,6,speech_part,,#muffel,342.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
936,936,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Zu Wilhelmine.,0,14,stage_direction,2,6,inner_speech,,#muffel,342.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
947,947,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,für sich.,0,9,stage_direction,2,6,speech_part,,#tempelstolz,349.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
954,954,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Zu den Fremden.,0,15,stage_direction,2,6,inner_speech,,#muffel,350.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
958,958,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Muffel, Tempelstolz, und Herr von Roseneck gehen ab.",0,52,stage_direction,2,6,speech_part,,#herr_von_roseneck,352.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
959,959,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Frau von Birkenhayn, Fräulein Wilhelmine.",0,41,stage_direction,2,7,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
963,963,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Weint.,0,6,stage_direction,2,7,inner_speech,,#frau_von_birkenhayn,353.0,FEMALE,suffering,negative,emotions of suffering and empathy,_1730_1770,K,ST,1743.0
973,973,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Weint.,0,6,stage_direction,2,7,inner_speech,,#frau_von_birkenhayn,355.0,FEMALE,suffering,negative,emotions of suffering and empathy,_1730_1770,K,ST,1743.0
975,975,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Muffel, und die vorigen.",0,24,stage_direction,2,8,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
976,976,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"schleicht sich zur Thüre heraus, und läuft eilend aufs Frauenzimmer zu.",0,71,stage_direction,2,8,speech_part,,#muffel,356.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
984,984,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,für sich.,0,9,stage_direction,2,8,speech_part,,#muffel,358.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
986,986,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Zur Frau von Birkenhayn.,0,24,stage_direction,2,8,inner_speech,,#muffel,358.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
988,988,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,für sich.,0,9,stage_direction,2,8,speech_part,,#frau_von_birkenhayn,359.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
990,990,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Zu Muffeln.,0,11,stage_direction,2,8,inner_speech,,#frau_von_birkenhayn,359.0,FEMALE,anger,negative,emotions of rejection,_1730_1770,K,ST,1743.0
1002,1002,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,hitzig.,0,7,stage_direction,2,8,speech_part,,#frau_von_birkenhayn,363.0,FEMALE,anger,negative,emotions of rejection,_1730_1770,K,ST,1743.0
1008,1008,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,für sich.,0,9,stage_direction,2,8,speech_part,,#wilhelmine,365.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1017,1017,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Tempelstolz, und die vorigen.",0,29,stage_direction,2,9,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1021,1021,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,zittert.,0,8,stage_direction,2,9,speech_part,,#frau_von_birkenhayn,369.0,FEMALE,fear,negative,emotions of anxiety,_1730_1770,K,ST,1743.0
1029,1029,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Weint.,0,6,stage_direction,2,9,inner_speech,,#frau_von_birkenhayn,372.0,FEMALE,suffering,negative,emotions of suffering and empathy,_1730_1770,K,ST,1743.0
1052,1052,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,reißt ihn weg.,0,14,stage_direction,2,9,speech_part,,#tempelstolz,388.0,MALE,anger,negative,emotions of rejection,_1730_1770,K,ST,1743.0
1068,1068,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Will abgehen.,0,13,stage_direction,2,9,speech_part,,#muffel,396.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1069,1069,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,hält ihn.,0,9,stage_direction,2,9,speech_part,,#tempelstolz,397.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1071,1071,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Will abgehen.,0,13,stage_direction,2,9,speech_part,,#tempelstolz,397.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1072,1072,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,hält ihn.,0,9,stage_direction,2,9,speech_part,,#muffel,398.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1074,1074,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Will abgehen.,0,13,stage_direction,2,9,speech_part,,#muffel,398.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1075,1075,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,hält ihn.,0,9,stage_direction,2,9,speech_part,,#tempelstolz,399.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1077,1077,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Will abgehen.,0,13,stage_direction,2,9,speech_part,,#tempelstolz,399.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1078,1078,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,hält ihn.,0,9,stage_direction,2,9,speech_part,,#muffel,400.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1083,1083,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Will abgehen.,0,13,stage_direction,2,9,speech_part,,#tempelstolz,402.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1084,1084,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,hält ihn.,0,9,stage_direction,2,9,speech_part,,#wilhelmine,403.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1091,1091,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Für sich.,0,9,stage_direction,2,9,inner_speech,,#muffel,407.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1094,1094,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Geht ab.,0,8,stage_direction,2,9,speech_part,,#frau_von_birkenhayn,408.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1095,1095,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,für sich.,0,9,stage_direction,2,9,speech_part,,#muffel,409.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1097,1097,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Geht ab.,0,8,stage_direction,2,9,speech_part,,#muffel,409.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1098,1098,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Tempelstolz, Fräulein Wilhelmine.",0,33,stage_direction,2,10,pre_speech,,,,,joy,positive,emotions of pleasure,_1730_1770,K,ST,1743.0
1099,1099,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"geht auf und nieder spatzieren, als in tiefen Gedanken.",0,55,stage_direction,2,10,speech_part,,#tempelstolz,410.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1103,1103,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Geht auf und
                nieder, und thut, als ob es ihm sauer würde.",0,73,stage_direction,2,10,inner_speech,,#tempelstolz,412.0,MALE,suffering,negative,emotions of suffering and empathy,_1730_1770,K,ST,1743.0
1105,1105,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,für sich.,0,9,stage_direction,2,10,speech_part,,#tempelstolz,414.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1107,1107,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Zu
                Wilhelmine pathetisch.",0,41,stage_direction,2,10,inner_speech,,#tempelstolz,414.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1130,1130,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Geht ab.,0,8,stage_direction,2,10,speech_part,,#wilhelmine,423.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1134,1134,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Geht ab.,0,8,stage_direction,2,10,speech_part,,#tempelstolz,424.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1135,1135,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Brigitte, Peter.",0,16,stage_direction,3,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1136,1136,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,klopft inwendig.,0,16,stage_direction,3,1,speech_part,,#brigitte,425.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1139,1139,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,klopft noch einmahl.,0,20,stage_direction,3,1,speech_part,,#brigitte,427.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1142,1142,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,klopft recht stark.,0,19,stage_direction,3,1,speech_part,,#brigitte,429.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1144,1144,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Geht hin und macht auf.,0,23,stage_direction,3,1,speech_part,,#peter,430.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1146,1146,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,für sich.,0,9,stage_direction,3,1,speech_part,,#peter,432.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1150,1150,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,für sich.,0,9,stage_direction,3,1,speech_part,,#peter,434.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1152,1152,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Zu
                ihr.",0,23,stage_direction,3,1,inner_speech,,#peter,434.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1198,1198,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Will hineingehen.,0,17,stage_direction,3,1,speech_part,,#brigitte,449.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1200,1200,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,redt gegen die Thüre.,0,21,stage_direction,3,1,speech_part,,#brigitte,451.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1205,1205,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Vorige, Herr von Roseneck.",0,26,stage_direction,3,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1213,1213,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,für sich.,0,9,stage_direction,3,2,speech_part,,#herr_von_roseneck,454.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1215,1215,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Zu Petern.,0,10,stage_direction,3,2,inner_speech,,#herr_von_roseneck,454.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1243,1243,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Mitleidig.,0,10,stage_direction,3,2,inner_speech,,#peter,465.0,MALE,compassion,negative,emotions of suffering and empathy,_1730_1770,K,ST,1743.0
1292,1292,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,erschrickt.,0,11,stage_direction,3,2,speech_part,,#brigitte,484.0,FEMALE,fear,negative,emotions of anxiety,_1730_1770,K,ST,1743.0
1303,1303,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,aus tiefen Gedanken.,0,20,stage_direction,3,2,speech_part,,#herr_von_roseneck,489.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1322,1322,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Geht mit Brigitten ab.,0,22,stage_direction,3,2,inner_speech,,#peter,495.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1323,1323,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Herr Wahrmund, Herr von Roseneck.",0,33,stage_direction,3,3,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1385,1385,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Vorige, Peter, mit einigen Folianten.",0,37,stage_direction,3,4,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1398,1398,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Er will die Bücher auf den
                Tisch setzen, läßt aber eins davon fallen.",0,85,stage_direction,3,4,inner_speech,,#peter,526.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1400,1400,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,Er stellt die Postillen aufrecht auf den Tisch an einer Ecke.,0,61,stage_direction,3,4,inner_speech,,#peter,526.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1405,1405,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Geht
                ab.",0,24,stage_direction,3,4,inner_speech,,#peter,528.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1406,1406,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"Herr von Roseneck mit Büchern, Wahrmund.",0,40,stage_direction,3,5,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
1407,1407,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,"setzt die Bücher geschwinde auf den Tisch, macht einige Creutze drüber und sagt
              für sich:",0,103,stage_direction,3,5,speech_part,,#muffel,529.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,K,ST,1743.0
