,id,assignment,main_type,main_sub_type,type,value,amount_type,polarity,base_polarity,main_emotion_class,tag_type,text,length_in_tokens,start,end,annotator,gender,connected_emotion_id
635,CATMA_9C95E075-2FFD-4D4C-9557-620C0BC2FF65,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,luise,single,negativ,negativ,Emotionen der Angst,Verzweiflung,"bleibt erstarrt stehn, dann mit brechendem Laut.
",9,124984,125033,LS,FEMALE,
636,CATMA_9C95E075-2FFD-4D4C-9557-620C0BC2FF65,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,negativ,negativ,Emotionen der Angst,Verzweiflung,"bleibt erstarrt stehn, dann mit brechendem Laut.
",9,124984,125033,LS,impliziter Autor,
637,CATMA_B293AB22-39C0-4047-B356-4B9EF920478A,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,luise,single,negativ,negativ,Emotionen der Angst,Verzweiflung,"Allgerechter!
",2,125033,125047,LS,FEMALE,
638,CATMA_BCB79B8A-6CEE-4ACD-947B-CC997D13317D,Explizites_Target:_Charakter,target,Charakter,explicit,luise,single,positiv,positiv,Emotionen der Freude,Schadenfreude,Sie,1,125078,125081,LS,FEMALE,CATMA_85DC4CF2-04F6-4E35-A81F-04A1287D880F
639,CATMA_04FA9CBD-8DBE-45AF-9E8B-4D81BEE0F977,Explizite_Source:_Experiencer,source,Experiencer,explicit,wurm,single,positiv,positiv,Emotionen der Freude,Schadenfreude,ich,1,125093,125096,LS,MALE,CATMA_85DC4CF2-04F6-4E35-A81F-04A1287D880F
640,CATMA_39F589F0-808F-4021-AC20-DF2C73BDD3AD,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,luise,single,negativ,negativ,Emotionen der Angst,Verzweiflung,"auf und ab, außer Fassung.
",7,125173,125200,LS,FEMALE,
641,CATMA_39F589F0-808F-4021-AC20-DF2C73BDD3AD,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,negativ,negativ,Emotionen der Angst,Verzweiflung,"auf und ab, außer Fassung.
",7,125173,125200,LS,impliziter Autor,
642,CATMA_E20F648E-8C13-468A-85B1-261B82772B79,Explizite_Source:_Experiencer,source,Experiencer,explicit,luise,single,negativ,negativ,Emotionen der Angst,Verzweiflung,Deine Tochter,2,125409,125422,LS,FEMALE,CATMA_7929143E-EBEF-4C40-A32B-249FDF387FA3
643,CATMA_B3371D86-31BD-46DE-B8DF-8B17490B76B7_0,Explizites_Target:_Charakter,target,Charakter,explicit,unpersönlich,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Sie,1,125221,125224,LS,unpersönlich,CATMA_00DCC312-E20D-4C14-9D13-B9ED994409E1
644,CATMA_00DCC312-E20D-4C14-9D13-B9ED994409E1,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,luise,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"Sie sind verschanzt, eure Großen – verschanzt vor der Wahrheit
              hinter ihre eigene Laster, wie hinter Schwerter der Cherubim",21,125221,125358,LS,FEMALE,
645,CATMA_E45EFF1A-BFE5-41E5-A664-6A03D704876E,Explizites_Target:_Charakter,target,Charakter,explicit,miller,single,negativ,negativ,Emotionen des Leids,Mitleid,Vater,1,125402,125407,LS,MALE,CATMA_8CF9DAD8-EC5A-47D7-AC6E-C145040E94FF
646,CATMA_BA8D6AB0-58B4-4F05-8B2D-8A306AD45C44,Explizite_Source:_Experiencer,source,Experiencer,explicit,luise,single,negativ,negativ,Emotionen des Leids,Mitleid,Deine Tochter,2,125409,125422,LS,FEMALE,CATMA_8CF9DAD8-EC5A-47D7-AC6E-C145040E94FF
647,CATMA_41483B8B-7D30-4ED1-B7B0-457784E5154B_0,Explizites_Target:_Charakter,target,Charakter,explicit,miller,single,positiv,positiv,Emotionen der Freude,Schadenfreude,ihm,1,125482,125485,LS,MALE,CATMA_2D432DD9-BC4B-45D8-9B80-768F043FE6C6
648,CATMA_2D432DD9-BC4B-45D8-9B80-768F043FE6C6,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,wurm,single,positiv,positiv,Emotionen der Freude,Schadenfreude,"Das mag ihm wohl eine Neuigkeit sein, dem armen verlassenen Mann",12,125474,125538,LS,MALE,
649,CATMA_653D5D9D-88B9-4B09-815D-043414D706B6_0,Explizites_Target:_Charakter,target,Charakter,explicit,luise,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Meine Luise,2,125542,125553,LS,FEMALE,CATMA_52B93A6E-2642-4DB2-AD6F-B0B3A2F78D95
650,CATMA_7FD3202B-A5E0-43EF-9D6A-5F3876FBB58A_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,miller,single,positiv,positiv,Emotionen der Zuneigung,Liebe,er,1,125576,125578,LS,MALE,CATMA_52B93A6E-2642-4DB2-AD6F-B0B3A2F78D95
651,CATMA_A100AA9F-335F-4E78-BF67-D2C752C74316,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,wurm,single,positiv,positiv,Emotionen der Zuneigung,Liebe,mir,1,125579,125582,LS,MALE,CATMA_52B93A6E-2642-4DB2-AD6F-B0B3A2F78D95
652,CATMA_285AE835-4256-4203-AA93-0BF8F1276541_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,luise,single,negativ,negativ,Emotionen der Angst,Verzweiflung,Ich,1,125923,125926,LS,FEMALE,CATMA_2B36D981-F477-4984-B0AC-AA6EE32A99A4_1
653,CATMA_4BC37779-E45F-4519-8712-E5E8ACAFD38B,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen der Angst,Verzweiflung,niedergeworfen,1,125936,125950,LS,Nicht-Charakter,CATMA_2B36D981-F477-4984-B0AC-AA6EE32A99A4_1
654,CATMA_96242A4A-41F2-46F6-A26A-676CA86308C3,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen der Angst,Verzweiflung,aufrichten,1,125979,125989,LS,Nicht-Charakter,CATMA_2B36D981-F477-4984-B0AC-AA6EE32A99A4_1
655,CATMA_BE8DC0C7-2D7F-4604-AAC8-9351426AC52F,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Menschen,1,125894,125902,LS,unpersönlich,CATMA_2CFDBA8A-C660-44E3-8D8F-2562B3FF38C1
656,CATMA_2CFDBA8A-C660-44E3-8D8F-2562B3FF38C1,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,luise,single,negativ,negativ,Emotionen der Ablehnung,Ärger,"Wie flink dieser Satan ist, wenn es gilt,
              Menschen rasend zu machen!",15,125838,125920,LS,FEMALE,
657,CATMA_26E8557A-1E68-4DC9-91B7-E66C764E9734,Explizite_Source:_Experiencer,source,Experiencer,explicit,luise,single,negativ,negativ,Emotionen des Leids,Leid,Ich,1,126244,126247,LS,FEMALE,CATMA_B28BC940-B844-4DC0-84A5-F9952DC500D6
658,CATMA_343735AC-58AF-4763-BF10-B64692C57963,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ferdinand,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Von seiner Liebe? ,4,126349,126367,LS,MALE,
659,CATMA_343735AC-58AF-4763-BF10-B64692C57963,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,luise,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Von seiner Liebe? ,4,126349,126367,LS,FEMALE,
660,CATMA_343735AC-58AF-4763-BF10-B64692C57963,Gemeintes_Target:_Charakter,target,Charakter,implicit,luise,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Von seiner Liebe? ,4,126349,126367,LS,FEMALE,
661,CATMA_B16CAA50-3C1D-420C-BEFF-2CE2698CF486,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,positiv,positiv,Emotionen der Zuneigung,Liebe,er,1,126762,126764,LS,MALE,CATMA_38528B15-23BF-49FC-B991-22FBD1428008
662,CATMA_D70CF643-10E9-4ADF-A8B5-449B40ED517D,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,luise,single,positiv,positiv,Emotionen der Zuneigung,Liebe,mich,1,126765,126769,LS,FEMALE,CATMA_38528B15-23BF-49FC-B991-22FBD1428008
663,CATMA_3132E904-7E16-45DC-824A-83CBECEAFA9E,Explizites_Target:_Charakter,target,Charakter,explicit,luise,single,positiv,positiv,Emotionen der Zuneigung,Liebe,mich,1,126765,126769,LS,FEMALE,CATMA_38528B15-23BF-49FC-B991-22FBD1428008
664,CATMA_4DA65D2B-AE66-43FD-94BE-A2CE35192880,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,luise,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,betreten,1,126835,126843,LS,FEMALE,
665,CATMA_4DA65D2B-AE66-43FD-94BE-A2CE35192880,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,betreten,1,126835,126843,LS,impliziter Autor,
666,CATMA_6AF8C581-2E93-4D14-804D-B8A783DC0377_0,Explizites_Target:_Charakter,target,Charakter,explicit,wurm,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Mensch,1,126845,126851,LS,MALE,CATMA_D486E88F-DF08-455A-9E76-DF9AB2422B58
667,CATMA_D486E88F-DF08-455A-9E76-DF9AB2422B58,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,luise,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"Mensch! Was brütest du?
",6,126845,126869,LS,FEMALE,
668,CATMA_11A16A56-88D5-4A5F-A13A-99EA3D075127,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,luise,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"setzt sich in höchster Beunruhigung.
",6,126949,126986,LS,FEMALE,
669,CATMA_11A16A56-88D5-4A5F-A13A-99EA3D075127,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"setzt sich in höchster Beunruhigung.
",6,126949,126986,LS,impliziter Autor,
670,CATMA_35599AFE-3F47-4CF7-AA7C-B63F32A03FF4_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,luise,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ich,1,126995,126998,LS,FEMALE,CATMA_6020CABB-E6FB-424C-A507-6DB2A903EBF6
671,CATMA_4ED4C4DE-0916-46FF-B700-2CFCAAB3AE03_0,Explizites_Target:_Charakter,target,Charakter,explicit,wurm,single,negativ,negativ,Emotionen der Angst,Verzweiflung,du,1,127084,127086,LS,MALE,CATMA_56DE0AA0-28D3-45DD-8FF7-E0025186AF2F
672,CATMA_56DE0AA0-28D3-45DD-8FF7-E0025186AF2F,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,luise,single,negativ,negativ,Emotionen der Angst,Verzweiflung,"Ha! du verstehst dich darauf, Seelen auf die Folter zu schrauben. ",14,127080,127146,LS,FEMALE,
673,CATMA_F35D2105-33F0-407B-BD9C-1E99638351C0,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,luise,single,negativ,negativ,Emotionen der Angst,Angst,"schreibt mit zitternder Hand.
",5,127225,127255,LS,FEMALE,
674,CATMA_F35D2105-33F0-407B-BD9C-1E99638351C0,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,negativ,negativ,Emotionen der Angst,Angst,"schreibt mit zitternder Hand.
",5,127225,127255,LS,impliziter Autor,
675,CATMA_57AA402B-240E-4848-A560-71D839AE09AC,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,luise,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"stutzt, legt die Feder weg.
",7,127371,127399,LS,FEMALE,
676,CATMA_57AA402B-240E-4848-A560-71D839AE09AC,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"stutzt, legt die Feder weg.
",7,127371,127399,LS,impliziter Autor,
677,CATMA_7E65C647-8C5B-4B82-98D3-369472853946,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,luise,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"An wen ist der Brief?
",6,127399,127421,LS,FEMALE,
678,CATMA_7E65C647-8C5B-4B82-98D3-369472853946,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"An wen ist der Brief?
",6,127399,127421,LS,impliziter Autor,
679,CATMA_66106EC6-59F6-4565-8FA6-ADC02D2191F2,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,luise,single,negativ,negativ,Emotionen der Angst,Verzweiflung,"O mein Gott!
",4,127464,127477,LS,FEMALE,
680,CATMA_6D3D3B53-15B6-4E1D-A567-3992C89361D7,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,luise,single,negativ,negativ,Emotionen der Angst,Verzweiflung,"springt auf.
",3,127608,127621,LS,FEMALE,
681,CATMA_6D3D3B53-15B6-4E1D-A567-3992C89361D7,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,negativ,negativ,Emotionen der Angst,Verzweiflung,"springt auf.
",3,127608,127621,LS,impliziter Autor,
682,CATMA_BFB14093-E01E-4107-B2E0-2348BA5C2918,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Objekt,single,negativ,negativ,Emotionen der Angst,Verzweiflung,Brief,1,127675,127680,LS,Nicht-Charakter,CATMA_304B6700-3432-4BB2-9D6E-108465A2D754
683,CATMA_304B6700-3432-4BB2-9D6E-108465A2D754,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,luise,single,negativ,negativ,Emotionen der Angst,Verzweiflung,"Büberei, wie noch keine erhört worden! An wen ist der Brief?
",14,127621,127682,LS,FEMALE,
684,CATMA_380EDB38-92CF-44DC-B93C-703EB48FE30E_0,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen der Angst,Verzweiflung,Strafe,1,127806,127812,LS,Nicht-Charakter,CATMA_3B4AE0E5-2DB4-438D-9418-BD7E8B493F25
685,CATMA_0607C49C-3E95-4333-802B-734D8CD7BF1E_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,luise,single,negativ,negativ,Emotionen der Angst,Verzweiflung,mich,1,127881,127885,LS,FEMALE,CATMA_3B4AE0E5-2DB4-438D-9418-BD7E8B493F25
686,CATMA_428D3725-1552-4326-A0E8-430E2EADB9CD,Explizites_Target:_Charakter,target,Charakter,explicit,wurm,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Barbar,1,128268,128274,LS,MALE,CATMA_4FC83656-957C-4786-8430-3F9AB4C81331
687,CATMA_4FC83656-957C-4786-8430-3F9AB4C81331,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,luise,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"Geh, Barbar! hänge einen
              Unglücklichen über dem Abgrund der Hölle aus, bitt ihn um etwas, und lästre Gott und
              frag ihn, obs ihm beliebe
? ",30,128263,128429,LS,FEMALE,
688,CATMA_A5EE3C77-E4ED-42DF-9A9C-CD93FB3B4833_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,luise,single,negativ,negativ,Emotionen der Angst,Verzweiflung,Ich,1,128597,128600,LS,FEMALE,CATMA_112B722B-2D34-4FFA-A645-17929140E2C3
689,CATMA_B97A3232-C07B-452E-9E95-D1CD1278B235,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Objekt,single,negativ,negativ,Emotionen der Angst,Verzweiflung,überlistenden Hölle,2,128635,128654,LS,Nicht-Charakter,CATMA_112B722B-2D34-4FFA-A645-17929140E2C3
690,CATMA_E13F348D-6B70-49C3-8E52-E7969BEEBB11,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,positiv,positiv,Emotionen der Zuneigung,Liebe,gute Major,2,128898,128908,LS,MALE,CATMA_7199BD57-E219-4469-8FAF-E10DC642CA59
691,CATMA_7199BD57-E219-4469-8FAF-E10DC642CA59,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,luise,single,positiv,positiv,Emotionen der Zuneigung,Liebe,"Es war possierlich zu sehen, wie
              der gute Major um meine Ehre sich wehrte",15,128847,128934,LS,FEMALE,
692,CATMA_7199BD57-E219-4469-8FAF-E10DC642CA59,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,luise,group,positiv,positiv,Emotionen der Zuneigung,Liebe,"Es war possierlich zu sehen, wie
              der gute Major um meine Ehre sich wehrte",15,128847,128934,LS,FEMALE,
693,CATMA_7199BD57-E219-4469-8FAF-E10DC642CA59,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,wurm,group,positiv,positiv,Emotionen der Zuneigung,Liebe,"Es war possierlich zu sehen, wie
              der gute Major um meine Ehre sich wehrte",15,128847,128934,LS,MALE,
694,CATMA_4C7DF8BE-8969-4D98-8E13-B062185B7E11,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,luise,single,negativ,negativ,Emotionen der Angst,Verzweiflung,"O schön, schön! o herrlich! – Nur immer fort.
",13,128944,128990,LS,FEMALE,
695,CATMA_4C7DF8BE-8969-4D98-8E13-B062185B7E11,Gemeintes_Target:_Nicht-Charakter,target,Nicht-Charakter,implicit,Objekt,single,negativ,negativ,Emotionen der Angst,Verzweiflung,"O schön, schön! o herrlich! – Nur immer fort.
",13,128944,128990,LS,Nicht-Charakter,
696,CATMA_6A191422-91AD-45B6-9B48-3D0ED76A1612_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,luise,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Ich,1,128998,129001,LS,FEMALE,CATMA_897B4B47-46D3-4160-A13F-8F9FBC897EE8
697,CATMA_59777AD0-41E4-4365-96DB-BB8F8B56A6DE_0,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,luise,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Ich,1,128998,129001,LS,FEMALE,CATMA_897B4B47-46D3-4160-A13F-8F9FBC897EE8
698,CATMA_897B4B47-46D3-4160-A13F-8F9FBC897EE8,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,wurm,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"»Ich nahm meine Zuflucht zu einer Ohnmacht – zu einer Ohnmacht – daß ich nicht laut
              lachte.«
",19,128997,129104,LS,MALE,
699,CATMA_897B4B47-46D3-4160-A13F-8F9FBC897EE8,Gemeintes_Target:_Charakter,target,Charakter,implicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"»Ich nahm meine Zuflucht zu einer Ohnmacht – zu einer Ohnmacht – daß ich nicht laut
              lachte.«
",19,128997,129104,LS,MALE,
700,CATMA_2E28F093-068B-4CD7-8878-3B829E36A93D,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,luise,single,negativ,negativ,Emotionen der Angst,Verzweiflung,"O Himmel!
",3,129112,129122,LS,FEMALE,
701,CATMA_2E28F093-068B-4CD7-8878-3B829E36A93D,Gemeintes_Target:_Nicht-Charakter,target,Nicht-Charakter,implicit,Objekt,single,negativ,negativ,Emotionen der Angst,Verzweiflung,"O Himmel!
",3,129112,129122,LS,Nicht-Charakter,
702,CATMA_2DBE5CD8-677D-4DEB-B3E1-0AE0A69D47DA_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,luise,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,mir,1,129145,129148,LS,FEMALE,CATMA_8F3B7CAB-D252-4DF6-8C79-9AB610FD1565_0
703,CATMA_8F3B7CAB-D252-4DF6-8C79-9AB610FD1565_0,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,wurm,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,»Aber bald wird mir meine Maske unerträglich – unerträglich – Wenn ,12,129129,129196,LS,MALE,
704,CATMA_8F3B7CAB-D252-4DF6-8C79-9AB610FD1565_0,Gemeintes_Target:_Charakter,target,Charakter,implicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,»Aber bald wird mir meine Maske unerträglich – unerträglich – Wenn ,12,129129,129196,LS,MALE,
705,CATMA_2DBE5CD8-677D-4DEB-B3E1-0AE0A69D47DA_1,Explizite_Source:_Experiencer,source,Experiencer,explicit,luise,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,ich,1,129196,129199,LS,FEMALE,CATMA_8F3B7CAB-D252-4DF6-8C79-9AB610FD1565_1
706,CATMA_8F3B7CAB-D252-4DF6-8C79-9AB610FD1565_1,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,wurm,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Wenn ich,2,129191,129199,LS,MALE,
707,CATMA_8F3B7CAB-D252-4DF6-8C79-9AB610FD1565_1,Gemeintes_Target:_Charakter,target,Charakter,implicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Wenn ich,2,129191,129199,LS,MALE,
708,CATMA_2DBE5CD8-677D-4DEB-B3E1-0AE0A69D47DA_1,Explizite_Source:_Experiencer,source,Experiencer,explicit,luise,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,ich,1,129196,129199,LS,FEMALE,CATMA_8F3B7CAB-D252-4DF6-8C79-9AB610FD1565_2
709,CATMA_8F3B7CAB-D252-4DF6-8C79-9AB610FD1565_2,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,wurm,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"ich nur loskommen
",3,129196,129214,LS,MALE,
710,CATMA_8F3B7CAB-D252-4DF6-8C79-9AB610FD1565_2,Gemeintes_Target:_Charakter,target,Charakter,implicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"ich nur loskommen
",3,129196,129214,LS,MALE,
711,CATMA_8F3B7CAB-D252-4DF6-8C79-9AB610FD1565_3,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,wurm,single,negativ,negativ,Emotionen der Ablehnung,Abscheu," nur loskommen
              könnte« –
",5,129199,129238,LS,MALE,
712,CATMA_8F3B7CAB-D252-4DF6-8C79-9AB610FD1565_3,Gemeintes_Target:_Charakter,target,Charakter,implicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Abscheu," nur loskommen
              könnte« –
",5,129199,129238,LS,MALE,
713,CATMA_DD182703-9799-4171-AE09-02E4CF70F0FD_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,luise,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,sie,1,129317,129320,LS,FEMALE,CATMA_F6EAA30B-1730-4B8B-BD37-8D111629FB0C
714,CATMA_F6EAA30B-1730-4B8B-BD37-8D111629FB0C,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"hält inne, steht auf, geht auf und nieder, den Kopf gesenkt, als suchte sie was
              auf dem Boden; dann setzt sie sich wiederum, schreibt weiter.
",32,129245,129401,LS,impliziter Autor,
715,CATMA_4D461F93-608D-4292-85B9-3EE7AFCFC26F,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Objekt,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"diese schändlichen
              Zeilen",3,129801,129840,LS,Nicht-Charakter,CATMA_77B9CAD4-346C-4F00-802F-E0490DAF23C9
716,CATMA_77B9CAD4-346C-4F00-802F-E0490DAF23C9,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,luise,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"Ewige Vorsicht! ein Name, so fremd meinen Ohren, als meinem Herzen diese schändlichen
              Zeilen",17,129734,129840,LS,FEMALE,
717,CATMA_1642E55D-D077-4C72-BCC9-8D73417D2AB7_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,luise,single,negativ,negativ,Emotionen der Angst,Verzweiflung,Sie,1,129842,129845,LS,FEMALE,CATMA_613A46C8-F757-4D57-9039-8320F6CB3BE5
718,CATMA_613A46C8-F757-4D57-9039-8320F6CB3BE5,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,negativ,negativ,Emotionen der Angst,Verzweiflung,"Sie steht auf und betrachtet eine große Pause lang mit starrem Blick
                das Geschriebene, endlich reicht sie es dem Sekretär, mit erschöpfter, hinsterbender
                Stimme.
",28,129842,130036,LS,impliziter Autor,
719,CATMA_16FDEECE-06B7-4E6C-8BB1-0B71A4BCD69D,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Objekt,single,negativ,negativ,Emotionen der Angst,Verzweiflung,was,1,130157,130160,LS,Nicht-Charakter,CATMA_EA870808-54EA-4198-A4CF-14A17E152026
720,CATMA_52BB045D-006C-4D3F-840F-D648A6F8A70C_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,luise,single,negativ,negativ,Emotionen der Angst,Verzweiflung,ich,1,130161,130164,LS,FEMALE,CATMA_EA870808-54EA-4198-A4CF-14A17E152026
721,CATMA_65B90CDB-E176-408F-954F-654089330121_0,Explizites_Target:_Charakter,target,Charakter,explicit,luise,single,negativ,negativ,Emotionen des Leids,Mitleid,Sie,1,130259,130262,LS,FEMALE,CATMA_958BBBBE-182D-4666-9DAA-DD3F3DB439C7
722,CATMA_230AC7D9-7CF6-40BE-9E88-546E43C28409_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,wurm,single,negativ,negativ,Emotionen des Leids,Mitleid,Ich,1,130290,130293,LS,MALE,CATMA_958BBBBE-182D-4666-9DAA-DD3F3DB439C7
723,CATMA_B641F673-D51C-4E88-95C0-A9158ED02E58,Explizites_Target:_Charakter,target,Charakter,explicit,wurm,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,ihn,1,130504,130507,LS,MALE,CATMA_03907A4A-1465-4A0E-83B5-EB66C9C1AAEF
724,CATMA_03907A4A-1465-4A0E-83B5-EB66C9C1AAEF,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,luise,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"blickt ihn starr und durchdringend an.
",7,130497,130536,LS,FEMALE,
725,CATMA_03907A4A-1465-4A0E-83B5-EB66C9C1AAEF,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"blickt ihn starr und durchdringend an.
",7,130497,130536,LS,impliziter Autor,
