,Unnamed: 0.1,Unnamed: 0.1.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
22,2220,2220,GerDracor/goethe-egmont.xml," aus dem Kerker auf den
              Markt geführt, und dort vorm Angesicht des Volks zur Warnung aller Verräter mit dem
              Schwerte vom Leben zum Tode gebracht werden sollest.",0,188,character_speech,5,4,,SILVA.,#silva,772.0,MALE,abhorrence,tragedy,,1789.0,negative,emotions of rejection
30,2228,2228,GerDracor/goethe-egmont.xml,Du stehst und bleibst?,0,22,character_speech,5,4,,EGMONT,#egmont,773.0,MALE,being moved,tragedy,,1789.0,being moved,being moved
31,2229,2229,GerDracor/goethe-egmont.xml,"Willst du mein Erstaunen, mein Entsetzen noch durch deine
              Gegenwart vermehren?",23,115,character_speech,5,4,,EGMONT,#egmont,773.0,MALE,being moved,tragedy,,1789.0,being moved,being moved
32,2230,2230,GerDracor/goethe-egmont.xml,"Willst du noch etwa die willkommne Botschaft deinem Vater
              bringen, daß ich unmännlich verzweifle?",116,227,character_speech,5,4,,EGMONT,#egmont,773.0,MALE,despair,tragedy,,1789.0,negative,emotions of anxiety
35,2233,2233,GerDracor/goethe-egmont.xml,"Sag ihm, daß er weder mich noch
              die Welt belügt.",242,304,character_speech,5,4,,EGMONT,#egmont,773.0,MALE,anger,tragedy,,1789.0,negative,emotions of rejection
36,2234,2234,GerDracor/goethe-egmont.xml,"Ihm, dem Ruhmsüchtigen, wird man es erst hinter den Schultern leise
              lispeln, dann laut und lauter sagen, und wenn er einst von diesem Gipfel herabsteigt,
              werden tausend Stimmen es ihm entgegenrufen!",305,531,character_speech,5,4,,EGMONT,#egmont,773.0,MALE,abhorrence,tragedy,,1789.0,negative,emotions of rejection
39,2237,2237,GerDracor/goethe-egmont.xml,"Er hat diese
              ungeheure Verwirrung erregt, damit man seiner bedürfe.",749,830,character_speech,5,4,,EGMONT,#egmont,773.0,MALE,being moved,tragedy,,1789.0,being moved,being moved
40,2238,2238,GerDracor/goethe-egmont.xml,"Und ich falle, ein Opfer seines
              niedrigen Hasses, seines kleinlichen Neides.",831,921,character_speech,5,4,,EGMONT,#egmont,773.0,MALE,abhorrence,tragedy,,1789.0,negative,emotions of rejection
41,2239,2239,GerDracor/goethe-egmont.xml,"Ja, ich weiß es, und ich darf es sagen;
              der Sterbende, der tödlich Verwundete kann es sagen: mich hat der Eingebildete
              beneidet; mich wegzutilgen hat er lange gesonnen und gedacht.",922,1130,character_speech,5,4,,EGMONT,#egmont,773.0,MALE,despair,tragedy,,1789.0,negative,emotions of anxiety
42,2240,2240,GerDracor/goethe-egmont.xml,"Schon damals, als wir, noch jünger, mit Würfeln spielten, und die Haufen Goldes,
              einer nach dem andern, von seiner Seite zu mir herübereilten, da stand er grimmig, log
              Gelassenheit, und innerlich verzehrt ihn die Ärgernis, mehr über mein Glück als über
              seinen Verlust.",0,310,character_speech,5,4,,EGMONT,#egmont,773.0,MALE,anger,tragedy,,1789.0,negative,emotions of rejection
43,2241,2241,GerDracor/goethe-egmont.xml,"Noch erinnere ich mich des funkelnden Blicks, der verräterischen
              Blässe, als wir an einem öffentlichen Feste vor vielen tausend Menschen 
              um die Wette schossen.",311,499,character_speech,5,4,,EGMONT,#egmont,773.0,MALE,joy,tragedy,,1789.0,positive,emotions of pleasure
45,2243,2243,GerDracor/goethe-egmont.xml,"Ich überwand ihn; seine Kugel irrte, die
              meine traf; ein lauter Freudenschrei der Meinigen durchbrach die Luft.",619,744,character_speech,5,4,,EGMONT,#egmont,773.0,MALE,joy,tragedy,,1789.0,positive,emotions of pleasure
47,2245,2245,GerDracor/goethe-egmont.xml,"Sag ihm, daß ich's weiß, daß ich ihn kenne, daß die Welt jede
              Siegszeichen verachtet, die ein kleiner Geist erschleichend sich aufrichtet.",789,941,character_speech,5,4,,EGMONT,#egmont,773.0,MALE,abhorrence,tragedy,,1789.0,negative,emotions of rejection
48,2246,2246,GerDracor/goethe-egmont.xml,Und du!,942,949,character_speech,5,4,,EGMONT,#egmont,773.0,MALE,being moved,tragedy,,1789.0,being moved,being moved
49,2247,2247,GerDracor/goethe-egmont.xml,"wenn einem Sohne möglich ist, von der Sitte des Vaters zu weichen, übe beizeiten die
              Scham, indem du dich für den schämst, den du gerne von ganzem Herzen verehren
              möchtest.",964,1164,character_speech,5,4,,EGMONT,#egmont,773.0,MALE,abhorrence,tragedy,,1789.0,negative,emotions of rejection
51,2249,2249,GerDracor/goethe-egmont.xml,"Deine Vorwürfe lasten wie Keulschläge
              auf einen Helm; ich fühle die Erschütterung, aber ich bin bewaffnet.",45,165,character_speech,5,4,,FERDINAND.,#ferdinand,774.0,MALE,being moved,tragedy,,1789.0,being moved,being moved
52,2250,2250,GerDracor/goethe-egmont.xml,"Du triffst mich,
              du verwundest mich nicht; fühlbar ist mir allein der Schmerz, der mir den Busen
              zerreißt.",166,300,character_speech,5,4,,FERDINAND.,#ferdinand,774.0,MALE,suffering,tragedy,,1789.0,negative,emotions of suffering and empathy
53,2251,2251,GerDracor/goethe-egmont.xml,Wehe mir!,301,310,character_speech,5,4,,FERDINAND.,#ferdinand,774.0,MALE,despair,tragedy,,1789.0,negative,emotions of anxiety
54,2252,2252,GerDracor/goethe-egmont.xml,Wehe!,311,316,character_speech,5,4,,FERDINAND.,#ferdinand,774.0,MALE,suffering,tragedy,,1789.0,negative,emotions of suffering and empathy
55,2253,2253,GerDracor/goethe-egmont.xml,"Zu einem solchen Anblick bin ich aufgewachsen, zu einem
              solchen Schauspiele bin ich gesendet!",317,424,character_speech,5,4,,FERDINAND.,#ferdinand,774.0,MALE,joy,tragedy,,1789.0,positive,emotions of pleasure
56,2254,2254,GerDracor/goethe-egmont.xml,Du brichst in Klagen aus?,0,25,character_speech,5,4,,EGMONT.,#egmont,775.0,MALE,suffering,tragedy,,1789.0,negative,emotions of suffering and empathy
57,2255,2255,GerDracor/goethe-egmont.xml,"Was rührt, was bekümmert dich?",26,56,character_speech,5,4,,EGMONT.,#egmont,775.0,MALE,compassion,tragedy,,1789.0,negative,emotions of suffering and empathy
58,2256,2256,GerDracor/goethe-egmont.xml,"Ist es eine späte Reue, daß
              du der schändlichen Verschwörung deinen Dienst geliehen?",57,155,character_speech,5,4,,EGMONT.,#egmont,775.0,MALE,compassion,tragedy,,1789.0,negative,emotions of suffering and empathy
59,2257,2257,GerDracor/goethe-egmont.xml,"Du bist so jung und hast ein
              glückliches Ansehn.",156,218,character_speech,5,4,,EGMONT.,#egmont,775.0,MALE,joy,tragedy,,1789.0,positive,emotions of pleasure
60,2258,2258,GerDracor/goethe-egmont.xml,"Du warst so zutraulich, so freundlich gegen mich.",219,268,character_speech,5,4,,EGMONT.,#egmont,775.0,MALE,friendship,tragedy,,1789.0,positive,emotions of affection
61,2259,2259,GerDracor/goethe-egmont.xml,"Solang ich dich
              sah, war ich mit deinem Vater versöhnt.",269,338,character_speech,5,4,,EGMONT.,#egmont,775.0,MALE,friendship,tragedy,,1789.0,positive,emotions of affection
63,2261,2261,GerDracor/goethe-egmont.xml,Du bist der Abscheuliche!,423,448,character_speech,5,4,,EGMONT.,#egmont,775.0,MALE,abhorrence,tragedy,,1789.0,negative,emotions of rejection
68,2266,2266,GerDracor/goethe-egmont.xml,"Geh, daß ich mich sammle, die Welt und dich zuerst
              vergesse!",620,694,character_speech,5,4,,EGMONT.,#egmont,775.0,MALE,despair,tragedy,,1789.0,negative,emotions of anxiety
70,2268,2268,GerDracor/goethe-egmont.xml,Was soll ich dir sagen?,0,23,character_speech,5,4,,FERDINAND.,#ferdinand,776.0,MALE,anger,tragedy,,1789.0,negative,emotions of rejection
71,2269,2269,GerDracor/goethe-egmont.xml,"Ich stehe und sehe dich an, und sehe dich nicht, und fühle
              mich nicht.",24,108,character_speech,5,4,,FERDINAND.,#ferdinand,776.0,MALE,suffering,tragedy,,1789.0,negative,emotions of suffering and empathy
74,2272,2272,GerDracor/goethe-egmont.xml,"Was fruchtet's, welche Meinung du von mir
              haben magst?",334,402,character_speech,5,4,,FERDINAND.,#ferdinand,776.0,MALE,anger,tragedy,,1789.0,negative,emotions of rejection
75,2273,2273,GerDracor/goethe-egmont.xml,"Du bist verloren; und ich Unglücklicher stehe nur da, um dich's zu
              versichern, um dich zu bejammern.",403,517,character_speech,5,4,,FERDINAND.,#ferdinand,776.0,MALE,despair,tragedy,,1789.0,negative,emotions of anxiety
76,2274,2274,GerDracor/goethe-egmont.xml,"Welche sonderbare Stimme, welch ein unerwarteter Trost begegnet mir auf dem Wege zum
              Grabe?",0,105,character_speech,5,4,,EGMONT.,#egmont,777.0,MALE,joy,tragedy,,1789.0,positive,emotions of pleasure
77,2275,2275,GerDracor/goethe-egmont.xml,"Du,  Sohn meines ersten, meines fast einzigen Feindes, du
              bedauerst mich, du bist nicht unter meinen Mördern?",106,229,character_speech,5,4,,EGMONT.,#egmont,777.0,MALE,compassion,tragedy,,1789.0,negative,emotions of suffering and empathy
78,2276,2276,GerDracor/goethe-egmont.xml,"Sage, rede!",230,241,character_speech,5,4,,EGMONT.,#egmont,777.0,MALE,anger,tragedy,,1789.0,negative,emotions of rejection
79,2277,2277,GerDracor/goethe-egmont.xml,"Für wen soll ich dich
              halten?",242,285,character_speech,5,4,,EGMONT.,#egmont,777.0,MALE,anger,tragedy,,1789.0,negative,emotions of rejection
80,2278,2278,GerDracor/goethe-egmont.xml,Grausamer Vater!,0,16,character_speech,5,4,,FERDINAND.,#ferdinand,778.0,MALE,suffering,tragedy,,1789.0,negative,emotions of suffering and empathy
82,2280,2280,GerDracor/goethe-egmont.xml,"Du kanntest mein Herz, meine
              Gesinnung, die du so oft als Erbteil einer zärtlichen Mutter schaltest.",57,171,character_speech,5,4,,FERDINAND.,#ferdinand,778.0,MALE,love,tragedy,,1789.0,positive,emotions of affection
84,2282,2282,GerDracor/goethe-egmont.xml,"Diesen Mann am Rande des gähnenden Grabes,
              in der Gewalt eines willkürlichen Todes zu sehen, zwingst du mich; daß ich den
              tiefsten Schmerz empfinde, daß ich taub gegen alles Schicksal, daß ich unempfindlich
              werde, es geschehe mir, was wolle.",239,522,character_speech,5,4,,FERDINAND.,#ferdinand,778.0,MALE,suffering,tragedy,,1789.0,negative,emotions of suffering and empathy
85,2283,2283,GerDracor/goethe-egmont.xml,Ich erstaune!,0,13,character_speech,5,4,,EGMONT.,#egmont,779.0,MALE,being moved,tragedy,,1789.0,being moved,being moved
86,2284,2284,GerDracor/goethe-egmont.xml,Fasse dich!,14,25,character_speech,5,4,,EGMONT.,#egmont,779.0,MALE,being moved,tragedy,,1789.0,being moved,being moved
88,2286,2286,GerDracor/goethe-egmont.xml,O daß ich ein Weib wäre!,0,24,character_speech,5,4,,FERDINAND.,#ferdinand,780.0,MALE,suffering,tragedy,,1789.0,negative,emotions of suffering and empathy
89,2287,2287,GerDracor/goethe-egmont.xml,daß man mir sagen könnte: was rührt dich?,25,66,character_speech,5,4,,FERDINAND.,#ferdinand,780.0,MALE,compassion,tragedy,,1789.0,negative,emotions of suffering and empathy
90,2288,2288,GerDracor/goethe-egmont.xml,was ficht dich an?,67,85,character_speech,5,4,,FERDINAND.,#ferdinand,780.0,MALE,fear,tragedy,,1789.0,negative,emotions of anxiety
92,2290,2290,GerDracor/goethe-egmont.xml,Du verlierst dich.,0,18,character_speech,5,4,,EGMONT.,#egmont,781.0,MALE,despair,tragedy,,1789.0,negative,emotions of anxiety
94,2292,2292,GerDracor/goethe-egmont.xml,"Laß diese Leidenschaft rasen, laß mich losgebunden klagen!",0,58,character_speech,5,4,,FERDINAND.,#ferdinand,782.0,MALE,suffering,tragedy,,1789.0,negative,emotions of suffering and empathy
95,2293,2293,GerDracor/goethe-egmont.xml,"Ich will nicht standhaft
              scheinen, wenn alles in mir zusammenbricht.",59,141,character_speech,5,4,,FERDINAND.,#ferdinand,782.0,MALE,fear,tragedy,,1789.0,negative,emotions of anxiety
98,2296,2296,GerDracor/goethe-egmont.xml,"– Es ist
              entsetzlich!",173,208,character_speech,5,4,,FERDINAND.,#ferdinand,782.0,MALE,despair,tragedy,,1789.0,negative,emotions of anxiety
99,2297,2297,GerDracor/goethe-egmont.xml,Du verstehst mich nicht!,209,233,character_speech,5,4,,FERDINAND.,#ferdinand,782.0,MALE,anger,tragedy,,1789.0,negative,emotions of rejection
103,2301,2301,GerDracor/goethe-egmont.xml,Ihm um den Hals fallend.,0,24,stage_direction,5,4,inner_speech,,#ferdinand,782.0,MALE,love,tragedy,,1789.0,positive,emotions of affection
106,2304,2304,GerDracor/goethe-egmont.xml,Wie bewegt dich so tief das Schicksal eines fremden Mannes?,0,59,character_speech,5,4,,EGMONT.,#egmont,785.0,MALE,being moved,tragedy,,1789.0,being moved,being moved
109,2307,2307,GerDracor/goethe-egmont.xml,"Dein Name war's, der mir in meiner ersten
              Jugend gleich einem Stern des Himmels entgegenleuchtete.",38,150,character_speech,5,4,,FERDINAND.,#ferdinand,786.0,MALE,love,tragedy,,1789.0,positive,emotions of affection
110,2308,2308,GerDracor/goethe-egmont.xml,"Wie oft hab ich nach dir
              gehorcht, gefragt!",151,208,character_speech,5,4,,FERDINAND.,#ferdinand,786.0,MALE,suffering,tragedy,,1789.0,negative,emotions of suffering and empathy
112,2310,2310,GerDracor/goethe-egmont.xml,"So
              bist du vor mir her geschritten; immer vor, und ohne Neid sah ich dich vor, und
              schritt dir nach, und fort und fort.",271,418,character_speech,5,4,,FERDINAND.,#ferdinand,786.0,MALE,"admiration, reverence",tragedy,,1789.0,positive,emotions of affection
113,2311,2311,GerDracor/goethe-egmont.xml,"Nun hofft ich endlich dich zu sehen, und sah
              dich, und mein Herz flog dir entgegen.",419,516,character_speech,5,4,,FERDINAND.,#ferdinand,786.0,MALE,love,tragedy,,1789.0,positive,emotions of affection
115,2313,2313,GerDracor/goethe-egmont.xml,"Nun hofft ich erst, mit dir zu sein, mit dir
              zu leben, dich zu fassen, dich – Das ist nun alles weggeschnitten, und ich sehe dich
              hier!",590,753,character_speech,5,4,,FERDINAND.,#ferdinand,786.0,MALE,love,tragedy,,1789.0,positive,emotions of affection
116,2314,2314,GerDracor/goethe-egmont.xml,"Mein Freund, wenn es dir wohltun kann, so nimm die Versicherung, daß im ersten
              Augenblicke mein Gemüt dir entgegenkam.",0,132,character_speech,5,4,,EGMONT.,#egmont,787.0,MALE,friendship,tragedy,,1789.0,positive,emotions of affection
119,2317,2317,GerDracor/goethe-egmont.xml,"Sage mir: ist es der strenge, ernste Wille deines Vaters, mich
              zu töten?",211,297,character_speech,5,4,,EGMONT.,#egmont,787.0,MALE,fear,tragedy,,1789.0,negative,emotions of anxiety
121,2319,2319,GerDracor/goethe-egmont.xml,"Dieses Urteil wäre nicht ein leeres Schreckbild, mich zu ängstigen, durch Furcht und
              Drohung zu strafen, mich zu erniedrigen und dann mit königlicher Gnade mich wieder
              aufzuheben?",0,207,character_speech,5,4,,EGMONT.,#egmont,789.0,MALE,fear,tragedy,,1789.0,negative,emotions of anxiety
122,2320,2320,GerDracor/goethe-egmont.xml,"Nein, ach leider nein!",0,22,character_speech,5,4,,FERDINAND.,#ferdinand,790.0,MALE,suffering,tragedy,,1789.0,negative,emotions of suffering and empathy
123,2321,2321,GerDracor/goethe-egmont.xml,"Anfangs schmeichelte ich mir mit dieser ausweichenden
              Hoffnung; und schon da empfand ich Angst und Schmerz, dich in diesem Zustande zu
              sehen.",23,192,character_speech,5,4,,FERDINAND.,#ferdinand,790.0,MALE,suffering,tragedy,,1789.0,negative,emotions of suffering and empathy
124,2322,2322,GerDracor/goethe-egmont.xml,"Nun ist es wirklich, ist gewiß.",193,224,character_speech,5,4,,FERDINAND.,#ferdinand,790.0,MALE,fear,tragedy,,1789.0,negative,emotions of anxiety
126,2324,2324,GerDracor/goethe-egmont.xml,"Wer gibt mir eine
              Hülfe, wer einen Rat, dem Unvermeidlichen zu entgehen?",255,341,character_speech,5,4,,FERDINAND.,#ferdinand,790.0,MALE,fear,tragedy,,1789.0,negative,emotions of anxiety
128,2326,2326,GerDracor/goethe-egmont.xml,"Wenn deine Seele so gewaltsam dringt, mich zu retten, wenn du die
              Übermacht verabscheust, die mich gefesselt hält, so rette mich!",14,157,character_speech,5,4,,EGMONT.,#egmont,791.0,MALE,despair,tragedy,,1789.0,negative,emotions of anxiety
130,2328,2328,GerDracor/goethe-egmont.xml,"Du bist des Allgewaltigen Sohn, und selbst gewaltig – Laß uns entfliehen!",202,275,character_speech,5,4,,EGMONT.,#egmont,791.0,MALE,fear,tragedy,,1789.0,negative,emotions of anxiety
132,2330,2330,GerDracor/goethe-egmont.xml,"Nur diese Mauern, nur
              wenige Meilen entfernen mich von meinen Freunden.",354,439,character_speech,5,4,,EGMONT.,#egmont,791.0,MALE,friendship,tragedy,,1789.0,positive,emotions of affection
133,2331,2331,GerDracor/goethe-egmont.xml,"Löse diese Bande, bringe mich zu
              ihnen und sei unser!",440,507,character_speech,5,4,,EGMONT.,#egmont,791.0,MALE,love,tragedy,,1789.0,positive,emotions of affection
134,2332,2332,GerDracor/goethe-egmont.xml,"Gewiß, der König dankt dir dereinst meine Rettung.",508,558,character_speech,5,4,,EGMONT.,#egmont,791.0,MALE,"admiration, reverence",tragedy,,1789.0,positive,emotions of affection
135,2333,2333,GerDracor/goethe-egmont.xml,"Jetzt ist er
              überrascht, und vielleicht ist ihm alles unbekannt.",559,637,character_speech,5,4,,EGMONT.,#egmont,791.0,MALE,being moved,tragedy,,1789.0,being moved,being moved
140,2338,2338,GerDracor/goethe-egmont.xml,Schweig!,0,8,character_speech,5,4,,FERDINAND.,#ferdinand,792.0,MALE,anger,tragedy,,1789.0,negative,emotions of rejection
141,2339,2339,GerDracor/goethe-egmont.xml,o schweige!,9,20,character_speech,5,4,,FERDINAND.,#ferdinand,792.0,MALE,anger,tragedy,,1789.0,negative,emotions of rejection
142,2340,2340,GerDracor/goethe-egmont.xml,Du vermehrst mit jedem Worte meine Verzweiflung.,21,69,character_speech,5,4,,FERDINAND.,#ferdinand,792.0,MALE,despair,tragedy,,1789.0,negative,emotions of anxiety
143,2341,2341,GerDracor/goethe-egmont.xml,"Hier ist kein
              Ausweg, kein Rat, keine Flucht.",70,129,character_speech,5,4,,FERDINAND.,#ferdinand,792.0,MALE,despair,tragedy,,1789.0,negative,emotions of anxiety
144,2342,2342,GerDracor/goethe-egmont.xml,"– Das quält mich, das greift und faßt mir wie mit
              Klauen die Brust.",130,211,character_speech,5,4,,FERDINAND.,#ferdinand,792.0,MALE,suffering,tragedy,,1789.0,negative,emotions of suffering and empathy
145,2343,2343,GerDracor/goethe-egmont.xml,"Ich habe selbst das Netz zusammengezogen; ich kenne die strengen
              festen Knoten; ich weiß, wie jeder Kühnheit, jeder List die Wege verrennt  sind; ich fühle mich mit dir und mit allen andern gefesselt.",212,426,character_speech,5,4,,FERDINAND.,#ferdinand,792.0,MALE,friendship,tragedy,,1789.0,positive,emotions of affection
146,2344,2344,GerDracor/goethe-egmont.xml,"Würde ich klagen,
              hätte ich nicht alles versucht?",427,490,character_speech,5,4,,FERDINAND.,#ferdinand,792.0,MALE,suffering,tragedy,,1789.0,negative,emotions of suffering and empathy
148,2346,2346,GerDracor/goethe-egmont.xml,"Er schickte mich hierher, um alles, was von Lebenslust und -freude mit mir lebt, in
              diesem Augenblicke zu zerstören.",560,690,character_speech,5,4,,FERDINAND.,#ferdinand,792.0,MALE,suffering,tragedy,,1789.0,negative,emotions of suffering and empathy
149,2347,2347,GerDracor/goethe-egmont.xml,Und keine Rettung?,0,18,character_speech,5,4,,EGMONT.,#egmont,793.0,MALE,despair,tragedy,,1789.0,negative,emotions of anxiety
151,2349,2349,GerDracor/goethe-egmont.xml,mit dem Fuße stampfend.,0,23,stage_direction,5,4,speech_part,,#egmont,795.0,MALE,anger,tragedy,,1789.0,negative,emotions of rejection
152,2350,2350,GerDracor/goethe-egmont.xml,Keine Rettung!,0,14,character_speech,5,4,,EGMONT,#egmont,795.0,MALE,despair,tragedy,,1789.0,negative,emotions of anxiety
154,2352,2352,GerDracor/goethe-egmont.xml,"schöne freundliche Gewohnheit des Daseins und
              Wirkens!",32,100,character_speech,5,4,,EGMONT,#egmont,795.0,MALE,joy,tragedy,,1789.0,positive,emotions of pleasure
155,2353,2353,GerDracor/goethe-egmont.xml,von dir soll ich scheiden!,101,127,character_speech,5,4,,EGMONT,#egmont,795.0,MALE,love,tragedy,,1789.0,positive,emotions of affection
157,2355,2355,GerDracor/goethe-egmont.xml,"Nicht im Tumulte der
              Schlacht, unter dem Geräusch der Waffen, in der Zerstreuung des Getümmels gibst du mir
              ein flüchtiges Lebewohl; du nimmst keinen eiligen Abschied, verkürzest nicht den
              Augenblick der Trennung.",150,405,character_speech,5,4,,EGMONT,#egmont,795.0,MALE,suffering,tragedy,,1789.0,negative,emotions of suffering and empathy
158,2356,2356,GerDracor/goethe-egmont.xml,"Ich soll deine Hand fassen, dir noch einmal in die Augen
              sehn, deine Schöne, deinen Wert recht lebhaft fühlen und dann mich entschlossen
              losreißen und sagen: Fahre hin!",406,602,character_speech,5,4,,EGMONT,#egmont,795.0,MALE,being moved,tragedy,,1789.0,being moved,being moved
159,2357,2357,GerDracor/goethe-egmont.xml,"Und ich soll daneben stehn, zusehn, dich nicht halten, nicht hindern können!",0,76,character_speech,5,4,,FERDINAND.,#ferdinand,796.0,MALE,suffering,tragedy,,1789.0,negative,emotions of suffering and empathy
160,2358,2358,GerDracor/goethe-egmont.xml,"O welche
              Stimme reichte zur Klage!",77,125,character_speech,5,4,,FERDINAND.,#ferdinand,796.0,MALE,suffering,tragedy,,1789.0,negative,emotions of suffering and empathy
161,2359,2359,GerDracor/goethe-egmont.xml,"Welches Herz flösse nicht aus seinen Banden vor diesem
              Jammer!",126,202,character_speech,5,4,,FERDINAND.,#ferdinand,796.0,MALE,suffering,tragedy,,1789.0,negative,emotions of suffering and empathy
162,2360,2360,GerDracor/goethe-egmont.xml,Fasse dich!,0,11,character_speech,5,4,,EGMONT.,#egmont,797.0,MALE,being moved,tragedy,,1789.0,being moved,being moved
166,2364,2364,GerDracor/goethe-egmont.xml,"Du überwindest dich selbst
              und uns; du überstehst; ich überlebe dich und mich selbst.",154,253,character_speech,5,4,,FERDINAND.,#ferdinand,798.0,MALE,despair,tragedy,,1789.0,negative,emotions of anxiety
167,2365,2365,GerDracor/goethe-egmont.xml,"Bei der Freude des Mahls
              hab ich mein Licht, im Getümmel der Schlacht meine Fahne verloren.",254,359,character_speech,5,4,,FERDINAND.,#ferdinand,798.0,MALE,joy,tragedy,,1789.0,positive,emotions of pleasure
168,2366,2366,GerDracor/goethe-egmont.xml,"Schal, verworren,
              trüb scheint mir die Zukunft.",360,421,character_speech,5,4,,FERDINAND.,#ferdinand,798.0,MALE,suffering,tragedy,,1789.0,negative,emotions of suffering and empathy
169,2367,2367,GerDracor/goethe-egmont.xml,"Junger Freund, den ich durch ein sonderbares Schicksal zugleich gewinne und verliere,
              der für mich die Todesschmerzen empfindet, für mich leidet, sieh mich in diesen
              Augenblicken an; du verlierst mich nicht.",0,235,character_speech,5,4,,EGMONT.,#egmont,799.0,MALE,suffering,tragedy,,1789.0,negative,emotions of suffering and empathy
170,2368,2368,GerDracor/goethe-egmont.xml,"War dir mein Leben ein Spiegel, in welchem
              du dich gerne betrachtetest, so sei es auch mein Tod.",236,346,character_speech,5,4,,EGMONT.,#egmont,799.0,MALE,love,tragedy,,1789.0,positive,emotions of affection
172,2370,2370,GerDracor/goethe-egmont.xml,"Ich
              lebe dir, und habe mir genug gelebt.",471,525,character_speech,5,4,,EGMONT.,#egmont,799.0,MALE,love,tragedy,,1789.0,positive,emotions of affection
173,2371,2371,GerDracor/goethe-egmont.xml,"Eines jeden Tages hab ich mich gefreut, an jedem
              Tage mit rascher Wirkung meine Pflicht  getan, wie mein Gewissen mir sie
              zeigte.",526,683,character_speech,5,4,,EGMONT.,#egmont,799.0,MALE,joy,tragedy,,1789.0,positive,emotions of pleasure
174,2372,2372,GerDracor/goethe-egmont.xml,"Nun endigt sich das Leben, wie es sich früher, früher, schon auf dem Sande von
              Gravelingen hätte endigen können.",684,810,character_speech,5,4,,EGMONT.,#egmont,799.0,MALE,suffering,tragedy,,1789.0,negative,emotions of suffering and empathy
176,2374,2374,GerDracor/goethe-egmont.xml,"So leb
              auch du, mein Freund, gern und mit Lust, und scheue den Tod nicht!",856,943,character_speech,5,4,,EGMONT.,#egmont,799.0,MALE,friendship,tragedy,,1789.0,positive,emotions of affection
177,2375,2375,GerDracor/goethe-egmont.xml,"Du hättest dich für uns erhalten können, erhalten sollen.",0,57,character_speech,5,4,,FERDINAND.,#ferdinand,800.0,MALE,"admiration, reverence",tragedy,,1789.0,positive,emotions of affection
178,2376,2376,GerDracor/goethe-egmont.xml,"Du hast dich selber
              getötet.",58,100,character_speech,5,4,,FERDINAND.,#ferdinand,800.0,MALE,despair,tragedy,,1789.0,negative,emotions of anxiety
180,2378,2378,GerDracor/goethe-egmont.xml,"Wie
              oft wünscht ich, dich warnen zu können!",361,418,character_speech,5,4,,FERDINAND.,#ferdinand,800.0,MALE,fear,tragedy,,1789.0,negative,emotions of anxiety
182,2380,2380,GerDracor/goethe-egmont.xml,Ich war gewarnt.,0,16,character_speech,5,4,,EGMONT.,#egmont,801.0,MALE,fear,tragedy,,1789.0,negative,emotions of anxiety
183,2381,2381,GerDracor/goethe-egmont.xml,"Und wie ich punktweise alle diese Beschuldigungen wieder in der Anklage fand, und
              deine Antworten!",0,112,character_speech,5,4,,FERDINAND.,#ferdinand,802.0,MALE,being moved,tragedy,,1789.0,being moved,being moved
187,2385,2385,GerDracor/goethe-egmont.xml,"Laß
              uns darüber nicht sinnen; dieser Gedanken entschlag ich mich leicht – schwerer der
              Sorge für dieses Land!",178,315,character_speech,5,4,,EGMONT.,#egmont,803.0,MALE,suffering,tragedy,,1789.0,negative,emotions of suffering and empathy
190,2388,2388,GerDracor/goethe-egmont.xml,"Leider wird's nicht so
              werden.",448,492,character_speech,5,4,,EGMONT.,#egmont,803.0,MALE,suffering,tragedy,,1789.0,negative,emotions of suffering and empathy
196,2394,2394,GerDracor/goethe-egmont.xml,Laß meine Leute dir aufs beste empfohlen sein!,0,46,character_speech,5,4,,EGMONT.,#egmont,805.0,MALE,anger,tragedy,,1789.0,negative,emotions of rejection
197,2395,2395,GerDracor/goethe-egmont.xml,"Ich habe gute Menschen zu Dienern; daß
              sie nicht zerstreut nicht unglücklich werden!",47,145,character_speech,5,4,,EGMONT.,#egmont,805.0,MALE,joy,tragedy,,1789.0,positive,emotions of pleasure
200,2398,2398,GerDracor/goethe-egmont.xml,"Sie haben ihn als Mitschuldigen des Hochverrats
              enthauptet.",26,99,character_speech,5,4,,FERDINAND.,#ferdinand,806.0,MALE,abhorrence,tragedy,,1789.0,negative,emotions of rejection
201,2399,2399,GerDracor/goethe-egmont.xml,Arme Seele!,0,11,character_speech,5,4,,EGMONT.,#egmont,807.0,MALE,compassion,tragedy,,1789.0,negative,emotions of suffering and empathy
202,2400,2400,GerDracor/goethe-egmont.xml,"– Noch eins, und dann leb wohl, ich kann nicht mehr.",12,64,character_speech,5,4,,EGMONT.,#egmont,807.0,MALE,despair,tragedy,,1789.0,negative,emotions of anxiety
206,2404,2404,GerDracor/goethe-egmont.xml,"Du bist ein edler Mann; ein Weib, das den findet, ist geborgen.",590,653,character_speech,5,4,,EGMONT.,#egmont,807.0,MALE,"admiration, reverence",tragedy,,1789.0,positive,emotions of affection
