,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class,year_genre
334,334,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       Der Hofemeister gehet hin und bestellet die Musik /welche gahr sanfft / damit man alles / was geredet wird davor hören kan / muß gemachet werden.",0,185,stage_direction,2,7,speech_part,,,18.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
335,335,TextGrid/-Das_Friedewuenschende_Teutschland.xml,Unterdessen stehet die Wollust hinter der Königinn /hüpfet und springet / sauffet bißweilen einen Becher Wein aus / singet ein Verßlein aus einem Buhlenliede / hertzet und küsset die Edelleute und stellet sich sonst sehr leichtfertig.,186,420,stage_direction,2,7,speech_part,,,18.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
348,348,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       zum Pagen.",0,50,stage_direction,2,7,speech_part,,,26.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
357,357,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       Der Page komt wieder und bringet die Flasche mit dem Spanischen Wein / welche Er dem Don Anthonio überliefert.",0,150,stage_direction,2,7,speech_part,,,31.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
358,358,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       zuem Pagen.",0,51,stage_direction,2,7,speech_part,,,32.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
361,361,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       zuem Pagen.",0,51,stage_direction,2,7,speech_part,,,34.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
364,364,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       Don Anthonio lässet sich einen grossen güldenen Becher geben / schenkt denselben voll Spanischen Wein aus seiner Flaschen / und überreichet denselben der Königinn mit grosser Höffligkeit und vielen Ceremonien.",0,249,stage_direction,2,7,speech_part,,,35.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
382,382,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       Herr Karel überreichet der Königinn etliche stüklein von diesem Käß geschnitten / welche sie gantz begierig isset und spricht.",0,166,stage_direction,2,7,speech_part,,,43.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
399,399,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       Hie wird ein Tantz gespielet / Don Anthonio tantzet mit dem Becher vorher / Monsieur Gaston folget mit der Königinn / die Wollust tantzet mit Signoro Bartholomeo, und als dieses geendet / bringet Don Anthonio dem Monsieur Gaston einen Trunk /welcher Jhm bescheid thut / der Königinn wird auch ein Becher gereichet / welchen sie außtrinket.",0,379,stage_direction,2,7,speech_part,,,46.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
400,400,TextGrid/-Das_Friedewuenschende_Teutschland.xml,Jm folgenden Tante springet Monsieur Gaston mit dem Becher voran / diesem folget Don Anthonio mit der Königinn / Herr Karel tantzet mit der Wollust und zuletst auch mit der Königinn / nach vollendeten Täntzen spricht.,380,597,stage_direction,2,7,speech_part,,,46.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
406,406,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       Teutschland trinket gantz aus und lässet Herrn Karel den Becher überreichen.",0,116,stage_direction,2,7,speech_part,,,48.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
409,409,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       Herr Karel kniet nieder / wie auch Monsieur Gaston / Herr Karl nachdeme Er den Becher außgetrunken / überreichet Jhn Monsieur Gaston / der bringet Jhn Don Anthonio und dieser ferner dem Signoro Bartholomeo / trinken also der Königinn Gesundheit alle viere auff den Knien und wird dazu geblasen / die Wollust tantzet um sie her.",0,367,stage_direction,2,7,speech_part,,,50.0,UNKNOWN,joy,S,,,positive,emotions of pleasure,_1650_1730
410,410,TextGrid/-Das_Friedewuenschende_Teutschland.xml,Unterdessen setzet sich die Königinn auff Jhrem Stuhl / leget den Kopff in die Hand und fähet an zu schlummeren / die vier Cavallier stehen auff / sehen sich üm nach der,368,537,stage_direction,2,7,speech_part,,,50.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
411,411,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                        Königinn / Don Anthonio gehet zu Jhr und spricht.",0,90,stage_direction,2,7,speech_part,,,50.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
418,418,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       Hiemit entschläffet sie gahr fäste / die vier Cavallier machen ein weinig reverentz / geben von Jhr heraus / und wird der innere Schauplatz / auff welchen die Königinn ruhet / hiemit geschlossen /die Cavallier aber bleiben vor demselben auff der eusseren bühnen.",0,302,stage_direction,2,7,speech_part,,,54.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
419,419,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                    Monsieur Gaston, Don Anthonio, Signoro Bartholomeo, Herr Karl.",0,99,stage_direction,2,8,pre_speech,,,,,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
453,453,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       Sie gehen alle ab.",0,58,stage_direction,2,8,speech_part,,,17.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
454,454,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       Also bald darnach / wen die Kavallier sind hinweg gangen / muß einer mit etwas närrisch gemachten Kleideren / als einem Spanischen 
Wamse /Französischen Hosen / Polnischen oder Krabatischen Mützen und anderen dergleichen fremden Trachten angethan / herfürtreten / seltsam Geberde führen und folgendes Lied mit einem hönischen und offtverenderten Gesichte / bald als ein ernsthaffter Spanier / bald als ein leichtsinniger Franzose / bald als ein schmeichelhafter Italianer und so fohrtan / nach dem eß der Jnnhalt gibt / fein langsahm singen und eine Spanische Kitarra oder Laute entweder selber dazu schlagen oder von einem anderen darinn spielen lassen / jedoch also /daß die wöhrter fein deütlich gesungen und von denen Zuhörern wol verstanden werden.",0,793,stage_direction,2,8,speech_part,,,17.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
455,455,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                    Merkurius.",0,47,stage_direction,2,9,pre_speech,,,,,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
456,456,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                    Hie wird der innere Schauplatz geöffnet und sitzet Teütschland allein in einem sehr tieffen Schlaffe / hat keinen Menschen üm sich / sind auch Tische / Stühle / nebenst allen anderen Sachen schon hinweg geraumet.",0,249,stage_direction,2,9,pre_speech,,,,,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
457,457,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                    Hie wird gar sanfft auff Jnstrumenten gespielet und nachfolgendes Liedlein von dem Merkurio fein hell /",0,140,stage_direction,2,9,pre_speech,,,,,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
458,458,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                    klahr und deutlich mit sonderbahrer bewegniß seiner Gebehrden gesungen.",0,108,stage_direction,2,9,pre_speech,,,,,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
459,459,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                    Mars / Teutschland / Don Anthonio, Monsieur Gaston, Signoro Bartholomeo, Herr Karel.",0,121,stage_direction,2,10,pre_speech,,,,,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
493,493,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       Er wil mit gewalt Hand an sie legen / Teutschland springet frich und unerschrokken auff jhn zu /reisset Jhm den Degen auß der Hand und wirfft denselben hinter sich zu rükke auff die Erden.",0,228,stage_direction,2,10,speech_part,,,11.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
504,504,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       Sie fallen einander in die Arme / fahen an tapfer zu ringen / endlich aber wirfft Teutschland den Mars unter sich / gibt Jhme rechtschaffene Stösse und tritt Jhn mit Fassen / Mars fähet an aus vollem Halse zu schreien.",0,258,stage_direction,2,10,speech_part,,,14.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
512,512,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       Hie höret man wieder Tromlen und Trompeten schallen / es geschehen auch hinter dem Schauplätze etliche Schüsse / immittelst springen aus vier Ohrteren die vier Kavallier als Don Anthonio, Monsieur Gaston, Signoro Bartholomeo und Herr Karel hervor.",0,287,stage_direction,2,10,speech_part,,,15.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
513,513,TextGrid/-Das_Friedewuenschende_Teutschland.xml,Diese kommen den Mars zu hülffe / reissen Teutschland von Jhme hinweg / daß Er wieder kan auffstehen / sie halten Teutschland unter sich / Mars schläget sie mit Fäusten darauff schreiet.,288,474,stage_direction,2,10,speech_part,,,15.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
516,516,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       stosset sie zurükke und spricht.",0,72,stage_direction,2,10,speech_part,,,17.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
518,518,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       gibt Jhr auch einen Stoß.",0,65,stage_direction,2,10,speech_part,,,18.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
526,526,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       Sie gehet wiedrum frisch auff sie zu / wehret sich gegen alle fünfe mit einer grossen Hertzhafftigkeit /also / daß sie auch allesamt weichen müssen / biß endlich Don Anthonio seinen Vortheil ersiehet und im sprunge Jhr die Kette / in welcher das Kleinoht Concordia hänget / vom Halse reisset / das halt Er mit freüden in die höhe und spricht.",0,382,stage_direction,2,10,speech_part,,,21.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
529,529,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       Sie fallen sie alle zugleich an: Einer greiffet Jhr nach der Krohn / kan sie aber doch nicht gahr herunter bringen / der ander bricht Jhr ein stüklein vom Skepter / der dritte reisset Jhr den Flor",0,236,stage_direction,2,10,speech_part,,,23.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
530,530,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       hinweg / der vierte den Oberrok und was sie sonst nur können davon bringen.",0,115,stage_direction,2,10,speech_part,,,23.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
531,531,TextGrid/-Das_Friedewuenschende_Teutschland.xml,Teutschland schreietz wahr sehr üm Hülffe / aber vergeblich: Endlich spricht.,116,193,stage_direction,2,10,speech_part,,,23.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
542,542,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       Sie greiffen sie alle vier gantz ungestühmlich an und schleppen sie mit gewalt hinein / Mars stosset binden nach mit schelten und fluchen / wird also Teutschland unter dem Schalle und Gethön der Tromlen des blasens und schiessens hinein geführet.",0,286,stage_direction,2,10,speech_part,,,26.0,UNKNOWN,abhorrence,S,,,negative,emotions of rejection,_1650_1730
543,543,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       
                                          
So bald nun Teutschland durch den Mars und desselben Spießbrüdere gewalthätiger weise mit schelten stossen und schlagen ist hinein geschleppet / muß alsobald darauf eine gahr klägliche Musik werden angefangen und ein weinig hernach müssen gantz unversehner weise zwo Weiber in langen Klag-kleideren herfür wischen /und nachgesetztes Lied mit sehr traurigen Geberden / allezeit einen Verß üm den anderen singen / jedoch daß von anderen verborgener weise dazu gespielet werde.",0,558,stage_direction,2,10,speech_part,,,26.0,UNKNOWN,suffering,S,,,negative,emotions of suffering and empathy,_1650_1730
544,544,TextGrid/-Das_Friedewuenschende_Teutschland.xml,Wen nun dieses Lied vollendet so müssen diese beide Klag-Weiber auch plötzlich wieder davon gehen und die verborgene Musikanten diese andere Handlung vollends beschliessen und zuem Ende bringen.,559,753,stage_direction,2,10,speech_part,,,26.0,UNKNOWN,suffering,S,,,negative,emotions of suffering and empathy,_1650_1730
545,545,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                    Ende der Anderen Handelung des Friedewünschenden Teütschlandes.",0,100,stage_direction,2,10,pre_speech,,,,,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
546,546,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                    Teutschland.",0,49,stage_direction,3,11,pre_speech,,,,,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
547,547,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                    Teutschland gehet auff in der Gestalt eines armen elenden Bettelweibes / mit alten zerrissenen Lumpen bekleidet / sie steuret sich an einem Stekken / träget einen Bettelsak am Halse fähet an mit sehr kläglicher Stimme folgender gestalt zu reden.",0,282,stage_direction,3,11,pre_speech,,,,,suffering,S,,,negative,emotions of suffering and empathy,_1650_1730
548,548,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                    Mars / Hunger / Pest / Tod / Teutschland lieget an der Ekken.",0,98,stage_direction,3,12,pre_speech,,,,,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
549,549,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                    Merke: Hie kan der Mars auff einem Triumfwagen etliche Krohnen / Skepter / Waffen / Schlösser /Thürme / güldenen und silbernen Raub samt mehreren dergleichen Sachen hinter sich her schleppen lassen / darauff fähet trotzig an zu reden.",0,271,stage_direction,3,12,pre_speech,,,,,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
610,610,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       wird hefftig entrüstet.",0,63,stage_direction,3,12,speech_part,,,25.0,UNKNOWN,anger,S,,,negative,emotions of rejection,_1650_1730
615,615,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       auff der Erde liegend.",0,62,stage_direction,3,12,speech_part,,,26.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
627,627,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       bedenket sich ein weinig.",0,65,stage_direction,3,12,speech_part,,,30.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
630,630,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       kratzet den Kopff.",0,58,stage_direction,3,12,speech_part,,,32.0,UNKNOWN,anger,S,,,negative,emotions of rejection,_1650_1730
634,634,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       Teutschland beginnet sich ein weinig zu regen.",0,86,stage_direction,3,12,speech_part,,,33.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
636,636,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       ziehet Teutschland herüm auff die andere seite und spricht.",0,99,stage_direction,3,12,speech_part,,,34.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
642,642,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       bedenket sich ein weinig.",0,65,stage_direction,3,12,speech_part,,,37.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
644,644,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       Nachdem Mars mit seinen beiden Schwesteren dem Hunger und der Pest von dem verwundeten Teutschlande wieder hinweg gangen und dasselbe im Bluht ligend / gantz allein gelassen / komt der alte Teütsche Witdod (der Sich bei dem Beschluß",0,272,stage_direction,3,12,speech_part,,,37.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
645,645,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       der ersten Handlung hatte hören lassen) zuem anderen mahl wieder auff gezogen / betrachtet erstlich die elende verwundete Königinn: Bald fanget Er an kläglich in daß Pandor zu singen /seine Augen allezeit auff Teutschland richtend /wobei Er sich solcher Gebehrden weiß zu gebrauchen / daß die Zuseher zu einem recht herzlichem mitleiden werden bewogen und muß Witdod / mit gen Himmel aufgeschlagenen Augen und andächtigen Geberden dieses nachgesetzte Lied schliessen / auch gantz traurig aussehend / seinen Abschied nemen und dem Feldscherer / Ratio Status die Schaubühne überlassen.",0,623,stage_direction,3,12,speech_part,,,37.0,UNKNOWN,suffering,S,,,negative,emotions of suffering and empathy,_1650_1730
646,646,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                    Teutschland.",0,49,stage_direction,3,13,pre_speech,,,,,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
647,647,TextGrid/-Das_Friedewuenschende_Teutschland.xml,Meister Ratio Status der Feldscherer.,50,87,stage_direction,3,13,pre_speech,,,,,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
648,648,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       ein weinig von der Erde sich erhebend / fähet an mit kümmerlicher Stimme sich folgender gestalt zu beklagen.",0,148,stage_direction,3,13,speech_part,,,1.0,UNKNOWN,suffering,S,,,negative,emotions of suffering and empathy,_1650_1730
654,654,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       gehet auff wie ein Quacksalber oder Feldscherer / zimlich gravitetisch außstafieret.",0,124,stage_direction,3,13,speech_part,,,2.0,UNKNOWN,abhorrence,S,,,negative,emotions of rejection,_1650_1730
737,737,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                    Teutschland / Friede / Merkurius.",0,70,stage_direction,3,14,pre_speech,,,,,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
772,772,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       entsetzet sich hefftig.",0,63,stage_direction,3,14,speech_part,,,12.0,UNKNOWN,fear,S,,,negative,emotions of anxiety,_1650_1730
775,775,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       richtet Jhr Haupt ein weinig auff.",0,74,stage_direction,3,14,speech_part,,,13.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
782,782,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       kriechet auff Händen und Füssen herzu / wil den Frieden ümfangen.",0,105,stage_direction,3,14,speech_part,,,15.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
784,784,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       springt schleunig zu rükke und spricht.",0,79,stage_direction,3,14,speech_part,,,16.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
804,804,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       erschrikt.",0,50,stage_direction,3,14,speech_part,,,25.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
850,850,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       etlicher mahssen zur Erkäntnisse kommend / fället gantz demühtig nieder auff Jhre Knie und fähet an mit kläglicher Stimme und sehr jämmerlichen Gebehrden folgender gestalt zu reden.",0,221,stage_direction,3,14,speech_part,,,46.0,UNKNOWN,suffering,S,,,negative,emotions of suffering and empathy,_1650_1730
871,871,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                    Friede / Gott / Merkurius / Teutschland /Gerechtigkeit / Liebe / Hoffnung.",0,111,stage_direction,3,15,pre_speech,,,,,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
872,872,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                    Der Himmel öffnet sich / in demselben sitzet GOtt in seiner Herrligkeit und klahrem Lichte / so schön und prächtig man solches mit Faklen und Feurspiegelen zwischen denen Wolken immer kan abbilden / die heilige Engel stehen üm Jhn her /mancherlei Musikalische Jnstrumenten und Bücher in den Händen haltende.",0,344,stage_direction,3,15,pre_speech,,,,,"admiration, reverence",S,,,positive,emotions of affection,_1650_1730
873,873,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"Vor dem 
Trohn GOttes stehet der Friede / hinter demselben die Hoffnung /zu seiner rechten Seiten die Liebe / zu seiner linken die Gerechtigkeit und was etwann mehr vor Göttliche Eigenschafften dieses Ohrtes füglich beizuordnen sich wil schikken / so bald solches Teutschland ersiehet / fället es nebenst dem Merkurio auff die Knie / hebet ihre Hände und Augen gen Himmel und fähet darauff an zu reden).",345,748,stage_direction,3,15,pre_speech,,,,,"admiration, reverence",S,,,positive,emotions of affection,_1650_1730
903,903,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       zittert und zaget / schläget die Hände von sich und schreiet.",0,101,stage_direction,3,15,speech_part,,,6.0,UNKNOWN,fear,S,,,negative,emotions of anxiety,_1650_1730
907,907,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       kehret sich mit anmuhtigen Gebehrden zu GOtt.",0,85,stage_direction,3,15,speech_part,,,8.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
944,944,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       nieder kniend hebet Jhre Hände und Augen zu GOTT und spricht mit einer lauten und lebendigen Stimme dreimahl.",0,149,stage_direction,3,15,speech_part,,,11.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
946,946,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       Hierauff kan dieser Vers in die Musik versetzet /oder HERRE GOTT wir loben dich / oder ein anderer schöner Lobpsalm mit Stimmen und Jnstrumenten von den Engelen und anderen verborgenen Musikanten auff das Freudenreichste gemachet und also das gantze Werk anmuhtig und beweglich beschlossen werden.",0,337,stage_direction,3,15,speech_part,,,11.0,UNKNOWN,joy,S,,,positive,emotions of pleasure,_1650_1730
947,947,TextGrid/-Das_Friedewuenschende_Teutschland.xml,"
                                       Ende.",0,45,stage_direction,3,15,speech_part,,,11.0,UNKNOWN,no_annotation,S,,,no_annotation,no_annotation,_1650_1730
0,0,TextGrid/-Sophia.xml,"
                                 Der Schauplatz stellet vor der Sophie Maierhof bey Rom.",0,89,stage_direction,1,0,pre_speech,,,,,no_annotation,,,,no_annotation,no_annotation,_1650_1730
22,22,TextGrid/-Sophia.xml,"
                                    Sophia, Alexander.",0,55,stage_direction,1,0,speech_part,,,1.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
66,66,TextGrid/-Sophia.xml,"
                                    Sophia, Alexander, Fides, Spes, Charitas.",0,78,stage_direction,1,0,speech_part,,,24.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
101,101,TextGrid/-Sophia.xml,"
                                    Sophia.",0,44,stage_direction,1,0,speech_part,,,36.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
102,102,TextGrid/-Sophia.xml,Alexander.,45,55,stage_direction,1,0,speech_part,,,36.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
103,103,TextGrid/-Sophia.xml,Fides.,56,62,stage_direction,1,0,speech_part,,,36.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
104,104,TextGrid/-Sophia.xml,Spes.,63,68,stage_direction,1,0,speech_part,,,36.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
105,105,TextGrid/-Sophia.xml,Charitas.,69,78,stage_direction,1,0,speech_part,,,36.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
106,106,TextGrid/-Sophia.xml,Palladia.,79,88,stage_direction,1,0,speech_part,,,36.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
107,107,TextGrid/-Sophia.xml,Honorius.,89,98,stage_direction,1,0,speech_part,,,36.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
108,108,TextGrid/-Sophia.xml,nebst zwey Pagen.,99,116,stage_direction,1,0,speech_part,,,36.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
202,202,TextGrid/-Sophia.xml,"
                                    Der Religion / der Vernunft / des Glaubens und der Ketzer.",0,95,stage_direction,1,0,speech_part,,,105.0,UNKNOWN,abhorrence,,,,negative,emotions of rejection,_1650_1730
203,203,TextGrid/-Sophia.xml,"
                                    Der Schau-Platz verändert sich in einen Tempel.",0,84,stage_direction,1,0,speech_part,,,105.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
254,254,TextGrid/-Sophia.xml,"
                                    unter der Erden.",0,53,stage_direction,1,0,speech_part,,,128.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
256,256,TextGrid/-Sophia.xml,"
                                    Acht Ketzer steigen aus einer Höle / dehren ieder nach ertheiltem Kusse der Religion ein stücke von ihrem Kleide reisset und sich damit bedecket.",0,182,stage_direction,1,0,speech_part,,,128.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
268,268,TextGrid/-Sophia.xml,"
                                    Der Schau-Platz wird in einem Augenblick über und über verfinstert / Die entkleidete Religion singet im Schatten also.",0,155,stage_direction,1,0,speech_part,,,138.0,UNKNOWN,suffering,,,,negative,emotions of suffering and empathy,_1650_1730
271,271,TextGrid/-Sophia.xml,"
                                 Der Schauplatz stellet vor deß Kaisers-Gemach.",0,80,stage_direction,2,0,pre_speech,,,,,no_annotation,,,,no_annotation,no_annotation,_1650_1730
272,272,TextGrid/-Sophia.xml,"
                                 Hadrianus.",0,44,stage_direction,2,0,pre_speech,,,,,no_annotation,,,,no_annotation,no_annotation,_1650_1730
273,273,TextGrid/-Sophia.xml,Heliodorus.,45,56,stage_direction,2,0,pre_speech,,,,,no_annotation,,,,no_annotation,no_annotation,_1650_1730
274,274,TextGrid/-Sophia.xml,Epictetus.,57,67,stage_direction,2,0,pre_speech,,,,,no_annotation,,,,no_annotation,no_annotation,_1650_1730
275,275,TextGrid/-Sophia.xml,Antoninus.,68,78,stage_direction,2,0,pre_speech,,,,,no_annotation,,,,no_annotation,no_annotation,_1650_1730
276,276,TextGrid/-Sophia.xml,Svetonius Tranquillus.,79,101,stage_direction,2,0,pre_speech,,,,,no_annotation,,,,no_annotation,no_annotation,_1650_1730
277,277,TextGrid/-Sophia.xml,Salvius Julianus.,102,119,stage_direction,2,0,pre_speech,,,,,no_annotation,,,,no_annotation,no_annotation,_1650_1730
278,278,TextGrid/-Sophia.xml,Septitius Clarus.,120,137,stage_direction,2,0,pre_speech,,,,,no_annotation,,,,no_annotation,no_annotation,_1650_1730
279,279,TextGrid/-Sophia.xml,Unterschiedliche Hofbedienten / Pagen /Freygelassene / Mohren und Trabanten.,138,214,stage_direction,2,0,pre_speech,,,,,no_annotation,,,,no_annotation,no_annotation,_1650_1730
361,361,TextGrid/-Sophia.xml,"
                                    
                                       
Jtztermelte Personen / Palladia.",0,110,stage_direction,2,0,speech_part,,,51.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
362,362,TextGrid/-Sophia.xml,Honorius.,111,120,stage_direction,2,0,speech_part,,,51.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
363,363,TextGrid/-Sophia.xml,Ein Page der Kaiserin.,121,143,stage_direction,2,0,speech_part,,,51.0,UNKNOWN,no_annotation,,,,no_annotation,no_annotation,_1650_1730
